"Year","Intent","Sex","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2006","Undetermined","Males","Kansas","--","1,368,839","--","--","--"
"2006","Undetermined","Males","Kentucky","--","2,070,143","--","--","--"
"2006","Undetermined","Males","Louisiana","--","2,098,593","--","--","--"
"2006","Undetermined","Males","Maryland","--","2,719,404","--","--","--"
"2006","Undetermined","Males","Michigan","--","4,929,460","--","--","--"
"2006","Undetermined","Males","Minnesota","--","2,562,604","--","--","--"
"2006","Undetermined","Males","Mississippi","--","1,408,665","--","--","--"
"2006","Undetermined","Males","Missouri","--","2,855,141","--","--","--"
"2006","Undetermined","Males","Nebraska","--","878,006","--","--","--"
"2006","Undetermined","Males","Nevada","--","1,278,665","--","--","--"
"2006","Undetermined","Males","New Jersey","--","4,213,580","--","--","--"
"2006","Undetermined","Males","New Mexico","--","968,168","--","--","--"
"2006","Undetermined","Males","New York","--","9,233,230","--","--","--"
"2006","Undetermined","Males","North Carolina","--","4,354,118","--","--","--"
"2006","Undetermined","Males","North Dakota","--","326,839","--","--","--"
"2006","Undetermined","Males","Ohio","--","5,598,146","--","--","--"
"2006","Undetermined","Males","Oklahoma","--","1,775,397","--","--","--"
"2006","Undetermined","Males","Oregon","--","1,817,766","--","--","--"
"2006","Undetermined","Males","Pennsylvania","--","6,081,497","--","--","--"
"2006","Undetermined","Males","South Carolina","--","2,120,192","--","--","--"
"2006","Undetermined","Males","South Dakota","--","390,613","--","--","--"
"2006","Undetermined","Males","Tennessee","--","2,967,311","--","--","--"
"2006","Undetermined","Males","Texas","--","11,588,337","--","--","--"
"2006","Undetermined","Males","Utah","--","1,267,516","--","--","--"
"2006","Undetermined","Males","Vermont","--","306,602","--","--","--"
"2006","Undetermined","Males","Virginia","--","3,765,250","--","--","--"
"2006","Undetermined","Males","Washington","--","3,170,058","--","--","--"
"2006","Undetermined","Males","West Virginia","--","897,307","--","--","--"
"2006","Undetermined","Males","Wisconsin","--","2,765,379","--","--","--"
"2006","Undetermined","Males","Wyoming","--","265,306","--","--","--"
"2006","Undetermined","Females","Alabama","--","2,385,480","--","--","--"
"2006","Undetermined","Females","Alaska","0**","325,076","0.00**","0.00**","--"
"2006","Undetermined","Females","Arkansas","--","1,438,428","--","--","--"
"2006","Undetermined","Females","Colorado","--","2,352,960","--","--","--"
"2006","Undetermined","Females","Florida","--","9,280,080","--","--","--"
"2006","Undetermined","Females","Georgia","--","4,670,606","--","--","--"
"2006","Undetermined","Females","Hawaii","0**","652,351","0.00**","0.00**","--"
"2006","Undetermined","Females","Indiana","--","3,218,203","--","--","--"
"2006","Undetermined","Females","Iowa","0**","1,511,124","0.00**","0.00**","--"
"2006","Undetermined","Females","Kentucky","--","2,149,096","--","--","--"
"2006","Undetermined","Females","Louisiana","--","2,204,072","--","--","--"
"2006","Undetermined","Females","Maine","--","676,157","--","--","--"
"2006","Undetermined","Females","Mississippi","--","1,496,313","--","--","--"
"2006","Undetermined","Females","Nevada","--","1,243,993","--","--","--"
"2006","Undetermined","Females","New Mexico","--","993,969","--","--","--"
"2006","Undetermined","Females","North Carolina","--","4,563,152","--","--","--"
"2006","Undetermined","Females","North Dakota","0**","322,583","0.00**","0.00**","--"
"2006","Undetermined","Females","Ohio","--","5,883,067","--","--","--"
"2006","Undetermined","Females","Oklahoma","--","1,818,693","--","--","--"
"2006","Undetermined","Females","Oregon","0**","1,853,117","0.00**","0.00**","--"
"2006","Undetermined","Females","Pennsylvania","--","6,429,312","--","--","--"
"2006","Undetermined","Females","Rhode Island","0**","550,134","0.00**","0.00**","--"
"2006","Undetermined","Females","South Carolina","--","2,237,655","--","--","--"
"2006","Undetermined","Females","South Dakota","0**","392,420","0.00**","0.00**","--"
"2006","Undetermined","Females","Tennessee","--","3,121,455","--","--","--"
"2006","Undetermined","Females","Texas","--","11,771,243","--","--","--"
"2006","Undetermined","Females","Virginia","--","3,908,475","--","--","--"
"2006","Undetermined","Females","Washington","--","3,200,695","--","--","--"
"2005","Unintentional","Males","Alabama","30","2,213,382","1.36","1.31","864"
"2005","Unintentional","Males","Alaska","--","345,930","--","--","--"
"2005","Unintentional","Males","Arizona","10**","2,908,266","0.34**","0.34**","329"
"2005","Unintentional","Males","Arkansas","11**","1,362,802","0.81**","0.79**","433"
"2005","Unintentional","Males","California","133","17,831,713","0.75","0.74","3,927"
"2005","Unintentional","Males","Colorado","--","2,323,650","--","--","--"
"2005","Unintentional","Males","Connecticut","--","1,704,888","--","--","--"
"2005","Unintentional","Males","District of Columbia","--","267,523","--","--","--"
"2005","Unintentional","Males","Florida","20**","8,724,088","0.23**","0.23**","653"
"2005","Unintentional","Males","Georgia","13**","4,370,659","0.30**","0.28**","429"
"2005","Unintentional","Males","Idaho","--","716,258","--","--","--"
"2005","Unintentional","Males","Illinois","18**","6,186,072","0.29**","0.30**","548"
"2005","Unintentional","Males","Indiana","12**","3,087,135","0.39**","0.39**","342"
"2005","Unintentional","Males","Iowa","--","1,461,435","--","--","--"
"2005","Unintentional","Males","Kansas","--","1,357,341","--","--","--"
"2005","Unintentional","Males","Kentucky","16**","2,053,084","0.78**","0.80**","397"
"2005","Unintentional","Males","Louisiana","29","2,227,187","1.30","1.37","764"
"2005","Unintentional","Males","Maine","--","644,683","--","--","--"
"2005","Unintentional","Males","Maryland","--","2,700,618","--","--","--"
"2005","Unintentional","Males","Massachusetts","--","3,094,280","--","--","--"
"2005","Unintentional","Males","Michigan","11**","4,936,817","0.22**","0.22**","264"
"2005","Unintentional","Males","Minnesota","--","2,540,052","--","--","--"
"2005","Unintentional","Males","Mississippi","18**","1,407,981","1.28**","1.32**","646"
"2005","Unintentional","Males","Missouri","22","2,827,430","0.78","0.77","746"
"2005","Unintentional","Males","Montana","--","470,322","--","--","--"
"2005","Unintentional","Males","Nebraska","--","872,029","--","--","--"
"2005","Unintentional","Males","Nevada","--","1,233,297","--","--","--"
"2005","Unintentional","Males","New Hampshire","--","640,560","--","--","--"
"2005","Unintentional","Males","New Jersey","--","4,208,429","--","--","--"
"2005","Unintentional","Males","New Mexico","--","953,754","--","--","--"
"2005","Unintentional","Males","New York","29","9,245,143","0.31","0.32","753"
"2005","Unintentional","Males","North Carolina","24","4,248,218","0.57","0.61","691"
"2005","Unintentional","Males","North Dakota","--","324,546","--","--","--"
"2005","Unintentional","Males","Ohio","23","5,586,617","0.41","0.41","869"
"2005","Unintentional","Males","Oklahoma","11**","1,752,122","0.63**","0.65**","247"
"2005","Unintentional","Males","Oregon","--","1,789,755","--","--","--"
"2005","Unintentional","Males","Pennsylvania","26","6,044,937","0.43","0.42","636"
"2005","Unintentional","Males","Rhode Island","--","515,084","--","--","--"
"2005","Unintentional","Males","South Carolina","29","2,077,805","1.40","1.39","791"
"2005","Unintentional","Males","South Dakota","--","386,472","--","--","--"
"2005","Unintentional","Males","Tennessee","31","2,922,618","1.06","1.07","792"
"2005","Unintentional","Males","Texas","56","11,307,684","0.50","0.51","1,602"
"2005","Unintentional","Males","Utah","--","1,232,978","--","--","--"
"2005","Unintentional","Males","Virginia","--","3,713,459","--","--","--"
"2005","Unintentional","Males","Washington","10**","3,111,909","0.32**","0.32**","268"
"2005","Unintentional","Males","West Virginia","--","892,802","--","--","--"
"2005","Unintentional","Males","Wisconsin","--","2,749,105","--","--","--"
"2005","Unintentional","Males","Wyoming","--","260,431","--","--","--"
"2005","Unintentional","Females","Alabama","--","2,356,423","--","--","--"
"2005","Unintentional","Females","Arizona","--","2,930,811","--","--","--"
"2005","Unintentional","Females","Arkansas","--","1,418,295","--","--","--"
"2005","Unintentional","Females","California","13**","17,996,230","0.07**","0.07**","345"
"2005","Unintentional","Females","Colorado","--","2,308,238","--","--","--"
"2005","Unintentional","Females","Connecticut","0**","1,802,068","0.00**","0.00**","--"
"2005","Unintentional","Females","Delaware","0**","435,227","0.00**","0.00**","--"
"2005","Unintentional","Females","District of Columbia","0**","299,613","0.00**","0.00**","--"
"2005","Unintentional","Females","Florida","--","9,117,950","--","--","--"
"2005","Unintentional","Females","Georgia","--","4,555,263","--","--","--"
"2005","Unintentional","Females","Idaho","--","711,983","--","--","--"
"2005","Unintentional","Females","Illinois","--","6,423,831","--","--","--"
"2005","Unintentional","Females","Indiana","--","3,191,481","--","--","--"
"2005","Unintentional","Females","Kansas","--","1,387,958","--","--","--"
"2005","Unintentional","Females","Louisiana","--","2,349,441","--","--","--"
"2005","Unintentional","Females","Maine","0**","674,104","0.00**","0.00**","--"
"2005","Unintentional","Females","Maryland","0**","2,891,761","0.00**","0.00**","--"
"2005","Unintentional","Females","Massachusetts","0**","3,309,010","0.00**","0.00**","--"
"2005","Unintentional","Females","Michigan","--","5,114,320","--","--","--"
"2005","Unintentional","Females","Minnesota","--","2,579,546","--","--","--"
"2005","Unintentional","Females","Mississippi","--","1,497,962","--","--","--"
"2005","Unintentional","Females","Missouri","--","2,962,870","--","--","--"
"2005","Unintentional","Females","Montana","--","469,780","--","--","--"
"2005","Unintentional","Females","Nevada","--","1,198,846","--","--","--"
"2005","Unintentional","Females","New Jersey","--","4,443,545","--","--","--"
"2005","Unintentional","Females","New York","--","9,887,467","--","--","--"
"2005","Unintentional","Females","North Carolina","--","4,457,189","--","--","--"
"2005","Unintentional","Females","Ohio","--","5,876,703","--","--","--"
"2005","Unintentional","Females","Oklahoma","--","1,796,475","--","--","--"
"2005","Unintentional","Females","Oregon","--","1,823,447","--","--","--"
"2005","Unintentional","Females","Pennsylvania","--","6,405,053","--","--","--"
"2005","Unintentional","Females","Rhode Island","0**","552,832","0.00**","0.00**","--"
"2005","Unintentional","Females","South Carolina","--","2,192,345","--","--","--"
"2005","Unintentional","Females","South Dakota","0**","389,021","0.00**","0.00**","--"
"2005","Unintentional","Females","Tennessee","--","3,068,439","--","--","--"
"2005","Unintentional","Females","Texas","--","11,470,439","--","--","--"
"2005","Unintentional","Females","Virginia","--","3,863,646","--","--","--"
"2005","Unintentional","Females","West Virginia","--","927,690","--","--","--"
"2005","Unintentional","Females","Wisconsin","--","2,797,061","--","--","--"
"2005","Unintentional","Females","Wyoming","--","253,726","--","--","--"
"2005","Homicide","Males","Alabama","268","2,213,382","12.11","12.18","8,593"
"2005","Homicide","Males","Alaska","21","345,930","6.07","5.45","722"
"2005","Homicide","Males","Arizona","337","2,908,266","11.59","11.21","11,857"
"2005","Homicide","Males","Arkansas","121","1,362,802","8.88","8.71","4,001"
"2005","Homicide","Males","California","1,700","17,831,713","9.53","8.84","62,613"
"2005","Homicide","Males","Colorado","91","2,323,650","3.92","3.66","3,312"
"2005","Homicide","Males","Connecticut","58","1,704,888","3.40","3.59","2,108"
"2005","Homicide","Males","Delaware","28","409,923","6.83","6.68","976"
"2005","Homicide","Males","District of Columbia","132","267,523","49.34","41.90","4,965"
"2005","Homicide","Males","Florida","527","8,724,088","6.04","6.21","18,036"
"2005","Homicide","Males","Georgia","358","4,370,659","8.19","7.87","11,906"
"2005","Homicide","Males","Hawaii","--","647,916","--","--","--"
"2005","Homicide","Males","Idaho","22","716,258","3.07","3.00","783"
"2005","Homicide","Males","Illinois","507","6,186,072","8.20","7.83","18,937"
"2005","Homicide","Males","Indiana","210","3,087,135","6.80","6.55","7,130"
"2005","Homicide","Males","Iowa","15**","1,461,435","1.03**","1.03**","584"
"2005","Homicide","Males","Kansas","50","1,357,341","3.68","3.58","1,626"
"2005","Homicide","Males","Kentucky","115","2,053,084","5.60","5.47","3,693"
"2005","Homicide","Males","Louisiana","395","2,227,187","17.74","16.74","14,151"
"2005","Homicide","Males","Maine","--","644,683","--","--","--"
"2005","Homicide","Males","Maryland","383","2,700,618","14.18","14.05","14,145"
"2005","Homicide","Males","Massachusetts","98","3,094,280","3.17","3.11","3,725"
"2005","Homicide","Males","Michigan","436","4,936,817","8.83","8.93","15,164"
"2005","Homicide","Males","Minnesota","68","2,540,052","2.68","2.58","2,223"
"2005","Homicide","Males","Mississippi","134","1,407,981","9.52","9.64","4,062"
"2005","Homicide","Males","Missouri","257","2,827,430","9.09","9.06","8,806"
"2005","Homicide","Males","Montana","13**","470,322","2.76**","2.47**","370"
"2005","Homicide","Males","Nebraska","24","872,029","2.75","2.66","918"
"2005","Homicide","Males","Nevada","93","1,233,297","7.54","7.43","3,248"
"2005","Homicide","Males","New Hampshire","--","640,560","--","--","--"
"2005","Homicide","Males","New Jersey","259","4,208,429","6.15","6.29","9,355"
"2005","Homicide","Males","New Mexico","63","953,754","6.61","6.53","2,084"
"2005","Homicide","Males","New York","453","9,245,143","4.90","4.74","16,123"
"2005","Homicide","Males","North Carolina","375","4,248,218","8.83","8.63","12,601"
"2005","Homicide","Males","North Dakota","--","324,546","--","--","--"
"2005","Homicide","Males","Ohio","342","5,586,617","6.12","6.17","11,792"
"2005","Homicide","Males","Oklahoma","107","1,752,122","6.11","6.06","3,578"
"2005","Homicide","Males","Oregon","37","1,789,755","2.07","2.00","1,114"
"2005","Homicide","Males","Pennsylvania","467","6,044,937","7.73","7.92","17,048"
"2005","Homicide","Males","Rhode Island","16**","515,084","3.11**","3.13**","616"
"2005","Homicide","Males","South Carolina","194","2,077,805","9.34","9.21","6,111"
"2005","Homicide","Males","South Dakota","--","386,472","--","--","--"
"2005","Homicide","Males","Tennessee","312","2,922,618","10.68","10.52","9,851"
"2005","Homicide","Males","Texas","834","11,307,684","7.38","6.96","28,601"
"2005","Homicide","Males","Utah","22","1,232,978","1.78","1.72","753"
"2005","Homicide","Males","Vermont","--","305,793","--","--","--"
"2005","Homicide","Males","Virginia","296","3,713,459","7.97","7.62","10,550"
"2005","Homicide","Males","Washington","109","3,111,909","3.50","3.35","3,576"
"2005","Homicide","Males","West Virginia","42","892,802","4.70","4.88","1,352"
"2005","Homicide","Males","Wisconsin","138","2,749,105","5.02","4.91","4,934"
"2005","Homicide","Males","Wyoming","--","260,431","--","--","--"
"2005","Homicide","Females","Alabama","51","2,356,423","2.16","2.26","1,610"
"2005","Homicide","Females","Alaska","--","320,905","--","--","--"
"2005","Homicide","Females","Arizona","40","2,930,811","1.37","1.42","1,248"
"2005","Homicide","Females","Arkansas","33","1,418,295","2.33","2.35","979"
"2005","Homicide","Females","California","178","17,996,230","0.99","0.98","5,424"
"2005","Homicide","Females","Colorado","24","2,308,238","1.04","1.05","669"
"2005","Homicide","Females","Connecticut","--","1,802,068","--","--","--"
"2005","Homicide","Females","Delaware","--","435,227","--","--","--"
"2005","Homicide","Females","District of Columbia","10**","299,613","3.34**","3.08**","363"
"2005","Homicide","Females","Florida","104","9,117,950","1.14","1.22","3,149"
"2005","Homicide","Females","Georgia","81","4,555,263","1.78","1.77","2,203"
"2005","Homicide","Females","Hawaii","0**","644,813","0.00**","0.00**","--"
"2005","Homicide","Females","Idaho","--","711,983","--","--","--"
"2005","Homicide","Females","Illinois","62","6,423,831","0.97","0.98","1,806"
"2005","Homicide","Females","Indiana","47","3,191,481","1.47","1.51","1,495"
"2005","Homicide","Females","Iowa","--","1,503,019","--","--","--"
"2005","Homicide","Females","Kansas","11**","1,387,958","0.79**","0.87**","369"
"2005","Homicide","Females","Kentucky","37","2,129,658","1.74","1.79","984"
"2005","Homicide","Females","Louisiana","62","2,349,441","2.64","2.69","1,874"
"2005","Homicide","Females","Maine","--","674,104","--","--","--"
"2005","Homicide","Females","Maryland","39","2,891,761","1.35","1.36","1,173"
"2005","Homicide","Females","Massachusetts","10**","3,309,010","0.30**","0.32**","302"
"2005","Homicide","Females","Michigan","55","5,114,320","1.08","1.12","1,380"
"2005","Homicide","Females","Minnesota","20**","2,579,546","0.78**","0.79**","537"
"2005","Homicide","Females","Mississippi","41","1,497,962","2.74","2.94","1,161"
"2005","Homicide","Females","Missouri","36","2,962,870","1.22","1.23","986"
"2005","Homicide","Females","Montana","--","469,780","--","--","--"
"2005","Homicide","Females","Nebraska","--","889,468","--","--","--"
"2005","Homicide","Females","Nevada","22","1,198,846","1.84","1.84","739"
"2005","Homicide","Females","New Hampshire","--","657,932","--","--","--"
"2005","Homicide","Females","New Jersey","29","4,443,545","0.65","0.68","861"
"2005","Homicide","Females","New Mexico","14**","978,520","1.43**","1.47**","411"
"2005","Homicide","Females","New York","62","9,887,467","0.63","0.63","1,891"
"2005","Homicide","Females","North Carolina","76","4,457,189","1.71","1.71","1,937"
"2005","Homicide","Females","North Dakota","--","321,543","--","--","--"
"2005","Homicide","Females","Ohio","66","5,876,703","1.12","1.16","2,079"
"2005","Homicide","Females","Oklahoma","29","1,796,475","1.61","1.67","994"
"2005","Homicide","Females","Oregon","17**","1,823,447","0.93**","0.90**","367"
"2005","Homicide","Females","Pennsylvania","68","6,405,053","1.06","1.08","1,918"
"2005","Homicide","Females","Rhode Island","--","552,832","--","--","--"
"2005","Homicide","Females","South Carolina","41","2,192,345","1.87","1.93","1,085"
"2005","Homicide","Females","South Dakota","--","389,021","--","--","--"
"2005","Homicide","Females","Tennessee","59","3,068,439","1.92","1.96","1,855"
"2005","Homicide","Females","Texas","175","11,470,439","1.53","1.54","5,222"
"2005","Homicide","Females","Utah","11**","1,224,741","0.90**","0.83**","324"
"2005","Homicide","Females","Vermont","--","315,422","--","--","--"
"2005","Homicide","Females","Virginia","57","3,863,646","1.48","1.47","1,599"
"2005","Homicide","Females","Washington","32","3,145,396","1.02","1.00","931"
"2005","Homicide","Females","West Virginia","15**","927,690","1.62**","1.73**","386"
"2005","Homicide","Females","Wisconsin","21","2,797,061","0.75","0.78","611"
"2005","Homicide","Females","Wyoming","--","253,726","--","--","--"
"2005","Legal Intervention","Males","Alabama","--","2,213,382","--","--","--"
"2005","Legal Intervention","Males","Arizona","--","2,908,266","--","--","--"
"2005","Legal Intervention","Males","Arkansas","--","1,362,802","--","--","--"
"2005","Legal Intervention","Males","California","83","17,831,713","0.47","0.44","2,763"
"2005","Legal Intervention","Males","Colorado","--","2,323,650","--","--","--"
"2005","Legal Intervention","Males","District of Columbia","--","267,523","--","--","--"
"2005","Legal Intervention","Males","Florida","13**","8,724,088","0.15**","0.16**","346"
"2005","Legal Intervention","Males","Georgia","--","4,370,659","--","--","--"
"2005","Legal Intervention","Males","Hawaii","0**","647,916","0.00**","0.00**","--"
"2005","Legal Intervention","Males","Idaho","--","716,258","--","--","--"
"2005","Legal Intervention","Males","Illinois","--","6,186,072","--","--","--"
"2005","Legal Intervention","Males","Indiana","--","3,087,135","--","--","--"
"2005","Legal Intervention","Males","Iowa","--","1,461,435","--","--","--"
"2005","Legal Intervention","Males","Kansas","--","1,357,341","--","--","--"
"2005","Legal Intervention","Males","Kentucky","--","2,053,084","--","--","--"
"2005","Legal Intervention","Males","Louisiana","--","2,227,187","--","--","--"
"2005","Legal Intervention","Males","Maryland","10**","2,700,618","0.37**","0.37**","289"
"2005","Legal Intervention","Males","Massachusetts","--","3,094,280","--","--","--"
"2005","Legal Intervention","Males","Michigan","10**","4,936,817","0.20**","0.20**","252"
"2005","Legal Intervention","Males","Minnesota","--","2,540,052","--","--","--"
"2005","Legal Intervention","Males","Mississippi","--","1,407,981","--","--","--"
"2005","Legal Intervention","Males","Missouri","--","2,827,430","--","--","--"
"2005","Legal Intervention","Males","Montana","--","470,322","--","--","--"
"2005","Legal Intervention","Males","Nebraska","--","872,029","--","--","--"
"2005","Legal Intervention","Males","Nevada","--","1,233,297","--","--","--"
"2005","Legal Intervention","Males","New Hampshire","0**","640,560","0.00**","0.00**","--"
"2005","Legal Intervention","Males","New Jersey","--","4,208,429","--","--","--"
"2005","Legal Intervention","Males","New Mexico","--","953,754","--","--","--"
"2005","Legal Intervention","Males","New York","--","9,245,143","--","--","--"
"2005","Legal Intervention","Males","North Carolina","--","4,248,218","--","--","--"
"2005","Legal Intervention","Males","Ohio","11**","5,586,617","0.20**","0.20**","306"
"2005","Legal Intervention","Males","Oklahoma","10**","1,752,122","0.57**","0.54**","304"
"2005","Legal Intervention","Males","Oregon","16**","1,789,755","0.89**","0.94**","482"
"2005","Legal Intervention","Males","Pennsylvania","--","6,044,937","--","--","--"
"2005","Legal Intervention","Males","South Carolina","--","2,077,805","--","--","--"
"2005","Legal Intervention","Males","Tennessee","--","2,922,618","--","--","--"
"2005","Legal Intervention","Males","Texas","23","11,307,684","0.20","0.20","742"
"2005","Legal Intervention","Males","Utah","--","1,232,978","--","--","--"
"2005","Legal Intervention","Males","Vermont","--","305,793","--","--","--"
"2005","Legal Intervention","Males","Virginia","--","3,713,459","--","--","--"
"2005","Legal Intervention","Males","Washington","12**","3,111,909","0.39**","0.37**","314"
"2005","Legal Intervention","Males","West Virginia","--","892,802","--","--","--"
"2005","Legal Intervention","Males","Wisconsin","--","2,749,105","--","--","--"
"2005","Legal Intervention","Females","California","--","17,996,230","--","--","--"
"2005","Legal Intervention","Females","Colorado","--","2,308,238","--","--","--"
"2005","Legal Intervention","Females","Connecticut","0**","1,802,068","0.00**","0.00**","--"
"2005","Legal Intervention","Females","Delaware","0**","435,227","0.00**","0.00**","--"
"2005","Legal Intervention","Females","District of Columbia","0**","299,613","0.00**","0.00**","--"
"2005","Legal Intervention","Females","Florida","--","9,117,950","--","--","--"
"2005","Legal Intervention","Females","Georgia","--","4,555,263","--","--","--"
"2005","Legal Intervention","Females","Indiana","--","3,191,481","--","--","--"
"2005","Legal Intervention","Females","New Mexico","--","978,520","--","--","--"
"2005","Legal Intervention","Females","New York","--","9,887,467","--","--","--"
"2005","Legal Intervention","Females","Texas","--","11,470,439","--","--","--"
"2005","Suicide","Males","Alabama","307","2,213,382","13.87","14.19","5,178"
"2005","Suicide","Males","Alaska","72","345,930","20.81","22.54","1,880"
"2005","Suicide","Males","Arizona","451","2,908,266","15.51","16.03","8,539"
"2005","Suicide","Males","Arkansas","212","1,362,802","15.56","15.78","4,288"
"2005","Suicide","Males","California","1,172","17,831,713","6.57","7.28","18,793"
"2005","Suicide","Males","Colorado","349","2,323,650","15.02","15.96","6,891"
"2005","Suicide","Males","Connecticut","103","1,704,888","6.04","5.94","1,703"
"2005","Suicide","Males","Delaware","39","409,923","9.51","9.59","826"
"2005","Suicide","Males","District of Columbia","10**","267,523","3.74**","3.62**","235"
"2005","Suicide","Males","Florida","981","8,724,088","11.25","10.56","14,501"
"2005","Suicide","Males","Georgia","501","4,370,659","11.46","13.01","8,936"
"2005","Suicide","Males","Hawaii","17**","647,916","2.62**","2.53**","384"
"2005","Suicide","Males","Idaho","145","716,258","20.24","21.76","2,755"
"2005","Suicide","Males","Illinois","375","6,186,072","6.06","6.34","6,310"
"2005","Suicide","Males","Indiana","381","3,087,135","12.34","12.74","7,103"
"2005","Suicide","Males","Iowa","152","1,461,435","10.40","10.43","3,068"
"2005","Suicide","Males","Kansas","174","1,357,341","12.82","12.98","3,213"
"2005","Suicide","Males","Kentucky","314","2,053,084","15.29","15.47","5,983"
"2005","Suicide","Males","Louisiana","288","2,227,187","12.93","13.40","6,600"
"2005","Suicide","Males","Maine","94","644,683","14.58","14.49","1,418"
"2005","Suicide","Males","Maryland","205","2,700,618","7.59","8.03","3,908"
"2005","Suicide","Males","Massachusetts","99","3,094,280","3.20","3.23","1,335"
"2005","Suicide","Males","Michigan","490","4,936,817","9.93","10.22","9,054"
"2005","Suicide","Males","Minnesota","229","2,540,052","9.02","9.01","4,961"
"2005","Suicide","Males","Mississippi","213","1,407,981","15.13","15.81","4,162"
"2005","Suicide","Males","Missouri","379","2,827,430","13.40","13.45","6,932"
"2005","Suicide","Males","Montana","120","470,322","25.51","25.69","2,452"
"2005","Suicide","Males","Nebraska","89","872,029","10.21","10.28","1,946"
"2005","Suicide","Males","Nevada","232","1,233,297","18.81","19.66","3,958"
"2005","Suicide","Males","New Hampshire","72","640,560","11.24","11.51","1,049"
"2005","Suicide","Males","New Jersey","127","4,208,429","3.02","3.09","2,106"
"2005","Suicide","Males","New Mexico","159","953,754","16.67","17.58","2,911"
"2005","Suicide","Males","New York","425","9,245,143","4.60","4.56","7,849"
"2005","Suicide","Males","North Carolina","548","4,248,218","12.90","13.34","9,993"
"2005","Suicide","Males","North Dakota","54","324,546","16.64","15.65","1,335"
"2005","Suicide","Males","Ohio","602","5,586,617","10.78","10.83","10,602"
"2005","Suicide","Males","Oklahoma","258","1,752,122","14.73","14.95","5,087"
"2005","Suicide","Males","Oregon","287","1,789,755","16.04","15.90","4,724"
"2005","Suicide","Males","Pennsylvania","698","6,044,937","11.55","11.25","12,004"
"2005","Suicide","Males","Rhode Island","17**","515,084","3.30**","3.17**","366"
"2005","Suicide","Males","South Carolina","266","2,077,805","12.80","13.09","5,553"
"2005","Suicide","Males","South Dakota","69","386,472","17.85","17.61","1,445"
"2005","Suicide","Males","Tennessee","469","2,922,618","16.05","16.36","8,010"
"2005","Suicide","Males","Texas","1,177","11,307,684","10.41","11.63","23,240"
"2005","Suicide","Males","Utah","175","1,232,978","14.19","15.95","4,029"
"2005","Suicide","Males","Vermont","31","305,793","10.14","10.27","549"
"2005","Suicide","Males","Virginia","445","3,713,459","11.98","12.35","8,022"
"2005","Suicide","Males","Washington","361","3,111,909","11.60","11.63","6,924"
"2005","Suicide","Males","West Virginia","162","892,802","18.15","17.35","2,722"
"2005","Suicide","Males","Wisconsin","279","2,749,105","10.15","10.17","5,815"
"2005","Suicide","Males","Wyoming","42","260,431","16.13","17.02","709"
"2005","Suicide","Females","Alabama","62","2,356,423","2.63","2.59","1,276"
"2005","Suicide","Females","Alaska","15**","320,905","4.67**","4.52**","462"
"2005","Suicide","Females","Arizona","63","2,930,811","2.15","2.22","1,410"
"2005","Suicide","Females","Arkansas","50","1,418,295","3.53","3.44","981"
"2005","Suicide","Females","California","157","17,996,230","0.87","0.88","2,481"
"2005","Suicide","Females","Colorado","47","2,308,238","2.04","1.92","806"
"2005","Suicide","Females","Connecticut","--","1,802,068","--","--","--"
"2005","Suicide","Females","Delaware","--","435,227","--","--","--"
"2005","Suicide","Females","District of Columbia","0**","299,613","0.00**","0.00**","--"
"2005","Suicide","Females","Florida","182","9,117,950","2.00","1.88","3,148"
"2005","Suicide","Females","Georgia","89","4,555,263","1.95","1.90","1,686"
"2005","Suicide","Females","Hawaii","--","644,813","--","--","--"
"2005","Suicide","Females","Idaho","15**","711,983","2.11**","2.02**","284"
"2005","Suicide","Females","Illinois","49","6,423,831","0.76","0.74","642"
"2005","Suicide","Females","Indiana","35","3,191,481","1.10","1.11","794"
"2005","Suicide","Females","Iowa","18**","1,503,019","1.20**","1.14**","388"
"2005","Suicide","Females","Kansas","14**","1,387,958","1.01**","1.04**","266"
"2005","Suicide","Females","Kentucky","59","2,129,658","2.77","2.75","1,266"
"2005","Suicide","Females","Louisiana","60","2,349,441","2.55","2.51","1,392"
"2005","Suicide","Females","Maine","--","674,104","--","--","--"
"2005","Suicide","Females","Maryland","15**","2,891,761","0.52**","0.49**","226"
"2005","Suicide","Females","Massachusetts","12**","3,309,010","0.36**","0.33**","150"
"2005","Suicide","Females","Michigan","64","5,114,320","1.25","1.24","1,370"
"2005","Suicide","Females","Minnesota","26","2,579,546","1.01","1.03","609"
"2005","Suicide","Females","Mississippi","38","1,497,962","2.54","2.61","908"
"2005","Suicide","Females","Missouri","48","2,962,870","1.62","1.59","898"
"2005","Suicide","Females","Montana","15**","469,780","3.19**","3.19**","288"
"2005","Suicide","Females","Nebraska","11**","889,468","1.24**","1.35**","239"
"2005","Suicide","Females","Nevada","30","1,198,846","2.50","2.50","543"
"2005","Suicide","Females","New Hampshire","--","657,932","--","--","--"
"2005","Suicide","Females","New Jersey","--","4,443,545","--","--","--"
"2005","Suicide","Females","New Mexico","19**","978,520","1.94**","1.94**","448"
"2005","Suicide","Females","New York","31","9,887,467","0.31","0.30","564"
"2005","Suicide","Females","North Carolina","84","4,457,189","1.89","1.86","1,840"
"2005","Suicide","Females","North Dakota","--","321,543","--","--","--"
