"Year","Intent","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2002","Homicide","75 to 79","Tennessee","--","145,742","--","--","--"
"2002","Homicide","75 to 79","Texas","--","435,031","--","--","--"
"2002","Homicide","75 to 79","Virginia","--","168,473","--","--","--"
"2002","Homicide","75 to 79","Washington","--","140,946","--","--","--"
"2002","Homicide","75 to 79","West Virginia","--","59,245","--","--","--"
"2002","Homicide","75 to 79","Wisconsin","--","147,535","--","--","--"
"2002","Homicide","75 to 79","Wyoming","--","11,907","--","--","--"
"2002","Homicide","80 to 84","Alabama","--","81,123","--","--","--"
"2002","Homicide","80 to 84","Arizona","--","100,369","--","--","--"
"2002","Homicide","80 to 84","Arkansas","--","54,113","--","--","--"
"2002","Homicide","80 to 84","California","--","554,814","--","--","--"
"2002","Homicide","80 to 84","Colorado","--","61,754","--","--","--"
"2002","Homicide","80 to 84","Florida","--","436,243","--","--","--"
"2002","Homicide","80 to 84","Illinois","--","228,489","--","--","--"
"2002","Homicide","80 to 84","Iowa","--","69,947","--","--","--"
"2002","Homicide","80 to 84","Louisiana","--","73,494","--","--","--"
"2002","Homicide","80 to 84","Maryland","--","90,647","--","--","--"
