"Year","Intent","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2021","Homicide","15 to 19","Massachusetts","--","456,382","--","--","--"
"2021","Homicide","15 to 19","Michigan","74","637,774","11.60","--","3,510"
"2021","Homicide","15 to 19","Minnesota","17**","372,650","4.56**","--","805"
"2021","Homicide","15 to 19","Mississippi","61","206,070","29.60","--","2,897"
"2021","Homicide","15 to 19","Missouri","70","401,019","17.46","--","3,330"
"2021","Homicide","15 to 19","Montana","--","67,802","--","--","--"
"2021","Homicide","15 to 19","Nebraska","--","136,669","--","--","--"
"2021","Homicide","15 to 19","Nevada","17**","190,140","8.94**","--","802"
"2021","Homicide","15 to 19","New Jersey","34","582,352","5.84","--","1,616"
"2021","Homicide","15 to 19","New Mexico","19**","143,445","13.25**","--","902"
"2021","Homicide","15 to 19","New York","65","1,220,023","5.33","--","3,093"
"2021","Homicide","15 to 19","North Carolina","119","703,310","16.92","--","5,659"
"2021","Homicide","15 to 19","North Dakota","--","53,060","--","--","--"
"2021","Homicide","15 to 19","Ohio","117","750,283","15.59","--","5,529"
"2021","Homicide","15 to 19","Oklahoma","25","275,282","9.08","--","1,192"
"2021","Homicide","15 to 19","Oregon","16**","252,431","6.34**","--","760"
"2021","Homicide","15 to 19","Pennsylvania","109","842,691","12.94","--","5,197"
"2021","Homicide","15 to 19","Rhode Island","--","73,363","--","--","--"
"2021","Homicide","15 to 19","South Carolina","69","335,971","20.54","--","3,276"
"2021","Homicide","15 to 19","South Dakota","--","60,139","--","--","--"
"2021","Homicide","15 to 19","Tennessee","81","437,215","18.53","--","3,867"
"2021","Homicide","15 to 19","Texas","285","2,134,986","13.35","--","13,532"
"2021","Homicide","15 to 19","Utah","10**","272,090","3.68**","--","471"
"2021","Homicide","15 to 19","Vermont","--","42,048","--","--","--"
"2021","Homicide","15 to 19","Virginia","77","559,636","13.76","--","3,646"
"2021","Homicide","15 to 19","Washington","27","450,687","5.99","--","1,281"
"2021","Homicide","15 to 19","West Virginia","--","108,801","--","--","--"
"2021","Homicide","15 to 19","Wisconsin","47","379,211","12.39","--","2,225"
"2021","Homicide","20 to 24","Alabama","124","351,850","35.24","--","5,317"
"2021","Homicide","20 to 24","Alaska","--","52,408","--","--","--"
"2021","Homicide","20 to 24","Arizona","62","512,440","12.10","--","2,673"
"2021","Homicide","20 to 24","Arkansas","56","210,058","26.66","--","2,426"
"2021","Homicide","20 to 24","California","296","2,632,403","11.24","--","12,702"
"2021","Homicide","20 to 24","Colorado","44","395,835","11.12","--","1,901"
"2021","Homicide","20 to 24","Connecticut","23","245,583","9.37","--","992"
"2021","Homicide","20 to 24","Delaware","18**","60,515","29.75**","--","779"
"2021","Homicide","20 to 24","District of Columbia","28","47,082","59.47","--","1,207"
"2021","Homicide","20 to 24","Florida","196","1,325,054","14.79","--","8,437"
"2021","Homicide","20 to 24","Georgia","181","756,839","23.92","--","7,791"
"2021","Homicide","20 to 24","Hawaii","--","91,941","--","--","--"
"2021","Homicide","20 to 24","Idaho","--","131,213","--","--","--"
"2021","Homicide","20 to 24","Illinois","236","850,721","27.74","--","10,143"
"2021","Homicide","20 to 24","Indiana","103","492,114","20.93","--","4,429"
"2021","Homicide","20 to 24","Iowa","--","235,653","--","--","--"
"2021","Homicide","20 to 24","Kansas","22","222,881","9.87","--","951"
"2021","Homicide","20 to 24","Kentucky","53","307,133","17.26","--","2,281"
"2021","Homicide","20 to 24","Louisiana","144","316,834","45.45","--","6,233"
"2021","Homicide","20 to 24","Maryland","118","385,462","30.61","--","5,082"
"2021","Homicide","20 to 24","Massachusetts","20**","493,632","4.05**","--","870"
"2021","Homicide","20 to 24","Michigan","125","696,771","17.94","--","5,380"
"2021","Homicide","20 to 24","Minnesota","31","368,992","8.40","--","1,338"
"2021","Homicide","20 to 24","Mississippi","117","209,948","55.73","--","5,023"
"2021","Homicide","20 to 24","Missouri","81","421,973","19.20","--","3,485"
"2021","Homicide","20 to 24","Montana","--","76,924","--","--","--"
"2021","Homicide","20 to 24","Nebraska","11**","140,967","7.80**","--","474"
"2021","Homicide","20 to 24","Nevada","23","193,441","11.89","--","986"
"2021","Homicide","20 to 24","New Hampshire","--","87,754","--","--","--"
"2021","Homicide","20 to 24","New Jersey","45","578,795","7.78","--","1,934"
"2021","Homicide","20 to 24","New Mexico","35","148,358","23.59","--","1,503"
"2021","Homicide","20 to 24","New York","108","1,309,312","8.25","--","4,626"
"2021","Homicide","20 to 24","North Carolina","141","734,847","19.19","--","6,097"
"2021","Homicide","20 to 24","Ohio","138","772,521","17.86","--","5,941"
"2021","Homicide","20 to 24","Oklahoma","38","292,690","12.98","--","1,643"
"2021","Homicide","20 to 24","Oregon","16**","273,252","5.86**","--","682"
"2021","Homicide","20 to 24","Pennsylvania","160","842,870","18.98","--","6,900"
"2021","Homicide","20 to 24","Rhode Island","--","78,535","--","--","--"
"2021","Homicide","20 to 24","South Carolina","103","346,646","29.71","--","4,420"
"2021","Homicide","20 to 24","South Dakota","--","61,614","--","--","--"
"2021","Homicide","20 to 24","Tennessee","124","467,989","26.50","--","5,345"
"2021","Homicide","20 to 24","Texas","333","2,138,404","15.57","--","14,357"
"2021","Homicide","20 to 24","Utah","12**","291,471","4.12**","--","521"
"2021","Homicide","20 to 24","Virginia","92","592,539","15.53","--","3,958"
"2021","Homicide","20 to 24","Washington","38","494,970","7.68","--","1,632"
"2021","Homicide","20 to 24","West Virginia","10**","115,927","8.63**","--","431"
"2021","Homicide","20 to 24","Wisconsin","53","405,602","13.07","--","2,279"
"2021","Homicide","25 to 29","Alabama","111","324,479","34.21","--","4,212"
"2021","Homicide","25 to 29","Alaska","--","55,814","--","--","--"
"2021","Homicide","25 to 29","Arizona","67","502,509","13.33","--","2,536"
"2021","Homicide","25 to 29","Arkansas","34","195,301","17.41","--","1,293"
"2021","Homicide","25 to 29","California","333","2,829,116","11.77","--","12,628"
"2021","Homicide","25 to 29","Colorado","28","443,443","6.31","--","1,068"
"2021","Homicide","25 to 29","Connecticut","25","225,985","11.06","--","946"
"2021","Homicide","25 to 29","Delaware","10**","61,409","16.28**","--","377"
"2021","Homicide","25 to 29","District of Columbia","43","69,876","61.54","--","1,626"
"2021","Homicide","25 to 29","Florida","203","1,333,194","15.23","--","7,722"
"2021","Homicide","25 to 29","Georgia","166","739,250","22.46","--","6,264"
"2021","Homicide","25 to 29","Hawaii","--","94,668","--","--","--"
"2021","Homicide","25 to 29","Idaho","--","122,797","--","--","--"
"2021","Homicide","25 to 29","Illinois","279","853,781","32.68","--","10,595"
"2021","Homicide","25 to 29","Indiana","78","449,791","17.34","--","2,958"
"2021","Homicide","25 to 29","Iowa","--","201,155","--","--","--"
"2021","Homicide","25 to 29","Kansas","16**","191,250","8.37**","--","617"
"2021","Homicide","25 to 29","Kentucky","73","295,640","24.69","--","2,761"
"2021","Homicide","25 to 29","Louisiana","141","303,431","46.47","--","5,364"
"2021","Homicide","25 to 29","Maine","--","80,529","--","--","--"
"2021","Homicide","25 to 29","Maryland","104","394,542","26.36","--","3,953"
"2021","Homicide","25 to 29","Massachusetts","19**","486,557","3.91**","--","720"
"2021","Homicide","25 to 29","Michigan","126","662,514","19.02","--","4,787"
"2021","Homicide","25 to 29","Minnesota","23","367,182","6.26","--","866"
"2021","Homicide","25 to 29","Mississippi","84","189,982","44.22","--","3,188"
"2021","Homicide","25 to 29","Missouri","100","404,514","24.72","--","3,774"
"2021","Homicide","25 to 29","Montana","--","71,824","--","--","--"
"2021","Homicide","25 to 29","Nebraska","--","127,891","--","--","--"
"2021","Homicide","25 to 29","Nevada","37","220,223","16.80","--","1,406"
"2021","Homicide","25 to 29","New Hampshire","--","87,294","--","--","--"
"2021","Homicide","25 to 29","New Jersey","58","583,286","9.94","--","2,213"
"2021","Homicide","25 to 29","New Mexico","37","139,161","26.59","--","1,385"
"2021","Homicide","25 to 29","New York","141","1,381,842","10.20","--","5,344"
"2021","Homicide","25 to 29","North Carolina","144","702,270","20.51","--","5,478"
"2021","Homicide","25 to 29","North Dakota","--","55,513","--","--","--"
"2021","Homicide","25 to 29","Ohio","156","770,004","20.26","--","5,912"
"2021","Homicide","25 to 29","Oklahoma","30","267,516","11.21","--","1,136"
"2021","Homicide","25 to 29","Oregon","23","288,111","7.98","--","872"
"2021","Homicide","25 to 29","Pennsylvania","179","823,340","21.74","--","6,793"
"2021","Homicide","25 to 29","Rhode Island","--","73,906","--","--","--"
"2021","Homicide","25 to 29","South Carolina","107","328,313","32.59","--","4,058"
"2021","Homicide","25 to 29","Tennessee","102","479,996","21.25","--","3,898"
"2021","Homicide","25 to 29","Texas","302","2,108,033","14.33","--","11,473"
"2021","Homicide","25 to 29","Utah","10**","254,166","3.93**","--","384"
"2021","Homicide","25 to 29","Vermont","--","38,660","--","--","--"
"2021","Homicide","25 to 29","Virginia","65","580,585","11.20","--","2,468"
"2021","Homicide","25 to 29","Washington","41","564,462","7.26","--","1,549"
"2021","Homicide","25 to 29","West Virginia","10**","106,350","9.40**","--","381"
"2021","Homicide","25 to 29","Wisconsin","47","371,018","12.67","--","1,778"
"2021","Homicide","30 to 34","Alabama","90","330,321","27.25","--","2,982"
"2021","Homicide","30 to 34","Alaska","--","58,028","--","--","--"
"2021","Homicide","30 to 34","Arizona","65","496,440","13.09","--","2,156"
"2021","Homicide","30 to 34","Arkansas","32","198,364","16.13","--","1,066"
"2021","Homicide","30 to 34","California","295","2,990,687","9.86","--","9,807"
"2021","Homicide","30 to 34","Colorado","38","462,105","8.22","--","1,245"
"2021","Homicide","30 to 34","Connecticut","16**","227,500","7.03**","--","528"
"2021","Homicide","30 to 34","Delaware","11**","66,904","16.44**","--","363"
"2021","Homicide","30 to 34","District of Columbia","30","75,382","39.80","--","1,006"
"2021","Homicide","30 to 34","Florida","171","1,426,903","11.98","--","5,690"
"2021","Homicide","30 to 34","Georgia","145","749,778","19.34","--","4,851"
"2021","Homicide","30 to 34","Hawaii","--","100,069","--","--","--"
"2021","Homicide","30 to 34","Idaho","--","123,714","--","--","--"
"2021","Homicide","30 to 34","Illinois","209","862,713","24.23","--","6,963"
"2021","Homicide","30 to 34","Indiana","69","441,751","15.62","--","2,277"
"2021","Homicide","30 to 34","Iowa","--","195,043","--","--","--"
"2021","Homicide","30 to 34","Kansas","14**","186,229","7.52**","--","463"
"2021","Homicide","30 to 34","Kentucky","44","293,478","14.99","--","1,448"
"2021","Homicide","30 to 34","Louisiana","109","320,284","34.03","--","3,608"
"2021","Homicide","30 to 34","Maine","--","86,047","--","--","--"
"2021","Homicide","30 to 34","Maryland","101","427,194","23.64","--","3,330"
"2021","Homicide","30 to 34","Massachusetts","22","495,442","4.44","--","728"
"2021","Homicide","30 to 34","Michigan","108","653,267","16.53","--","3,583"
"2021","Homicide","30 to 34","Minnesota","24","379,737","6.32","--","799"
"2021","Homicide","30 to 34","Mississippi","73","188,468","38.73","--","2,405"
"2021","Homicide","30 to 34","Missouri","105","408,084","25.73","--","3,483"
"2021","Homicide","30 to 34","Montana","--","71,439","--","--","--"
"2021","Homicide","30 to 34","Nebraska","--","125,050","--","--","--"
"2021","Homicide","30 to 34","Nevada","37","234,174","15.80","--","1,237"
"2021","Homicide","30 to 34","New Hampshire","--","90,574","--","--","--"
"2021","Homicide","30 to 34","New Jersey","45","607,109","7.41","--","1,499"
"2021","Homicide","30 to 34","New Mexico","39","140,534","27.75","--","1,286"
"2021","Homicide","30 to 34","New York","104","1,430,038","7.27","--","3,477"
"2021","Homicide","30 to 34","North Carolina","130","711,874","18.26","--","4,296"
"2021","Homicide","30 to 34","North Dakota","--","55,211","--","--","--"
"2021","Homicide","30 to 34","Ohio","128","781,526","16.38","--","4,246"
"2021","Homicide","30 to 34","Oklahoma","34","269,453","12.62","--","1,129"
"2021","Homicide","30 to 34","Oregon","27","308,628","8.75","--","896"
"2021","Homicide","30 to 34","Pennsylvania","127","875,415","14.51","--","4,225"
"2021","Homicide","30 to 34","Rhode Island","--","78,614","--","--","--"
"2021","Homicide","30 to 34","South Carolina","75","343,050","21.86","--","2,495"
"2021","Homicide","30 to 34","South Dakota","--","56,776","--","--","--"
"2021","Homicide","30 to 34","Tennessee","109","479,141","22.75","--","3,606"
"2021","Homicide","30 to 34","Texas","256","2,150,659","11.90","--","8,436"
"2021","Homicide","30 to 34","Utah","--","233,278","--","--","--"
"2021","Homicide","30 to 34","Virginia","69","595,391","11.59","--","2,296"
"2021","Homicide","30 to 34","Washington","35","607,879","5.76","--","1,148"
"2021","Homicide","30 to 34","West Virginia","10**","106,818","9.36**","--","333"
"2021","Homicide","30 to 34","Wisconsin","39","361,261","10.80","--","1,299"
"2021","Homicide","30 to 34","Wyoming","--","38,001","--","--","--"
"2021","Homicide","35 to 39","Alabama","66","310,540","21.25","--","1,859"
"2021","Homicide","35 to 39","Alaska","--","55,157","--","--","--"
"2021","Homicide","35 to 39","Arizona","49","467,524","10.48","--","1,369"
"2021","Homicide","35 to 39","Arkansas","28","191,232","14.64","--","779"
"2021","Homicide","35 to 39","California","232","2,800,461","8.28","--","6,525"
"2021","Homicide","35 to 39","Colorado","32","439,830","7.28","--","918"
"2021","Homicide","35 to 39","Connecticut","13**","231,752","5.61**","--","358"
"2021","Homicide","35 to 39","Delaware","10**","62,223","16.07**","--","278"
"2021","Homicide","35 to 39","District of Columbia","18**","62,541","28.78**","--","499"
"2021","Homicide","35 to 39","Florida","129","1,377,403","9.37","--","3,629"
"2021","Homicide","35 to 39","Georgia","100","719,054","13.91","--","2,812"
"2021","Homicide","35 to 39","Hawaii","--","98,998","--","--","--"
"2021","Homicide","35 to 39","Idaho","--","124,680","--","--","--"
"2021","Homicide","35 to 39","Illinois","128","854,650","14.98","--","3,603"
"2021","Homicide","35 to 39","Indiana","46","431,131","10.67","--","1,296"
"2021","Homicide","35 to 39","Iowa","--","203,745","--","--","--"
"2021","Homicide","35 to 39","Kansas","17**","192,980","8.81**","--","481"
"2021","Homicide","35 to 39","Kentucky","40","279,086","14.33","--","1,143"
"2021","Homicide","35 to 39","Louisiana","70","313,494","22.33","--","1,968"
"2021","Homicide","35 to 39","Maryland","70","425,096","16.47","--","1,956"
"2021","Homicide","35 to 39","Massachusetts","14**","467,486","3.00**","--","390"
"2021","Homicide","35 to 39","Michigan","76","608,918","12.48","--","2,138"
"2021","Homicide","35 to 39","Minnesota","19**","396,538","4.79**","--","525"
"2021","Homicide","35 to 39","Mississippi","63","182,974","34.43","--","1,753"
"2021","Homicide","35 to 39","Missouri","73","401,716","18.17","--","2,037"
"2021","Homicide","35 to 39","Montana","--","71,893","--","--","--"
"2021","Homicide","35 to 39","Nebraska","--","131,876","--","--","--"
"2021","Homicide","35 to 39","Nevada","21","222,609","9.43","--","582"
"2021","Homicide","35 to 39","New Hampshire","--","86,950","--","--","--"
"2021","Homicide","35 to 39","New Jersey","33","613,805","5.38","--","943"
"2021","Homicide","35 to 39","New Mexico","31","139,365","22.24","--","865"
"2021","Homicide","35 to 39","New York","65","1,320,383","4.92","--","1,823"
"2021","Homicide","35 to 39","North Carolina","67","670,404","9.99","--","1,894"
"2021","Homicide","35 to 39","North Dakota","--","53,164","--","--","--"
"2021","Homicide","35 to 39","Ohio","94","739,019","12.72","--","2,620"
"2021","Homicide","35 to 39","Oklahoma","26","267,952","9.70","--","728"
"2021","Homicide","35 to 39","Oregon","16**","302,801","5.28**","--","447"
"2021","Homicide","35 to 39","Pennsylvania","78","827,272","9.43","--","2,188"
"2021","Homicide","35 to 39","Rhode Island","--","70,673","--","--","--"
"2021","Homicide","35 to 39","South Carolina","57","323,491","17.62","--","1,604"
"2021","Homicide","35 to 39","South Dakota","--","57,887","--","--","--"
"2021","Homicide","35 to 39","Tennessee","79","444,321","17.78","--","2,227"
"2021","Homicide","35 to 39","Texas","231","2,121,091","10.89","--","6,455"
"2021","Homicide","35 to 39","Utah","--","230,557","--","--","--"
"2021","Homicide","35 to 39","Vermont","--","39,590","--","--","--"
"2021","Homicide","35 to 39","Virginia","59","593,768","9.94","--","1,639"
"2021","Homicide","35 to 39","Washington","29","575,107","5.04","--","803"
"2021","Homicide","35 to 39","West Virginia","--","102,998","--","--","--"
"2021","Homicide","35 to 39","Wisconsin","34","376,834","9.02","--","957"
"2021","Homicide","35 to 39","Wyoming","--","39,716","--","--","--"
"2021","Homicide","40 to 44","Alabama","51","306,954","16.62","--","1,172"
"2021","Homicide","40 to 44","Alaska","--","46,592","--","--","--"
"2021","Homicide","40 to 44","Arizona","36","443,570","8.12","--","841"
"2021","Homicide","40 to 44","Arkansas","22","186,862","11.77","--","505"
"2021","Homicide","40 to 44","California","176","2,580,907","6.82","--","4,071"
"2021","Homicide","40 to 44","Colorado","25","395,441","6.32","--","570"
"2021","Homicide","40 to 44","Connecticut","--","220,639","--","--","--"
"2021","Homicide","40 to 44","Delaware","--","58,381","--","--","--"
"2021","Homicide","40 to 44","District of Columbia","15**","47,155","31.81**","--","340"
"2021","Homicide","40 to 44","Florida","80","1,326,677","6.03","--","1,860"
"2021","Homicide","40 to 44","Georgia","80","703,387","11.37","--","1,855"
"2021","Homicide","40 to 44","Hawaii","--","91,615","--","--","--"
"2021","Homicide","40 to 44","Idaho","--","121,646","--","--","--"
"2021","Homicide","40 to 44","Illinois","80","822,755","9.72","--","1,849"
"2021","Homicide","40 to 44","Indiana","38","424,102","8.96","--","879"
"2021","Homicide","40 to 44","Iowa","--","197,724","--","--","--"
"2021","Homicide","40 to 44","Kansas","16**","181,821","8.80**","--","372"
"2021","Homicide","40 to 44","Kentucky","23","282,628","8.14","--","532"
"2021","Homicide","40 to 44","Louisiana","55","291,979","18.84","--","1,290"
"2021","Homicide","40 to 44","Maine","--","80,563","--","--","--"
"2021","Homicide","40 to 44","Maryland","55","400,933","13.72","--","1,276"
"2021","Homicide","40 to 44","Massachusetts","--","426,999","--","--","--"
"2021","Homicide","40 to 44","Michigan","61","594,817","10.26","--","1,393"
"2021","Homicide","40 to 44","Minnesota","14**","367,877","3.81**","--","330"
"2021","Homicide","40 to 44","Mississippi","65","182,519","35.61","--","1,488"
"2021","Homicide","40 to 44","Missouri","54","380,454","14.19","--","1,253"
"2021","Homicide","40 to 44","Montana","--","68,242","--","--","--"
"2021","Homicide","40 to 44","Nebraska","--","123,110","--","--","--"
"2021","Homicide","40 to 44","Nevada","13**","206,816","6.29**","--","303"
"2021","Homicide","40 to 44","New Jersey","26","600,191","4.33","--","600"
"2021","Homicide","40 to 44","New Mexico","18**","127,587","14.11**","--","419"
"2021","Homicide","40 to 44","New York","53","1,225,040","4.33","--","1,217"
"2021","Homicide","40 to 44","North Carolina","64","659,553","9.70","--","1,470"
"2021","Homicide","40 to 44","North Dakota","--","45,957","--","--","--"
"2021","Homicide","40 to 44","Ohio","64","711,973","8.99","--","1,484"
"2021","Homicide","40 to 44","Oklahoma","24","249,276","9.63","--","548"
"2021","Homicide","40 to 44","Oregon","16**","288,045","5.56**","--","379"
"2021","Homicide","40 to 44","Pennsylvania","63","771,848","8.16","--","1,468"
"2021","Homicide","40 to 44","Rhode Island","--","64,978","--","--","--"
"2021","Homicide","40 to 44","South Carolina","39","313,799","12.43","--","893"
"2021","Homicide","40 to 44","South Dakota","--","53,718","--","--","--"
"2021","Homicide","40 to 44","Tennessee","62","433,540","14.30","--","1,433"
"2021","Homicide","40 to 44","Texas","146","1,989,111","7.34","--","3,399"
"2021","Homicide","40 to 44","Utah","--","232,414","--","--","--"
"2021","Homicide","40 to 44","Vermont","--","37,956","--","--","--"
"2021","Homicide","40 to 44","Virginia","36","562,624","6.40","--","838"
"2021","Homicide","40 to 44","Washington","17**","516,495","3.29**","--","397"
"2021","Homicide","40 to 44","West Virginia","11**","110,167","9.99**","--","259"
"2021","Homicide","40 to 44","Wisconsin","22","363,204","6.06","--","505"
"2021","Homicide","40 to 44","Wyoming","--","37,066","--","--","--"
"2021","Homicide","45 to 49","Alabama","38","300,011","12.67","--","681"
"2021","Homicide","45 to 49","Alaska","--","40,792","--","--","--"
"2021","Homicide","45 to 49","Arizona","22","417,650","5.27","--","403"
"2021","Homicide","45 to 49","Arkansas","17**","175,861","9.67**","--","301"
"2021","Homicide","45 to 49","California","92","2,426,526","3.79","--","1,671"
"2021","Homicide","45 to 49","Colorado","19**","354,518","5.36**","--","341"
"2021","Homicide","45 to 49","Connecticut","--","212,742","--","--","--"
"2021","Homicide","45 to 49","Delaware","--","54,168","--","--","--"
"2021","Homicide","45 to 49","District of Columbia","--","36,208","--","--","--"
"2021","Homicide","45 to 49","Florida","62","1,300,946","4.77","--","1,115"
"2021","Homicide","45 to 49","Georgia","55","683,947","8.04","--","1,005"
"2021","Homicide","45 to 49","Hawaii","--","83,121","--","--","--"
"2021","Homicide","45 to 49","Idaho","--","107,170","--","--","--"
"2021","Homicide","45 to 49","Illinois","58","771,499","7.52","--","1,044"
"2021","Homicide","45 to 49","Indiana","38","399,352","9.52","--","680"
"2021","Homicide","45 to 49","Iowa","--","174,501","--","--","--"
"2021","Homicide","45 to 49","Kansas","10**","161,388","6.20**","--","175"
"2021","Homicide","45 to 49","Kentucky","17**","270,916","6.28**","--","310"
"2021","Homicide","45 to 49","Louisiana","39","258,621","15.08","--","693"
"2021","Homicide","45 to 49","Maine","--","78,854","--","--","--"
"2021","Homicide","45 to 49","Maryland","37","371,753","9.95","--","661"
"2021","Homicide","45 to 49","Massachusetts","--","410,599","--","--","--"
"2021","Homicide","45 to 49","Michigan","28","575,488","4.87","--","503"
"2021","Homicide","45 to 49","Minnesota","12**","319,404","3.76**","--","220"
"2021","Homicide","45 to 49","Mississippi","30","172,491","17.39","--","545"
"2021","Homicide","45 to 49","Missouri","36","347,930","10.35","--","661"
"2021","Homicide","45 to 49","Montana","--","59,150","--","--","--"
"2021","Homicide","45 to 49","Nebraska","--","108,391","--","--","--"
"2021","Homicide","45 to 49","Nevada","15**","193,849","7.74**","--","256"
"2021","Homicide","45 to 49","New Jersey","10**","580,524","1.72**","--","184"
"2021","Homicide","45 to 49","New Mexico","15**","115,715","12.96**","--","271"
"2021","Homicide","45 to 49","New York","22","1,166,051","1.89","--","400"
"2021","Homicide","45 to 49","North Carolina","42","651,158","6.45","--","748"
"2021","Homicide","45 to 49","North Dakota","--","38,686","--","--","--"
"2021","Homicide","45 to 49","Ohio","51","676,423","7.54","--","920"
"2021","Homicide","45 to 49","Oklahoma","23","225,838","10.18","--","412"
"2021","Homicide","45 to 49","Oregon","12**","258,186","4.65**","--","223"
"2021","Homicide","45 to 49","Pennsylvania","38","733,972","5.18","--","678"
"2021","Homicide","45 to 49","Rhode Island","--","61,665","--","--","--"
"2021","Homicide","45 to 49","South Carolina","34","302,639","11.24","--","610"
"2021","Homicide","45 to 49","Tennessee","48","420,661","11.41","--","846"
"2021","Homicide","45 to 49","Texas","116","1,841,587","6.30","--","2,083"
"2021","Homicide","45 to 49","Utah","--","189,260","--","--","--"
"2021","Homicide","45 to 49","Virginia","32","526,958","6.07","--","576"
"2021","Homicide","45 to 49","Washington","21","457,130","4.59","--","391"
"2021","Homicide","45 to 49","West Virginia","--","108,676","--","--","--"
"2021","Homicide","45 to 49","Wisconsin","10**","330,393","3.03**","--","171"
"2021","Homicide","45 to 49","Wyoming","--","32,024","--","--","--"
"2021","Homicide","50 to 54","Alabama","22","318,776","6.90","--","288"
"2021","Homicide","50 to 54","Alaska","--","42,641","--","--","--"
"2021","Homicide","50 to 54","Arizona","24","427,841","5.61","--","325"
"2021","Homicide","50 to 54","Arkansas","14**","181,529","7.71**","--","188"
"2021","Homicide","50 to 54","California","82","2,492,115","3.29","--","1,081"
"2021","Homicide","50 to 54","Colorado","19**","353,531","5.37**","--","249"
"2021","Homicide","50 to 54","Connecticut","--","248,024","--","--","--"
"2021","Homicide","50 to 54","District of Columbia","--","34,666","--","--","--"
"2021","Homicide","50 to 54","Florida","38","1,391,582","2.73","--","494"
"2021","Homicide","50 to 54","Georgia","47","710,792","6.61","--","616"
"2021","Homicide","50 to 54","Idaho","--","106,773","--","--","--"
"2021","Homicide","50 to 54","Illinois","51","807,454","6.32","--","668"
"2021","Homicide","50 to 54","Indiana","14**","418,664","3.34**","--","182"
"2021","Homicide","50 to 54","Iowa","--","185,897","--","--","--"
"2021","Homicide","50 to 54","Kansas","--","165,548","--","--","--"
"2021","Homicide","50 to 54","Kentucky","26","286,474","9.08","--","337"
"2021","Homicide","50 to 54","Louisiana","29","273,548","10.60","--","383"
"2021","Homicide","50 to 54","Maine","--","91,655","--","--","--"
"2021","Homicide","50 to 54","Maryland","13**","411,966","3.16**","--","172"
"2021","Homicide","50 to 54","Massachusetts","--","463,712","--","--","--"
"2021","Homicide","50 to 54","Michigan","28","646,486","4.33","--","367"
"2021","Homicide","50 to 54","Minnesota","--","344,922","--","--","--"
"2021","Homicide","50 to 54","Mississippi","22","180,698","12.18","--","292"
"2021","Homicide","50 to 54","Missouri","24","371,086","6.47","--","316"
"2021","Homicide","50 to 54","Montana","--","61,410","--","--","--"
"2021","Homicide","50 to 54","Nebraska","--","109,267","--","--","--"
"2021","Homicide","50 to 54","Nevada","--","202,479","--","--","--"
"2021","Homicide","50 to 54","New Jersey","--","632,578","--","--","--"
"2021","Homicide","50 to 54","New Mexico","14**","119,065","11.76**","--","188"
"2021","Homicide","50 to 54","New York","20**","1,292,219","1.55**","--","261"
"2021","Homicide","50 to 54","North Carolina","46","694,308","6.63","--","604"
"2021","Homicide","50 to 54","North Dakota","--","39,598","--","--","--"
"2021","Homicide","50 to 54","Ohio","30","743,850","4.03","--","395"
"2021","Homicide","50 to 54","Oklahoma","15**","227,616","6.59**","--","196"
"2021","Homicide","50 to 54","Oregon","--","260,644","--","--","--"
"2021","Homicide","50 to 54","Pennsylvania","32","831,705","3.85","--","422"
"2021","Homicide","50 to 54","South Carolina","15**","326,942","4.59**","--","200"
"2021","Homicide","50 to 54","South Dakota","--","48,285","--","--","--"
"2021","Homicide","50 to 54","Tennessee","35","448,152","7.81","--","458"
"2021","Homicide","50 to 54","Texas","92","1,779,399","5.17","--","1,181"
"2021","Homicide","50 to 54","Utah","--","166,315","--","--","--"
"2021","Homicide","50 to 54","Vermont","--","41,654","--","--","--"
"2021","Homicide","50 to 54","Virginia","19**","557,863","3.41**","--","252"
"2021","Homicide","50 to 54","Washington","14**","474,330","2.95**","--","187"
"2021","Homicide","50 to 54","West Virginia","11**","115,959","9.49**","--","142"
"2021","Homicide","50 to 54","Wisconsin","--","367,737","--","--","--"
"2021","Homicide","55 to 59","Alabama","22","333,875","6.59","--","173"
"2021","Homicide","55 to 59","Alaska","--","45,025","--","--","--"
"2021","Homicide","55 to 59","Arizona","12**","433,697","2.77**","--","106"
"2021","Homicide","55 to 59","Arkansas","11**","191,621","5.74**","--","90"
"2021","Homicide","55 to 59","California","62","2,444,354","2.54","--","509"
"2021","Homicide","55 to 59","Colorado","14**","346,952","4.04**","--","99"
"2021","Homicide","55 to 59","Connecticut","--","266,730","--","--","--"
"2021","Homicide","55 to 59","Delaware","--","70,150","--","--","--"
"2021","Homicide","55 to 59","District of Columbia","--","33,882","--","--","--"
"2021","Homicide","55 to 59","Florida","31","1,489,282","2.08","--","266"
"2021","Homicide","55 to 59","Georgia","38","696,463","5.46","--","300"
"2021","Homicide","55 to 59","Hawaii","--","89,393","--","--","--"
"2021","Homicide","55 to 59","Idaho","--","109,992","--","--","--"
"2021","Homicide","55 to 59","Illinois","26","826,547","3.15","--","205"
"2021","Homicide","55 to 59","Indiana","16**","435,402","3.68**","--","128"
"2021","Homicide","55 to 59","Iowa","--","200,398","--","--","--"
"2021","Homicide","55 to 59","Kansas","--","178,452","--","--","--"
"2021","Homicide","55 to 59","Kentucky","--","300,616","--","--","--"
