"Year","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2022","40 to 44","Maine","13**","82,587","15.74**","--","297"
"2022","40 to 44","Maryland","66","408,010","16.18","--","1,515"
"2022","40 to 44","Massachusetts","21","433,914","4.84","--","486"
"2022","40 to 44","Michigan","119","601,962","19.77","--","2,733"
"2022","40 to 44","Minnesota","33","378,475","8.72","--","769"
"2022","40 to 44","Mississippi","79","183,990","42.94","--","1,822"
"2022","40 to 44","Missouri","116","389,096","29.81","--","2,678"
"2022","40 to 44","Montana","14**","71,407","19.61**","--","326"
"2022","40 to 44","Nebraska","16**","126,599","12.64**","--","367"
"2022","40 to 44","Nevada","41","212,397","19.30","--","934"
"2022","40 to 44","New Hampshire","--","83,133","--","--","--"
"2022","40 to 44","New Jersey","26","606,153","4.29","--","601"
"2022","40 to 44","New Mexico","51","130,625","39.04","--","1,181"
"2022","40 to 44","New York","92","1,224,012","7.52","--","2,133"
"2022","40 to 44","North Carolina","121","670,100","18.06","--","2,805"
"2022","40 to 44","North Dakota","15**","47,700","31.45**","--","341"
"2022","40 to 44","Ohio","155","722,710","21.45","--","3,614"
"2022","40 to 44","Oklahoma","70","257,437","27.19","--","1,616"
"2022","40 to 44","Oregon","46","291,313","15.79","--","1,074"
"2022","40 to 44","Pennsylvania","124","785,498","15.79","--","2,853"
"2022","40 to 44","Rhode Island","--","66,626","--","--","--"
"2022","40 to 44","South Carolina","69","322,877","21.37","--","1,592"
"2022","40 to 44","South Dakota","--","55,989","--","--","--"
"2022","40 to 44","Tennessee","109","442,297","24.64","--","2,498"
"2022","40 to 44","Texas","351","2,052,394","17.10","--","8,060"
"2022","40 to 44","Utah","40","236,657","16.90","--","939"
"2022","40 to 44","Vermont","--","39,038","--","--","--"
"2022","40 to 44","Virginia","91","573,168","15.88","--","2,098"
"2022","40 to 44","Washington","87","530,134","16.41","--","1,988"
"2022","40 to 44","West Virginia","22","109,515","20.09","--","510"
"2022","40 to 44","Wisconsin","66","370,650","17.81","--","1,532"
"2022","40 to 44","Wyoming","--","38,157","--","--","--"
"2022","45 to 49","Alabama","104","296,419","35.09","--","1,873"
"2022","45 to 49","Alaska","--","40,688","--","--","--"
"2022","45 to 49","Arizona","88","418,746","21.02","--","1,574"
"2022","45 to 49","Arkansas","47","175,422","26.79","--","843"
"2022","45 to 49","California","204","2,398,337","8.51","--","3,678"
"2022","45 to 49","Colorado","76","353,233","21.52","--","1,379"
"2022","45 to 49","Connecticut","20**","209,983","9.53**","--","368"
"2022","45 to 49","Delaware","--","53,837","--","--","--"
"2022","45 to 49","District of Columbia","13**","36,504","35.61**","--","239"
"2022","45 to 49","Florida","197","1,309,974","15.04","--","3,512"
"2022","45 to 49","Georgia","112","677,895","16.52","--","2,027"
"2022","45 to 49","Hawaii","--","82,622","--","--","--"
"2022","45 to 49","Idaho","29","110,271","26.30","--","527"
"2022","45 to 49","Illinois","96","759,603","12.64","--","1,731"
"2022","45 to 49","Indiana","74","396,211","18.68","--","1,334"
"2022","45 to 49","Iowa","22","175,148","12.56","--","403"
"2022","45 to 49","Kansas","30","162,006","18.52","--","560"
"2022","45 to 49","Kentucky","59","268,320","21.99","--","1,065"
"2022","45 to 49","Louisiana","80","256,990","31.13","--","1,466"
"2022","45 to 49","Maine","--","77,619","--","--","--"
"2022","45 to 49","Maryland","27","367,177","7.35","--","490"
"2022","45 to 49","Massachusetts","11**","403,162","2.73**","--","198"
"2022","45 to 49","Michigan","99","564,316","17.54","--","1,786"
"2022","45 to 49","Minnesota","34","319,778","10.63","--","617"
"2022","45 to 49","Mississippi","55","170,372","32.28","--","990"
"2022","45 to 49","Missouri","97","346,300","28.01","--","1,750"
"2022","45 to 49","Montana","20**","60,969","32.80**","--","363"
"2022","45 to 49","Nebraska","22","108,516","20.27","--","395"
"2022","45 to 49","Nevada","54","193,187","27.95","--","961"
"2022","45 to 49","New Hampshire","--","77,974","--","--","--"
"2022","45 to 49","New Jersey","32","573,357","5.58","--","582"
"2022","45 to 49","New Mexico","46","115,913","39.69","--","837"
"2022","45 to 49","New York","65","1,141,785","5.69","--","1,193"
"2022","45 to 49","North Carolina","116","645,257","17.98","--","2,077"
"2022","45 to 49","North Dakota","10**","39,048","25.61**","--","182"
"2022","45 to 49","Ohio","123","665,267","18.49","--","2,203"
"2022","45 to 49","Oklahoma","51","226,646","22.50","--","913"
"2022","45 to 49","Oregon","50","258,493","19.34","--","894"
"2022","45 to 49","Pennsylvania","112","721,085","15.53","--","2,018"
"2022","45 to 49","Rhode Island","--","60,327","--","--","--"
"2022","45 to 49","South Carolina","78","302,607","25.78","--","1,402"
"2022","45 to 49","South Dakota","--","47,626","--","--","--"
"2022","45 to 49","Tennessee","75","418,277","17.93","--","1,327"
"2022","45 to 49","Texas","298","1,856,501","16.05","--","5,341"
"2022","45 to 49","Utah","39","197,685","19.73","--","705"
"2022","45 to 49","Vermont","--","35,815","--","--","--"
"2022","45 to 49","Virginia","63","520,947","12.09","--","1,153"
"2022","45 to 49","Washington","52","456,932","11.38","--","927"
"2022","45 to 49","West Virginia","20**","107,053","18.68**","--","366"
"2022","45 to 49","Wisconsin","47","329,307","14.27","--","850"
"2022","45 to 49","Wyoming","--","32,591","--","--","--"
"2022","50 to 54","Alabama","78","321,378","24.27","--","1,011"
"2022","50 to 54","Alaska","10**","42,285","23.65**","--","127"
"2022","50 to 54","Arizona","90","433,144","20.78","--","1,189"
"2022","50 to 54","Arkansas","37","183,281","20.19","--","490"
"2022","50 to 54","California","199","2,471,944","8.05","--","2,586"
"2022","50 to 54","Colorado","63","355,918","17.70","--","822"
"2022","50 to 54","Connecticut","14**","241,724","5.79**","--","185"
"2022","50 to 54","Delaware","--","61,740","--","--","--"
"2022","50 to 54","District of Columbia","--","34,976","--","--","--"
"2022","50 to 54","Florida","206","1,415,317","14.56","--","2,679"
"2022","50 to 54","Georgia","127","719,615","17.65","--","1,665"
"2022","50 to 54","Hawaii","--","86,291","--","--","--"
"2022","50 to 54","Idaho","26","109,309","23.79","--","342"
"2022","50 to 54","Illinois","77","798,261","9.65","--","1,010"
"2022","50 to 54","Indiana","83","419,465","19.79","--","1,085"
"2022","50 to 54","Iowa","30","184,305","16.28","--","392"
"2022","50 to 54","Kansas","29","165,294","17.54","--","368"
"2022","50 to 54","Kentucky","60","286,484","20.94","--","781"
"2022","50 to 54","Louisiana","70","269,436","25.98","--","920"
"2022","50 to 54","Maine","--","90,579","--","--","--"
"2022","50 to 54","Maryland","53","404,531","13.10","--","693"
"2022","50 to 54","Massachusetts","14**","452,841","3.09**","--","179"
"2022","50 to 54","Michigan","107","638,317","16.76","--","1,405"
"2022","50 to 54","Minnesota","44","339,756","12.95","--","595"
"2022","50 to 54","Mississippi","42","181,008","23.20","--","550"
"2022","50 to 54","Missouri","109","370,215","29.44","--","1,411"
"2022","50 to 54","Montana","18**","62,325","28.88**","--","236"
"2022","50 to 54","Nebraska","--","109,525","--","--","--"
"2022","50 to 54","Nevada","42","204,466","20.54","--","550"
"2022","50 to 54","New Hampshire","11**","94,627","11.63**","--","140"
"2022","50 to 54","New Jersey","32","621,778","5.15","--","417"
"2022","50 to 54","New Mexico","38","118,668","32.02","--","512"
"2022","50 to 54","New York","60","1,258,606","4.77","--","791"
"2022","50 to 54","North Carolina","115","701,701","16.39","--","1,514"
"2022","50 to 54","North Dakota","--","39,187","--","--","--"
"2022","50 to 54","Ohio","91","737,563","12.34","--","1,170"
"2022","50 to 54","Oklahoma","67","230,580","29.06","--","858"
"2022","50 to 54","Oregon","42","260,908","16.10","--","552"
"2022","50 to 54","Pennsylvania","111","816,432","13.60","--","1,440"
"2022","50 to 54","Rhode Island","--","69,746","--","--","--"
"2022","50 to 54","South Carolina","72","331,250","21.74","--","945"
"2022","50 to 54","South Dakota","12**","48,687","24.65**","--","155"
"2022","50 to 54","Tennessee","95","454,247","20.91","--","1,248"
"2022","50 to 54","Texas","307","1,820,166","16.87","--","4,039"
"2022","50 to 54","Utah","33","171,720","19.22","--","421"
"2022","50 to 54","Vermont","--","40,943","--","--","--"
"2022","50 to 54","Virginia","64","554,957","11.53","--","808"
"2022","50 to 54","Washington","69","473,351","14.58","--","878"
"2022","50 to 54","West Virginia","23","115,805","19.86","--","310"
"2022","50 to 54","Wisconsin","59","360,298","16.38","--","792"
"2022","50 to 54","Wyoming","--","32,597","--","--","--"
"2022","55 to 59","Alabama","68","325,873","20.87","--","545"
"2022","55 to 59","Alaska","--","42,865","--","--","--"
"2022","55 to 59","Arizona","112","427,682","26.19","--","906"
"2022","55 to 59","Arkansas","35","186,653","18.75","--","289"
"2022","55 to 59","California","206","2,385,680","8.64","--","1,635"
"2022","55 to 59","Colorado","54","335,255","16.11","--","432"
"2022","55 to 59","Connecticut","14**","260,155","5.38**","--","107"
"2022","55 to 59","Delaware","--","69,237","--","--","--"
"2022","55 to 59","District of Columbia","--","32,876","--","--","--"
"2022","55 to 59","Florida","221","1,483,310","14.90","--","1,767"
"2022","55 to 59","Georgia","117","690,672","16.94","--","918"
"2022","55 to 59","Hawaii","--","86,939","--","--","--"
"2022","55 to 59","Idaho","28","108,700","25.76","--","232"
"2022","55 to 59","Illinois","81","799,304","10.13","--","646"
"2022","55 to 59","Indiana","89","423,286","21.03","--","726"
"2022","55 to 59","Iowa","32","193,156","16.57","--","249"
"2022","55 to 59","Kansas","28","171,011","16.37","--","231"
"2022","55 to 59","Kentucky","45","292,691","15.38","--","354"
"2022","55 to 59","Louisiana","57","284,197","20.06","--","441"
"2022","55 to 59","Maine","14**","100,371","13.95**","--","106"
"2022","55 to 59","Maryland","32","420,229","7.62","--","266"
"2022","55 to 59","Massachusetts","16**","479,734","3.34**","--","125"
"2022","55 to 59","Michigan","92","665,345","13.83","--","730"
"2022","55 to 59","Minnesota","47","359,359","13.08","--","362"
"2022","55 to 59","Mississippi","40","183,196","21.84","--","323"
"2022","55 to 59","Missouri","88","388,064","22.68","--","694"
"2022","55 to 59","Montana","16**","66,707","23.99**","--","133"
"2022","55 to 59","Nebraska","16**","112,815","14.18**","--","128"
"2022","55 to 59","Nevada","39","197,514","19.75","--","287"
"2022","55 to 59","New Hampshire","10**","105,263","9.50**","--","80"
"2022","55 to 59","New Jersey","34","638,624","5.32","--","266"
"2022","55 to 59","New Mexico","23","124,383","18.49","--","179"
"2022","55 to 59","New York","54","1,319,494","4.09","--","417"
"2022","55 to 59","North Carolina","94","687,962","13.66","--","764"
"2022","55 to 59","North Dakota","--","41,934","--","--","--"
"2022","55 to 59","Ohio","100","754,094","13.26","--","789"
"2022","55 to 59","Oklahoma","58","231,064","25.10","--","464"
"2022","55 to 59","Oregon","40","248,555","16.09","--","327"
"2022","55 to 59","Pennsylvania","129","864,931","14.91","--","1,006"
"2022","55 to 59","Rhode Island","--","75,910","--","--","--"
"2022","55 to 59","South Carolina","64","343,844","18.61","--","506"
"2022","55 to 59","South Dakota","14**","53,837","26.00**","--","111"
"2022","55 to 59","Tennessee","105","454,918","23.08","--","830"
"2022","55 to 59","Texas","265","1,684,359","15.73","--","2,139"
"2022","55 to 59","Utah","37","153,155","24.16","--","284"
"2022","55 to 59","Vermont","--","44,569","--","--","--"
"2022","55 to 59","Virginia","81","561,842","14.42","--","623"
"2022","55 to 59","Washington","70","459,024","15.25","--","550"
"2022","55 to 59","West Virginia","18**","117,317","15.34**","--","148"
"2022","55 to 59","Wisconsin","50","395,560","12.64","--","404"
"2022","55 to 59","Wyoming","--","33,499","--","--","--"
"2022","60 to 64","Alabama","63","332,557","18.94","--","192"
"2022","60 to 64","Alaska","--","44,376","--","--","--"
"2022","60 to 64","Arizona","95","444,281","21.38","--","299"
"2022","60 to 64","Arkansas","36","191,659","18.78","--","118"
"2022","60 to 64","California","193","2,301,629","8.39","--","577"
"2022","60 to 64","Colorado","70","348,601","20.08","--","196"
"2022","60 to 64","Connecticut","12**","255,581","4.70**","--","39"
"2022","60 to 64","Delaware","--","74,259","--","--","--"
"2022","60 to 64","District of Columbia","--","31,196","--","--","--"
"2022","60 to 64","Florida","211","1,506,910","14.00","--","627"
"2022","60 to 64","Georgia","116","646,643","17.94","--","364"
"2022","60 to 64","Hawaii","--","90,032","--","--","--"
"2022","60 to 64","Idaho","23","117,399","19.59","--","76"
"2022","60 to 64","Illinois","78","807,002","9.67","--","248"
"2022","60 to 64","Indiana","70","433,306","16.16","--","194"
"2022","60 to 64","Iowa","21","208,422","10.08","--","60"
"2022","60 to 64","Kansas","24","183,722","13.06","--","70"
"2022","60 to 64","Kentucky","43","294,830","14.59","--","152"
"2022","60 to 64","Louisiana","59","293,976","20.07","--","179"
"2022","60 to 64","Maine","15**","109,313","13.72**","--","49"
"2022","60 to 64","Maryland","29","404,703","7.17","--","92"
"2022","60 to 64","Massachusetts","15**","471,620","3.18**","--","39"
"2022","60 to 64","Michigan","85","692,851","12.27","--","274"
"2022","60 to 64","Minnesota","35","379,201","9.23","--","104"
"2022","60 to 64","Mississippi","34","188,076","18.08","--","95"
"2022","60 to 64","Missouri","84","413,672","20.31","--","280"
"2022","60 to 64","Montana","19**","77,859","24.40**","--","62"
"2022","60 to 64","Nebraska","15**","121,335","12.36**","--","50"
"2022","60 to 64","Nevada","47","193,915","24.24","--","142"
"2022","60 to 64","New Hampshire","16**","110,884","14.43**","--","49"
"2022","60 to 64","New Jersey","25","618,357","4.04","--","85"
"2022","60 to 64","New Mexico","27","136,464","19.79","--","73"
"2022","60 to 64","New York","56","1,300,465","4.31","--","187"
"2022","60 to 64","North Carolina","115","679,846","16.92","--","381"
"2022","60 to 64","North Dakota","10**","47,001","21.28**","--","30"
"2022","60 to 64","Ohio","103","792,170","13.00","--","318"
"2022","60 to 64","Oklahoma","33","244,335","13.51","--","109"
"2022","60 to 64","Oregon","47","264,615","17.76","--","140"
"2022","60 to 64","Pennsylvania","129","901,066","14.32","--","408"
"2022","60 to 64","Rhode Island","--","76,097","--","--","--"
"2022","60 to 64","South Carolina","57","352,259","16.18","--","195"
"2022","60 to 64","South Dakota","10**","60,994","16.40**","--","30"
"2022","60 to 64","Tennessee","91","451,630","20.15","--","266"
"2022","60 to 64","Texas","256","1,617,808","15.82","--","778"
"2022","60 to 64","Utah","20**","154,966","12.91**","--","61"
"2022","60 to 64","Vermont","--","49,148","--","--","--"
"2022","60 to 64","Virginia","62","548,255","11.31","--","205"
"2022","60 to 64","Washington","67","473,041","14.16","--","194"
"2022","60 to 64","West Virginia","22","123,469","17.82","--","65"
"2022","60 to 64","Wisconsin","50","417,103","11.99","--","158"
"2022","60 to 64","Wyoming","12**","39,524","30.36**","--","41"
"2022","65 to 69","Alabama","55","297,711","18.47","--","0"
"2022","65 to 69","Alaska","--","38,605","--","--","--"
"2022","65 to 69","Arizona","66","414,980","15.90","--","0"
"2022","65 to 69","Arkansas","36","172,328","20.89","--","0"
"2022","65 to 69","California","158","1,974,129","8.00","--","0"
"2022","65 to 69","Colorado","51","310,101","16.45","--","0"
"2022","65 to 69","Connecticut","10**","213,726","4.68**","--","0"
"2022","65 to 69","Delaware","--","70,076","--","--","--"
"2022","65 to 69","District of Columbia","--","27,432","--","--","--"
"2022","65 to 69","Florida","176","1,382,885","12.73","--","0"
"2022","65 to 69","Georgia","67","550,424","12.17","--","0"
"2022","65 to 69","Hawaii","--","86,039","--","--","--"
"2022","65 to 69","Idaho","22","109,829","20.03","--","0"
"2022","65 to 69","Illinois","58","702,385","8.26","--","0"
"2022","65 to 69","Indiana","67","382,655","17.51","--","0"
"2022","65 to 69","Iowa","20**","186,572","10.72**","--","0"
"2022","65 to 69","Kansas","28","165,016","16.97","--","0"
"2022","65 to 69","Kentucky","30","262,473","11.43","--","0"
"2022","65 to 69","Louisiana","31","262,523","11.81","--","0"
"2022","65 to 69","Maine","18**","101,281","17.77**","--","0"
"2022","65 to 69","Maryland","22","337,771","6.51","--","0"
"2022","65 to 69","Massachusetts","10**","405,281","2.47**","--","0"
"2022","65 to 69","Michigan","70","623,738","11.22","--","0"
"2022","65 to 69","Minnesota","19**","326,108","5.83**","--","0"
"2022","65 to 69","Mississippi","26","167,552","15.52","--","0"
"2022","65 to 69","Missouri","68","361,699","18.80","--","0"
"2022","65 to 69","Montana","17**","74,961","22.68**","--","0"
"2022","65 to 69","Nebraska","17**","107,981","15.74**","--","0"
"2022","65 to 69","Nevada","21","175,346","11.98","--","0"
"2022","65 to 69","New Hampshire","14**","94,741","14.78**","--","0"
"2022","65 to 69","New Jersey","20**","516,226","3.87**","--","0"
"2022","65 to 69","New Mexico","27","127,895","21.11","--","0"
"2022","65 to 69","New York","44","1,120,311","3.93","--","0"
"2022","65 to 69","North Carolina","95","605,454","15.69","--","0"
"2022","65 to 69","North Dakota","--","42,329","--","--","--"
"2022","65 to 69","Ohio","76","709,783","10.71","--","0"
"2022","65 to 69","Oklahoma","41","216,245","18.96","--","0"
"2022","65 to 69","Oregon","35","260,496","13.44","--","0"
"2022","65 to 69","Pennsylvania","69","813,996","8.48","--","0"
"2022","65 to 69","Rhode Island","--","66,925","--","--","--"
"2022","65 to 69","South Carolina","64","327,472","19.54","--","0"
"2022","65 to 69","South Dakota","--","56,378","--","--","--"
