"Year","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2014","65 to 69","Montana","--","57,796","--","--","--"
"2014","65 to 69","Nebraska","--","84,868","--","--","--"
"2014","65 to 69","Nevada","28","145,089","19.30","--","0"
"2014","65 to 69","New Hampshire","--","74,082","--","--","--"
"2014","65 to 69","New Jersey","14**","421,645","3.32**","--","0"
"2014","65 to 69","New Mexico","22","108,972","20.19","--","0"
"2014","65 to 69","New York","37","937,282","3.95","--","0"
"2014","65 to 69","North Carolina","88","504,801","17.43","--","0"
"2014","65 to 69","North Dakota","--","31,491","--","--","--"
"2014","65 to 69","Ohio","61","585,212","10.42","--","0"
"2014","65 to 69","Oklahoma","30","183,874","16.32","--","0"
"2014","65 to 69","Oregon","31","218,720","14.17","--","0"
"2014","65 to 69","Pennsylvania","58","664,377","8.73","--","0"
"2014","65 to 69","Rhode Island","--","52,628","--","--","--"
"2014","65 to 69","South Carolina","35","270,807","12.92","--","0"
"2014","65 to 69","South Dakota","--","40,323","--","--","--"
"2014","65 to 69","Tennessee","54","339,211","15.92","--","0"
"2014","65 to 69","Texas","132","1,070,344","12.33","--","0"
"2014","65 to 69","Utah","--","99,533","--","--","--"
"2014","65 to 69","Vermont","--","36,894","--","--","--"
"2014","65 to 69","Virginia","49","397,317","12.33","--","0"
"2014","65 to 69","Washington","36","348,506","10.33","--","0"
"2014","65 to 69","West Virginia","24","111,044","21.61","--","0"
"2014","65 to 69","Wisconsin","20**","281,175","7.11**","--","0"
"2014","65 to 69","Wyoming","--","28,903","--","--","--"
"2014","70 to 74","Alabama","32","184,037","17.39","--","0"
"2014","70 to 74","Alaska","--","17,985","--","--","--"
"2014","70 to 74","Arizona","51","269,250","18.94","--","0"
"2014","70 to 74","Arkansas","29","116,525","24.89","--","0"
"2014","70 to 74","California","112","1,159,347","9.66","--","0"
"2014","70 to 74","Colorado","32","162,379","19.71","--","0"
"2014","70 to 74","Connecticut","--","129,819","--","--","--"
"2014","70 to 74","Delaware","--","38,698","--","--","--"
"2014","70 to 74","District of Columbia","0**","18,034","0.00**","--","--"
"2014","70 to 74","Florida","105","924,092","11.36","--","0"
"2014","70 to 74","Georgia","60","315,617","19.01","--","0"
"2014","70 to 74","Hawaii","--","52,176","--","--","--"
"2014","70 to 74","Idaho","--","58,280","--","--","--"
"2014","70 to 74","Illinois","38","423,071","8.98","--","0"
"2014","70 to 74","Indiana","29","225,023","12.89","--","0"
"2014","70 to 74","Iowa","10**","109,661","9.12**","--","0"
"2014","70 to 74","Kansas","13**","94,094","13.82**","--","0"
"2014","70 to 74","Kentucky","33","160,929","20.51","--","0"
"2014","70 to 74","Louisiana","32","155,031","20.64","--","0"
"2014","70 to 74","Maine","--","57,797","--","--","--"
"2014","70 to 74","Maryland","22","196,710","11.18","--","0"
"2014","70 to 74","Massachusetts","--","232,424","--","--","--"
"2014","70 to 74","Michigan","45","367,049","12.26","--","0"
"2014","70 to 74","Minnesota","21","180,622","11.63","--","0"
"2014","70 to 74","Mississippi","19**","105,093","18.08**","--","0"
"2014","70 to 74","Missouri","35","225,344","15.53","--","0"
"2014","70 to 74","Montana","10**","41,409","24.15**","--","0"
"2014","70 to 74","Nebraska","--","60,661","--","--","--"
"2014","70 to 74","Nevada","17**","105,368","16.13**","--","0"
"2014","70 to 74","New Hampshire","--","50,294","--","--","--"
"2014","70 to 74","New Jersey","12**","305,880","3.92**","--","0"
"2014","70 to 74","New Mexico","15**","77,417","19.38**","--","0"
"2014","70 to 74","New York","36","675,152","5.33","--","0"
"2014","70 to 74","North Carolina","61","361,076","16.89","--","0"
"2014","70 to 74","North Dakota","--","22,518","--","--","--"
"2014","70 to 74","Ohio","57","421,127","13.54","--","0"
"2014","70 to 74","Oklahoma","26","138,180","18.82","--","0"
"2014","70 to 74","Oregon","37","152,531","24.26","--","0"
"2014","70 to 74","Pennsylvania","67","488,477","13.72","--","0"
"2014","70 to 74","Rhode Island","0**","37,150","0.00**","--","--"
"2014","70 to 74","South Carolina","23","195,227","11.78","--","0"
"2014","70 to 74","South Dakota","--","28,501","--","--","--"
"2014","70 to 74","Tennessee","44","245,644","17.91","--","0"
"2014","70 to 74","Texas","103","753,757","13.67","--","0"
"2014","70 to 74","Utah","15**","72,442","20.71**","--","0"
"2014","70 to 74","Vermont","--","25,369","--","--","--"
"2014","70 to 74","Virginia","49","282,563","17.34","--","0"
"2014","70 to 74","Washington","34","238,371","14.26","--","0"
"2014","70 to 74","West Virginia","--","79,463","--","--","--"
"2014","70 to 74","Wisconsin","28","200,989","13.93","--","0"
"2014","70 to 74","Wyoming","--","19,789","--","--","--"
"2014","75 to 79","Alabama","24","133,191","18.02","--","0"
"2014","75 to 79","Alaska","--","10,434","--","--","--"
"2014","75 to 79","Arizona","36","190,151","18.93","--","0"
"2014","75 to 79","Arkansas","17**","83,040","20.47**","--","0"
"2014","75 to 79","California","96","839,771","11.43","--","0"
"2014","75 to 79","Colorado","20**","109,507","18.26**","--","0"
"2014","75 to 79","Connecticut","11**","91,223","12.06**","--","0"
"2014","75 to 79","Delaware","--","26,581","--","--","--"
"2014","75 to 79","District of Columbia","--","12,638","--","--","--"
"2014","75 to 79","Florida","90","689,959","13.04","--","0"
"2014","75 to 79","Georgia","28","210,694","13.29","--","0"
"2014","75 to 79","Hawaii","--","35,488","--","--","--"
"2014","75 to 79","Idaho","--","39,708","--","--","--"
"2014","75 to 79","Illinois","24","307,561","7.80","--","0"
"2014","75 to 79","Indiana","27","161,721","16.70","--","0"
"2014","75 to 79","Iowa","--","85,533","--","--","--"
"2014","75 to 79","Kansas","10**","70,399","14.21**","--","0"
"2014","75 to 79","Kentucky","29","114,202","25.39","--","0"
"2014","75 to 79","Louisiana","20**","110,496","18.10**","--","0"
"2014","75 to 79","Maine","--","40,821","--","--","--"
"2014","75 to 79","Maryland","18**","135,283","13.31**","--","0"
"2014","75 to 79","Massachusetts","--","166,734","--","--","--"
"2014","75 to 79","Michigan","33","258,019","12.79","--","0"
"2014","75 to 79","Minnesota","10**","131,482","7.61**","--","0"
"2014","75 to 79","Mississippi","11**","76,764","14.33**","--","0"
"2014","75 to 79","Missouri","35","162,319","21.56","--","0"
"2014","75 to 79","Montana","--","28,571","--","--","--"
"2014","75 to 79","Nebraska","--","46,742","--","--","--"
"2014","75 to 79","Nevada","23","69,304","33.19","--","0"
"2014","75 to 79","New Hampshire","--","33,880","--","--","--"
"2014","75 to 79","New Jersey","--","221,806","--","--","--"
"2014","75 to 79","New Mexico","10**","55,890","17.89**","--","0"
"2014","75 to 79","New York","17**","498,477","3.41**","--","0"
"2014","75 to 79","North Carolina","32","250,664","12.77","--","0"
"2014","75 to 79","North Dakota","0**","17,905","0.00**","--","--"
"2014","75 to 79","Ohio","38","312,282","12.17","--","0"
"2014","75 to 79","Oklahoma","17**","100,518","16.91**","--","0"
"2014","75 to 79","Oregon","21","102,228","20.54","--","0"
"2014","75 to 79","Pennsylvania","45","364,100","12.36","--","0"
"2014","75 to 79","Rhode Island","--","26,612","--","--","--"
"2014","75 to 79","South Carolina","24","129,757","18.50","--","0"
"2014","75 to 79","South Dakota","--","21,660","--","--","--"
"2014","75 to 79","Tennessee","26","170,784","15.22","--","0"
"2014","75 to 79","Texas","78","528,166","14.77","--","0"
"2014","75 to 79","Utah","--","51,311","--","--","--"
"2014","75 to 79","Vermont","--","16,895","--","--","--"
"2014","75 to 79","Virginia","29","194,266","14.93","--","0"
"2014","75 to 79","Washington","21","159,225","13.19","--","0"
"2014","75 to 79","West Virginia","--","58,910","--","--","--"
"2014","75 to 79","Wisconsin","13**","148,967","8.73**","--","0"
"2014","75 to 79","Wyoming","--","13,734","--","--","--"
"2014","80 to 84","Alabama","12**","91,013","13.19**","--","0"
"2014","80 to 84","Alaska","--","6,661","--","--","--"
"2014","80 to 84","Arizona","26","129,553","20.07","--","0"
"2014","80 to 84","Arkansas","--","57,572","--","--","--"
"2014","80 to 84","California","97","619,963","15.65","--","0"
"2014","80 to 84","Colorado","29","77,799","37.28","--","0"
"2014","80 to 84","Connecticut","--","72,463","--","--","--"
"2014","80 to 84","Delaware","--","18,576","--","--","--"
"2014","80 to 84","District of Columbia","0**","9,329","0.00**","--","--"
"2014","80 to 84","Florida","100","499,465","20.02","--","0"
"2014","80 to 84","Georgia","35","139,515","25.09","--","0"
"2014","80 to 84","Hawaii","0**","29,145","0.00**","--","--"
"2014","80 to 84","Idaho","--","27,004","--","--","--"
"2014","80 to 84","Illinois","27","227,452","11.87","--","0"
"2014","80 to 84","Indiana","26","117,254","22.17","--","0"
"2014","80 to 84","Iowa","11**","66,147","16.63**","--","0"
"2014","80 to 84","Kansas","14**","55,262","25.33**","--","0"
"2014","80 to 84","Kentucky","11**","78,741","13.97**","--","0"
"2014","80 to 84","Louisiana","15**","77,922","19.25**","--","0"
"2014","80 to 84","Maine","--","30,454","--","--","--"
"2014","80 to 84","Maryland","10**","98,839","10.12**","--","0"
"2014","80 to 84","Massachusetts","--","131,047","--","--","--"
"2014","80 to 84","Michigan","23","189,861","12.11","--","0"
"2014","80 to 84","Minnesota","--","99,005","--","--","--"
"2014","80 to 84","Mississippi","--","51,724","--","--","--"
"2014","80 to 84","Missouri","22","119,470","18.42","--","0"
"2014","80 to 84","Montana","--","20,044","--","--","--"
"2014","80 to 84","Nebraska","--","36,812","--","--","--"
"2014","80 to 84","Nevada","13**","43,394","29.96**","--","0"
"2014","80 to 84","New Hampshire","--","25,541","--","--","--"
"2014","80 to 84","New Jersey","16**","171,774","9.32**","--","0"
"2014","80 to 84","New Mexico","16**","38,519","41.54**","--","0"
"2014","80 to 84","New York","10**","378,757","2.64**","--","0"
"2014","80 to 84","North Carolina","27","173,111","15.60","--","0"
"2014","80 to 84","North Dakota","--","14,707","--","--","--"
"2014","80 to 84","Ohio","37","230,456","16.06","--","0"
"2014","80 to 84","Oklahoma","15**","70,955","21.14**","--","0"
"2014","80 to 84","Oregon","17**","72,018","23.61**","--","0"
"2014","80 to 84","Pennsylvania","30","286,516","10.47","--","0"
"2014","80 to 84","Rhode Island","0**","21,680","0.00**","--","--"
"2014","80 to 84","South Carolina","21","85,490","24.56","--","0"
"2014","80 to 84","South Dakota","--","17,366","--","--","--"
"2014","80 to 84","Tennessee","25","116,632","21.44","--","0"
"2014","80 to 84","Texas","61","371,615","16.42","--","0"
"2014","80 to 84","Utah","12**","36,408","32.96**","--","0"
"2014","80 to 84","Vermont","--","12,543","--","--","--"
"2014","80 to 84","Virginia","23","135,679","16.95","--","0"
"2014","80 to 84","Washington","17**","112,392","15.13**","--","0"
"2014","80 to 84","West Virginia","--","40,424","--","--","--"
"2014","80 to 84","Wisconsin","11**","112,321","9.79**","--","0"
"2014","80 to 84","Wyoming","--","9,558","--","--","--"
"2014","85+","Alabama","13**","83,571","15.56**","--","0"
"2014","85+","Alaska","--","5,753","--","--","--"
"2014","85+","Arizona","30","122,608","24.47","--","0"
"2014","85+","Arkansas","12**","55,404","21.66**","--","0"
"2014","85+","California","114","681,161","16.74","--","0"
"2014","85+","Colorado","23","80,745","28.49","--","0"
"2014","85+","Connecticut","--","90,815","--","--","--"
"2014","85+","Delaware","--","17,867","--","--","--"
"2014","85+","District of Columbia","--","11,432","--","--","--"
"2014","85+","Florida","91","508,870","17.88","--","0"
"2014","85+","Georgia","24","130,362","18.41","--","0"
"2014","85+","Hawaii","--","37,469","--","--","--"
"2014","85+","Idaho","13**","26,955","48.23**","--","0"
"2014","85+","Illinois","23","257,643","8.93","--","0"
"2014","85+","Indiana","14**","126,344","11.08**","--","0"
"2014","85+","Iowa","14**","78,929","17.74**","--","0"
"2014","85+","Kansas","--","63,418","--","--","--"
"2014","85+","Kentucky","12**","76,593","15.67**","--","0"
"2014","85+","Louisiana","--","74,399","--","--","--"
"2014","85+","Maine","--","32,166","--","--","--"
"2014","85+","Maryland","20**","110,155","18.16**","--","0"
"2014","85+","Massachusetts","--","157,658","--","--","--"
"2014","85+","Michigan","21","209,697","10.01","--","0"
"2014","85+","Minnesota","12**","116,561","10.30**","--","0"
"2014","85+","Mississippi","13**","49,214","26.42**","--","0"
"2014","85+","Missouri","29","125,274","23.15","--","0"
"2014","85+","Montana","13**","21,825","59.57**","--","0"
"2014","85+","Nebraska","--","41,777","--","--","--"
"2014","85+","Nevada","15**","37,037","40.50**","--","0"
"2014","85+","New Hampshire","--","28,587","--","--","--"
"2014","85+","New Jersey","12**","196,392","6.11**","--","0"
"2014","85+","New Mexico","10**","36,465","27.42**","--","0"
"2014","85+","New York","21","433,926","4.84","--","0"
"2014","85+","North Carolina","25","169,642","14.74","--","0"
"2014","85+","North Dakota","--","18,060","--","--","--"
"2014","85+","Ohio","33","251,207","13.14","--","0"
"2014","85+","Oklahoma","14**","67,697","20.68**","--","0"
"2014","85+","Oregon","28","82,643","33.88","--","0"
"2014","85+","Pennsylvania","38","331,439","11.47","--","0"
"2014","85+","Rhode Island","--","28,532","--","--","--"
"2014","85+","South Carolina","14**","79,936","17.51**","--","0"
"2014","85+","South Dakota","--","20,516","--","--","--"
"2014","85+","Tennessee","22","110,900","19.84","--","0"
"2014","85+","Texas","72","355,024","20.28","--","0"
"2014","85+","Utah","--","34,548","--","--","--"
"2014","85+","Vermont","--","13,973","--","--","--"
"2014","85+","Virginia","22","138,326","15.90","--","0"
"2014","85+","Washington","22","127,130","17.31","--","0"
"2014","85+","West Virginia","--","39,538","--","--","--"
"2014","85+","Wisconsin","--","127,065","--","--","--"
"2014","85+","Wyoming","--","9,998","--","--","--"
"2014","Unknown","Colorado","--","--","--","--","--"
"2014","Unknown","Florida","--","--","--","--","--"
"2014","Unknown","Illinois","--","--","--","--","--"
"2014","Unknown","Pennsylvania","--","--","--","--","--"
"2013","0 to 4","Alabama","--","294,814","--","--","--"
"2013","0 to 4","Alaska","--","55,532","--","--","--"
"2013","0 to 4","Arizona","--","435,246","--","--","--"
"2013","0 to 4","Arkansas","--","191,702","--","--","--"
"2013","0 to 4","California","--","2,501,474","--","--","--"
"2013","0 to 4","Colorado","--","335,218","--","--","--"
"2013","0 to 4","Connecticut","--","190,429","--","--","--"
"2013","0 to 4","Delaware","0**","55,449","0.00**","--","--"
"2013","0 to 4","District of Columbia","0**","41,298","0.00**","--","--"
"2013","0 to 4","Florida","--","1,072,096","--","--","--"
"2013","0 to 4","Georgia","--","661,679","--","--","--"
"2013","0 to 4","Hawaii","0**","92,478","0.00**","--","--"
"2013","0 to 4","Idaho","--","114,935","--","--","--"
"2013","0 to 4","Illinois","--","801,267","--","--","--"
"2013","0 to 4","Indiana","--","420,629","--","--","--"
"2013","0 to 4","Iowa","0**","196,162","0.00**","--","--"
"2013","0 to 4","Kansas","--","201,000","--","--","--"
"2013","0 to 4","Kentucky","--","276,798","--","--","--"
"2013","0 to 4","Louisiana","--","308,134","--","--","--"
"2013","0 to 4","Maine","0**","65,579","0.00**","--","--"
"2013","0 to 4","Maryland","--","365,603","--","--","--"
"2013","0 to 4","Massachusetts","0**","365,242","0.00**","--","--"
"2013","0 to 4","Michigan","--","575,334","--","--","--"
"2013","0 to 4","Minnesota","0**","348,105","0.00**","--","--"
"2013","0 to 4","Mississippi","0**","196,368","0.00**","--","--"
"2013","0 to 4","Missouri","--","376,771","--","--","--"
"2013","0 to 4","Montana","0**","61,536","0.00**","--","--"
"2013","0 to 4","Nebraska","0**","130,392","0.00**","--","--"
"2013","0 to 4","Nevada","0**","178,304","0.00**","--","--"
"2013","0 to 4","New Hampshire","0**","65,581","0.00**","--","--"
"2013","0 to 4","New Jersey","0**","528,463","0.00**","--","--"
"2013","0 to 4","New Mexico","--","138,178","--","--","--"
"2013","0 to 4","New York","--","1,176,373","--","--","--"
"2013","0 to 4","North Carolina","--","608,163","--","--","--"
"2013","0 to 4","North Dakota","0**","49,396","0.00**","--","--"
"2013","0 to 4","Ohio","--","696,461","--","--","--"
"2013","0 to 4","Oklahoma","--","265,733","--","--","--"
"2013","0 to 4","Oregon","--","231,067","--","--","--"
"2013","0 to 4","Pennsylvania","--","715,243","--","--","--"
"2013","0 to 4","Rhode Island","0**","55,088","0.00**","--","--"
"2013","0 to 4","South Carolina","--","290,689","--","--","--"
"2013","0 to 4","South Dakota","--","60,074","--","--","--"
"2013","0 to 4","Tennessee","--","400,495","--","--","--"
"2013","0 to 4","Texas","--","1,938,507","--","--","--"
"2013","0 to 4","Utah","--","256,160","--","--","--"
"2013","0 to 4","Vermont","0**","30,646","0.00**","--","--"
"2013","0 to 4","Virginia","0**","510,464","0.00**","--","--"
"2013","0 to 4","Washington","--","443,184","--","--","--"
"2013","0 to 4","West Virginia","0**","102,810","0.00**","--","--"
"2013","0 to 4","Wisconsin","0**","344,028","0.00**","--","--"
"2013","0 to 4","Wyoming","0**","38,807","0.00**","--","--"
"2013","5 to 9","Alabama","0**","307,034","0.00**","--","--"
"2013","5 to 9","Alaska","--","52,111","--","--","--"
"2013","5 to 9","Arizona","0**","460,300","0.00**","--","--"
"2013","5 to 9","Arkansas","--","200,315","--","--","--"
"2013","5 to 9","California","--","2,556,700","--","--","--"
"2013","5 to 9","Colorado","--","356,817","--","--","--"
"2013","5 to 9","Connecticut","0**","214,485","0.00**","--","--"
"2013","5 to 9","Delaware","0**","56,719","0.00**","--","--"
"2013","5 to 9","District of Columbia","0**","29,840","0.00**","--","--"
"2013","5 to 9","Florida","--","1,115,091","--","--","--"
"2013","5 to 9","Georgia","--","703,383","--","--","--"
"2013","5 to 9","Hawaii","0**","86,147","0.00**","--","--"
"2013","5 to 9","Idaho","--","123,093","--","--","--"
"2013","5 to 9","Illinois","--","842,371","--","--","--"
"2013","5 to 9","Indiana","0**","444,071","0.00**","--","--"
"2013","5 to 9","Iowa","0**","205,930","0.00**","--","--"
"2013","5 to 9","Kansas","--","204,940","--","--","--"
"2013","5 to 9","Kentucky","--","285,116","--","--","--"
"2013","5 to 9","Louisiana","--","313,802","--","--","--"
"2013","5 to 9","Maine","0**","72,451","0.00**","--","--"
"2013","5 to 9","Maryland","0**","372,649","0.00**","--","--"
"2013","5 to 9","Massachusetts","0**","381,240","0.00**","--","--"
"2013","5 to 9","Michigan","--","615,729","--","--","--"
"2013","5 to 9","Minnesota","--","363,456","--","--","--"
"2013","5 to 9","Mississippi","--","209,862","--","--","--"
"2013","5 to 9","Missouri","--","391,961","--","--","--"
"2013","5 to 9","Montana","0**","63,451","0.00**","--","--"
"2013","5 to 9","Nebraska","--","132,985","--","--","--"
"2013","5 to 9","Nevada","--","186,302","--","--","--"
"2013","5 to 9","New Hampshire","--","74,077","--","--","--"
"2013","5 to 9","New Jersey","--","555,582","--","--","--"
"2013","5 to 9","New Mexico","--","144,948","--","--","--"
"2013","5 to 9","New York","--","1,148,534","--","--","--"
"2013","5 to 9","North Carolina","0**","644,500","0.00**","--","--"
"2013","5 to 9","North Dakota","0**","46,830","0.00**","--","--"
"2013","5 to 9","Ohio","--","733,870","--","--","--"
"2013","5 to 9","Oklahoma","0**","269,440","0.00**","--","--"
"2013","5 to 9","Oregon","--","240,692","--","--","--"
"2013","5 to 9","Pennsylvania","--","747,567","--","--","--"
"2013","5 to 9","Rhode Island","0**","59,002","0.00**","--","--"
"2013","5 to 9","South Carolina","--","304,978","--","--","--"
"2013","5 to 9","South Dakota","0**","60,027","0.00**","--","--"
"2013","5 to 9","Tennessee","--","418,584","--","--","--"
"2013","5 to 9","Texas","--","2,000,914","--","--","--"
"2013","5 to 9","Utah","0**","260,603","0.00**","--","--"
"2013","5 to 9","Vermont","0**","33,659","0.00**","--","--"
"2013","5 to 9","Virginia","--","522,858","--","--","--"
"2013","5 to 9","Washington","0**","446,984","0.00**","--","--"
"2013","5 to 9","West Virginia","0**","105,952","0.00**","--","--"
"2013","5 to 9","Wisconsin","--","367,372","--","--","--"
"2013","5 to 9","Wyoming","0**","40,267","0.00**","--","--"
"2013","10 to 14","Alabama","--","316,966","--","--","--"
"2013","10 to 14","Alaska","--","50,727","--","--","--"
"2013","10 to 14","Arizona","--","453,737","--","--","--"
"2013","10 to 14","Arkansas","--","198,359","--","--","--"
"2013","10 to 14","California","23","2,525,989","0.91","--","1,199"
"2013","10 to 14","Colorado","--","349,162","--","--","--"
"2013","10 to 14","Connecticut","0**","231,751","0.00**","--","--"
"2013","10 to 14","Delaware","0**","57,039","0.00**","--","--"
"2013","10 to 14","District of Columbia","0**","25,478","0.00**","--","--"
"2013","10 to 14","Florida","18**","1,133,765","1.59**","--","952"
"2013","10 to 14","Georgia","10**","706,166","1.42**","--","517"
"2013","10 to 14","Hawaii","0**","82,118","0.00**","--","--"
"2013","10 to 14","Idaho","--","120,889","--","--","--"
"2013","10 to 14","Illinois","13**","858,290","1.52**","--","669"
"2013","10 to 14","Indiana","--","450,986","--","--","--"
"2013","10 to 14","Iowa","--","202,536","--","--","--"
"2013","10 to 14","Kansas","--","200,881","--","--","--"
"2013","10 to 14","Kentucky","--","285,206","--","--","--"
"2013","10 to 14","Louisiana","13**","308,813","4.21**","--","670"
"2013","10 to 14","Maine","--","75,745","--","--","--"
"2013","10 to 14","Maryland","--","376,224","--","--","--"
"2013","10 to 14","Massachusetts","0**","400,273","0.00**","--","--"
"2013","10 to 14","Michigan","14**","651,608","2.15**","--","734"
"2013","10 to 14","Minnesota","--","354,931","--","--","--"
"2013","10 to 14","Mississippi","--","206,416","--","--","--"
"2013","10 to 14","Missouri","--","392,392","--","--","--"
"2013","10 to 14","Montana","--","61,691","--","--","--"
"2013","10 to 14","Nebraska","--","127,385","--","--","--"
"2013","10 to 14","Nevada","--","182,871","--","--","--"
"2013","10 to 14","New Hampshire","--","80,433","--","--","--"
"2013","10 to 14","New Jersey","--","573,555","--","--","--"
"2013","10 to 14","New Mexico","--","142,416","--","--","--"
"2013","10 to 14","New York","--","1,176,345","--","--","--"
"2013","10 to 14","North Carolina","--","650,516","--","--","--"
"2013","10 to 14","North Dakota","0**","41,712","0.00**","--","--"
"2013","10 to 14","Ohio","--","759,976","--","--","--"
"2013","10 to 14","Oklahoma","--","261,778","--","--","--"
"2013","10 to 14","Oregon","--","239,908","--","--","--"
"2013","10 to 14","Pennsylvania","--","772,448","--","--","--"
"2013","10 to 14","Rhode Island","--","61,474","--","--","--"
"2013","10 to 14","South Carolina","--","303,422","--","--","--"
"2013","10 to 14","South Dakota","0**","55,080","0.00**","--","--"
"2013","10 to 14","Tennessee","--","422,548","--","--","--"
"2013","10 to 14","Texas","20**","1,970,681","1.02**","--","1,042"
"2013","10 to 14","Utah","--","244,727","--","--","--"
"2013","10 to 14","Vermont","--","35,809","--","--","--"
"2013","10 to 14","Virginia","--","520,515","--","--","--"
"2013","10 to 14","Washington","--","437,981","--","--","--"
"2013","10 to 14","West Virginia","--","107,889","--","--","--"
"2013","10 to 14","Wisconsin","--","372,459","--","--","--"
"2013","10 to 14","Wyoming","--","36,921","--","--","--"
"2013","15 to 19","Alabama","42","321,114","13.08","--","1,985"
"2013","15 to 19","Alaska","15**","48,791","30.74**","--","712"
"2013","15 to 19","Arizona","45","452,252","9.95","--","2,140"
"2013","15 to 19","Arkansas","22","197,121","11.16","--","1,046"
"2013","15 to 19","California","227","2,656,464","8.55","--","10,741"
"2013","15 to 19","Colorado","25","338,982","7.38","--","1,191"
"2013","15 to 19","Connecticut","--","253,906","--","--","--"
"2013","15 to 19","Delaware","10**","60,375","16.56**","--","472"
"2013","15 to 19","District of Columbia","--","37,822","--","--","--"
"2013","15 to 19","Florida","113","1,175,148","9.62","--","5,345"
"2013","15 to 19","Georgia","78","695,196","11.22","--","3,697"
"2013","15 to 19","Hawaii","0**","80,044","0.00**","--","--"
"2013","15 to 19","Idaho","11**","114,178","9.63**","--","519"
"2013","15 to 19","Illinois","131","875,843","14.96","--","6,231"
"2013","15 to 19","Indiana","70","457,470","15.30","--","3,297"
"2013","15 to 19","Iowa","15**","213,823","7.02**","--","715"
"2013","15 to 19","Kansas","13**","199,978","6.50**","--","611"
"2013","15 to 19","Kentucky","24","286,036","8.39","--","1,138"
"2013","15 to 19","Louisiana","77","301,856","25.51","--","3,642"
"2013","15 to 19","Maine","--","83,085","--","--","--"
"2013","15 to 19","Maryland","40","391,010","10.23","--","1,879"
"2013","15 to 19","Massachusetts","--","461,959","--","--","--"
"2013","15 to 19","Michigan","86","689,422","12.47","--","4,091"
"2013","15 to 19","Minnesota","20**","358,086","5.59**","--","948"
"2013","15 to 19","Mississippi","29","210,019","13.81","--","1,388"
"2013","15 to 19","Missouri","49","398,480","12.30","--","2,346"
"2013","15 to 19","Montana","12**","64,387","18.64**","--","573"
"2013","15 to 19","Nebraska","11**","127,485","8.63**","--","515"
"2013","15 to 19","Nevada","15**","174,556","8.59**","--","719"
"2013","15 to 19","New Hampshire","--","91,282","--","--","--"
"2013","15 to 19","New Jersey","42","579,316","7.25","--","1,979"
"2013","15 to 19","New Mexico","16**","141,589","11.30**","--","760"
"2013","15 to 19","New York","44","1,277,870","3.44","--","2,076"
"2013","15 to 19","North Carolina","76","650,654","11.68","--","3,604"
"2013","15 to 19","North Dakota","--","48,018","--","--","--"
"2013","15 to 19","Ohio","80","780,513","10.25","--","3,779"
"2013","15 to 19","Oklahoma","36","255,948","14.07","--","1,724"
"2013","15 to 19","Oregon","29","243,808","11.90","--","1,376"
"2013","15 to 19","Pennsylvania","89","850,858","10.46","--","4,215"
"2013","15 to 19","Rhode Island","--","75,291","--","--","--"
"2013","15 to 19","South Carolina","37","310,467","11.92","--","1,754"
"2013","15 to 19","South Dakota","--","56,594","--","--","--"
"2013","15 to 19","Tennessee","69","418,461","16.49","--","3,266"
"2013","15 to 19","Texas","177","1,896,904","9.33","--","8,398"
"2013","15 to 19","Utah","18**","222,138","8.10**","--","865"
"2013","15 to 19","Vermont","--","44,773","--","--","--"
"2013","15 to 19","Virginia","37","538,007","6.88","--","1,750"
"2013","15 to 19","Washington","33","439,710","7.51","--","1,557"
"2013","15 to 19","West Virginia","--","112,386","--","--","--"
"2013","15 to 19","Wisconsin","33","386,658","8.54","--","1,575"
"2013","15 to 19","Wyoming","--","37,343","--","--","--"
"2013","20 to 24","Alabama","106","357,272","29.67","--","4,558"
"2013","20 to 24","Alaska","20**","61,039","32.77**","--","858"
"2013","20 to 24","Arizona","86","487,647","17.64","--","3,694"
"2013","20 to 24","Arkansas","60","213,152","28.15","--","2,580"
"2013","20 to 24","California","449","2,921,059","15.37","--","19,251"
"2013","20 to 24","Colorado","61","369,982","16.49","--","2,620"
"2013","20 to 24","Connecticut","25","238,136","10.50","--","1,077"
"2013","20 to 24","Delaware","10**","65,673","15.23**","--","432"
"2013","20 to 24","District of Columbia","17**","57,027","29.81**","--","731"
"2013","20 to 24","Florida","275","1,319,458","20.84","--","11,804"
"2013","20 to 24","Georgia","156","727,915","21.43","--","6,700"
"2013","20 to 24","Hawaii","--","102,082","--","--","--"
"2013","20 to 24","Idaho","21","112,865","18.61","--","908"
"2013","20 to 24","Illinois","181","906,356","19.97","--","7,776"
"2013","20 to 24","Indiana","120","486,077","24.69","--","5,165"
"2013","20 to 24","Iowa","24","230,558","10.41","--","1,040"
"2013","20 to 24","Kansas","37","217,986","16.97","--","1,586"
"2013","20 to 24","Kentucky","59","317,628","18.58","--","2,547"
"2013","20 to 24","Louisiana","149","353,678","42.13","--","6,448"
"2013","20 to 24","Maine","14**","80,387","17.42**","--","605"
"2013","20 to 24","Maryland","107","402,903","26.56","--","4,603"
"2013","20 to 24","Massachusetts","43","488,310","8.81","--","1,852"
"2013","20 to 24","Michigan","148","737,690","20.06","--","6,352"
"2013","20 to 24","Minnesota","52","362,209","14.36","--","2,219"
"2013","20 to 24","Mississippi","75","228,615","32.81","--","3,224"
"2013","20 to 24","Missouri","93","435,323","21.36","--","3,981"
