"Year","Sex","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2015","Males","Louisiana","812","2,283,827","35.55","35.79","20,819"
"2015","Males","Maine","125","650,756","19.21","17.73","1,965"
"2015","Males","Maryland","653","2,901,870","22.50","22.63","18,225"
"2015","Males","Massachusetts","191","3,296,395","5.79","5.55","4,593"
"2015","Males","Michigan","1,025","4,885,706","20.98","20.91","23,759"
"2015","Males","Minnesota","357","2,728,020","13.09","12.96","8,432"
"2015","Males","Mississippi","489","1,450,671","33.71","34.12","11,408"
"2015","Males","Missouri","939","2,981,334","31.50","31.26","23,093"
"2015","Males","Montana","168","519,201","32.36","31.05","3,291"
"2015","Males","Nebraska","150","943,017","15.91","15.73","3,819"
"2015","Males","Nevada","355","1,441,092","24.63","23.84","7,149"
"2015","Males","New Hampshire","100","662,017","15.11","14.91","1,817"
"2015","Males","New Jersey","440","4,327,879","10.17","10.20","11,634"
"2015","Males","New Mexico","331","1,034,730","31.99","31.90","7,305"
"2015","Males","New York","779","9,536,185","8.17","7.88","19,388"
"2015","Males","North Carolina","1,092","4,887,153","22.34","22.06","24,416"
"2015","Males","North Dakota","80","388,132","20.61","21.43","1,821"
"2015","Males","Ohio","1,197","5,691,115","21.03","20.81","28,529"
"2015","Males","Oklahoma","585","1,937,570","30.19","30.58","12,980"
"2015","Males","Oregon","409","1,990,263","20.55","19.58","7,694"
"2015","Males","Pennsylvania","1,303","6,258,827","20.82","20.21","30,112"
"2015","Males","Rhode Island","46","513,263","8.96","8.86","951"
"2015","Males","South Carolina","696","2,377,801","29.27","28.85","17,510"
"2015","Males","South Dakota","83","430,583","19.28","18.85","2,027"
"2015","Males","Tennessee","894","3,216,957","27.79","27.77","19,970"
"2015","Males","Texas","2,671","13,642,714","19.58","19.98","63,585"
"2015","Males","Utah","318","1,501,242","21.18","22.61","7,801"
"2015","Males","Vermont","63","308,980","20.39","17.46","1,013"
"2015","Males","Virginia","796","4,116,448","19.34","18.69","18,239"
"2015","Males","Washington","587","3,580,700","16.39","16.30","12,548"
"2015","Males","West Virginia","235","911,507","25.78","24.00","3,857"
"2015","Males","Wisconsin","543","2,864,513","18.96","18.39","12,512"
"2015","Males","Wyoming","96","299,683","32.03","32.54","2,028"
"2015","Females","Alabama","171","2,501,997","6.84","6.84","3,799"
"2015","Females","Alaska","37","351,714","10.52","10.98","1,197"
"2015","Females","Arizona","168","3,435,368","4.89","4.78","3,728"
"2015","Females","Arkansas","100","1,515,816","6.60","6.43","2,206"
"2015","Females","California","338","19,575,981","1.73","1.67","7,464"
"2015","Females","Colorado","100","2,713,032","3.69","3.65","2,240"
"2015","Females","Connecticut","22","1,838,202","1.20","1.20","446"
"2015","Females","Delaware","16**","486,044","3.29**","3.03**","334"
"2015","Females","District of Columbia","--","355,848","--","--","--"
"2015","Females","Florida","373","10,330,862","3.61","3.48","7,614"
"2015","Females","Georgia","253","5,222,914","4.84","4.81","5,994"
"2015","Females","Hawaii","--","707,788","--","--","--"
"2015","Females","Idaho","36","824,601","4.37","4.39","712"
"2015","Females","Illinois","115","6,545,496","1.76","1.75","2,992"
"2015","Females","Indiana","123","3,353,205","3.67","3.76","3,496"
"2015","Females","Iowa","40","1,570,465","2.55","2.65","998"
"2015","Females","Kansas","50","1,460,522","3.42","3.58","1,340"
"2015","Females","Kentucky","111","2,246,861","4.94","4.79","2,308"
"2015","Females","Louisiana","140","2,383,171","5.88","5.79","3,339"
"2015","Females","Maine","19**","678,342","2.80**","2.80**","357"
"2015","Females","Maryland","55","3,086,658","1.78","1.78","1,402"
"2015","Females","Massachusetts","22","3,501,089","0.63","0.65","531"
"2015","Females","Michigan","139","5,048,777","2.75","2.81","3,418"
"2015","Females","Minnesota","53","2,755,982","1.92","2.04","1,278"
"2015","Females","Mississippi","100","1,539,560","6.50","6.15","1,681"
"2015","Females","Missouri","155","3,094,077","5.01","5.18","3,746"
"2015","Females","Montana","37","512,294","7.22","7.88","996"
"2015","Females","Nebraska","19**","949,042","2.00**","1.96**","549"
"2015","Females","Nevada","91","1,427,439","6.38","6.33","2,006"
"2015","Females","New Hampshire","21","675,463","3.11","3.09","431"
"2015","Females","New Jersey","35","4,542,433","0.77","0.76","827"
"2015","Females","New Mexico","59","1,055,341","5.59","5.46","1,345"
"2015","Females","New York","70","10,121,136","0.69","0.67","1,739"
"2015","Females","North Carolina","197","5,150,065","3.83","3.72","4,300"
"2015","Females","North Dakota","12**","367,405","3.27**","3.39**","284"
"2015","Females","Ohio","200","5,931,200","3.37","3.52","4,783"
"2015","Females","Oklahoma","121","1,972,948","6.13","5.94","2,637"
"2015","Females","Oregon","77","2,028,279","3.80","3.63","1,361"
"2015","Females","Pennsylvania","182","6,531,011","2.79","2.77","3,904"
"2015","Females","Rhode Island","--","543,623","--","--","--"
"2015","Females","South Carolina","154","2,518,205","6.12","6.01","3,205"
"2015","Females","South Dakota","13**","424,080","3.07**","3.28**","347"
"2015","Females","Tennessee","181","3,378,397","5.36","5.10","3,543"
"2015","Females","Texas","532","13,825,817","3.85","3.88","11,414"
"2015","Females","Utah","49","1,482,384","3.31","3.26","1,404"
"2015","Females","Vermont","--","316,830","--","--","--"
"2015","Females","Virginia","150","4,250,855","3.53","3.41","3,238"
"2015","Females","Washington","131","3,586,587","3.65","3.62","2,750"
"2015","Females","West Virginia","43","931,825","4.62","4.70","899"
"2015","Females","Wisconsin","70","2,898,414","2.42","2.35","1,563"
"2015","Females","Wyoming","17**","286,706","5.93**","6.39**","472"
"2014","Males","Alabama","676","2,348,012","28.79","29.23","15,586"
"2014","Males","Alaska","123","385,994","31.87","31.15","3,113"
"2014","Males","Arizona","773","3,347,316","23.09","22.76","15,610"
"2014","Males","Arkansas","404","1,457,950","27.71","27.63","8,647"
"2014","Males","California","2,599","19,164,689","13.56","13.41","59,603"
"2014","Males","Colorado","562","2,687,056","20.92","21.07","11,626"
"2014","Males","Connecticut","171","1,753,445","9.75","9.38","3,435"
"2014","Males","Delaware","99","451,683","21.92","22.37","2,153"
"2014","Males","District of Columbia","75","315,215","23.79","20.58","2,519"
"2014","Males","Florida","2,051","9,707,653","21.13","19.97","42,628"
"2014","Males","Georgia","1,156","4,908,947","23.55","23.70","27,995"
"2014","Males","Hawaii","37","711,074","5.20","4.98","548"
"2014","Males","Idaho","175","817,820","21.40","22.23","3,614"
"2014","Males","Illinois","1,069","6,324,583","16.90","16.65","30,201"
"2014","Males","Indiana","719","3,249,379","22.13","22.22","17,552"
"2014","Males","Iowa","207","1,544,749","13.40","12.84","3,929"
"2014","Males","Kansas","285","1,445,042","19.72","19.79","6,198"
"2014","Males","Kentucky","519","2,175,588","23.86","23.45","9,928"
"2014","Males","Louisiana","733","2,273,563","32.24","31.93","18,950"
"2014","Males","Maine","116","651,946","17.79","16.82","1,999"
"2014","Males","Maryland","477","2,887,562","16.52","16.43","11,691"
"2014","Males","Massachusetts","198","3,279,870","6.04","5.67","4,859"
"2014","Males","Michigan","955","4,881,058","19.57","19.46","23,096"
"2014","Males","Minnesota","329","2,710,495","12.14","11.73","6,715"
"2014","Males","Mississippi","469","1,453,002","32.28","32.64","12,026"
"2014","Males","Missouri","809","2,972,346","27.22","26.94","18,238"
"2014","Males","Montana","150","514,297","29.17","28.07","2,569"
"2014","Males","Nebraska","165","936,181","17.63","17.63","3,829"
"2014","Males","Nevada","358","1,417,645","25.25","25.20","7,438"
"2014","Males","New Hampshire","111","659,684","16.83","15.90","2,283"
"2014","Males","New Jersey","421","4,326,008","9.73","9.80","11,347"
"2014","Males","New Mexico","293","1,035,069","28.31","27.69","6,278"
"2014","Males","New York","797","9,530,747","8.36","7.98","19,159"
"2014","Males","North Carolina","992","4,837,572","20.51","20.03","22,049"
"2014","Males","North Dakota","89","378,606","23.51","21.36","2,073"
"2014","Males","Ohio","1,054","5,680,785","18.55","18.39","24,076"
"2014","Males","Oklahoma","490","1,921,858","25.50","25.52","10,577"
"2014","Males","Oregon","418","1,963,056","21.29","20.26","7,091"
"2014","Males","Pennsylvania","1,224","6,255,623","19.57","18.70","26,403"
"2014","Males","Rhode Island","29","512,440","5.66","5.21","712"
"2014","Males","South Carolina","626","2,344,514","26.70","26.12","14,723"
"2014","Males","South Dakota","71","427,747","16.60","16.60","1,744"
"2014","Males","Tennessee","858","3,192,084","26.88","26.53","19,217"
"2014","Males","Texas","2,355","13,385,928","17.59","18.11","54,573"
"2014","Males","Utah","289","1,477,790","19.56","21.49","6,748"
"2014","Males","Vermont","61","308,771","19.76","18.18","1,083"
"2014","Males","Virginia","749","4,089,021","18.32","17.92","16,299"
"2014","Males","Washington","596","3,524,233","16.91","16.60","12,729"
"2014","Males","West Virginia","234","914,282","25.59","23.86","4,245"
"2014","Males","Wisconsin","423","2,858,077","14.80","14.33","9,285"
"2014","Males","Wyoming","76","297,755","25.52","26.32","1,849"
"2014","Females","Alabama","139","2,495,725","5.57","5.42","3,020"
"2014","Females","Alaska","22","351,081","6.27","5.99","610"
"2014","Females","Arizona","154","3,385,557","4.55","4.44","3,242"
"2014","Females","Arkansas","92","1,510,809","6.09","5.99","1,880"
"2014","Females","California","343","19,422,017","1.77","1.70","6,787"
"2014","Females","Colorado","101","2,665,581","3.79","3.84","2,290"
"2014","Females","Connecticut","16**","1,842,252","0.87**","0.78**","279"
"2014","Females","Delaware","--","481,448","--","--","--"
"2014","Females","District of Columbia","11**","348,388","3.16**","2.87**","362"
"2014","Females","Florida","359","10,146,227","3.54","3.44","7,478"
"2014","Females","Georgia","235","5,162,257","4.55","4.50","5,024"
"2014","Females","Hawaii","--","704,261","--","--","--"
"2014","Females","Idaho","38","814,428","4.67","4.67","806"
"2014","Females","Illinois","110","6,560,509","1.68","1.70","2,826"
"2014","Females","Indiana","99","3,346,640","2.96","2.93","2,111"
"2014","Females","Iowa","34","1,565,894","2.17","2.23","854"
"2014","Females","Kansas","44","1,456,819","3.02","3.10","1,132"
"2014","Females","Kentucky","115","2,241,404","5.13","4.98","2,353"
"2014","Females","Louisiana","163","2,372,375","6.87","6.73","4,124"
"2014","Females","Maine","17**","679,271","2.50**","2.58**","400"
"2014","Females","Maryland","69","3,072,502","2.25","2.24","1,569"
"2014","Females","Massachusetts","28","3,484,994","0.80","0.76","597"
"2014","Females","Michigan","140","5,050,975","2.77","2.84","3,658"
"2014","Females","Minnesota","48","2,742,170","1.75","1.71","1,201"
"2014","Females","Mississippi","78","1,538,890","5.07","5.05","1,588"
"2014","Females","Missouri","134","3,086,784","4.34","4.24","2,940"
"2014","Females","Montana","22","508,360","4.33","4.58","468"
"2014","Females","Nebraska","14**","943,774","1.48**","1.53**","392"
"2014","Females","Nevada","71","1,401,290","5.07","4.69","1,253"
"2014","Females","New Hampshire","11**","674,573","1.63**","1.62**","267"
"2014","Females","New Jersey","47","4,541,269","1.04","1.04","1,101"
"2014","Females","New Mexico","47","1,055,167","4.45","4.38","1,072"
"2014","Females","New York","78","10,122,684","0.77","0.72","1,829"
"2014","Females","North Carolina","214","5,099,723","4.20","4.11","4,600"
"2014","Females","North Dakota","--","360,130","--","--","--"
"2014","Females","Ohio","157","5,925,788","2.65","2.72","3,898"
"2014","Females","Oklahoma","121","1,957,329","6.18","6.26","2,963"
"2014","Females","Oregon","79","2,002,391","3.95","3.82","1,551"
"2014","Females","Pennsylvania","166","6,536,769","2.54","2.58","3,712"
"2014","Females","Rhode Island","--","544,071","--","--","--"
"2014","Females","South Carolina","141","2,482,344","5.68","5.57","3,096"
"2014","Females","South Dakota","18**","421,923","4.27**","3.99**","362"
"2014","Females","Tennessee","158","3,352,533","4.71","4.57","3,213"
"2014","Females","Texas","493","13,577,164","3.63","3.66","11,264"
"2014","Females","Utah","48","1,460,537","3.29","3.63","1,223"
"2014","Females","Vermont","--","316,922","--","--","--"
"2014","Females","Virginia","140","4,226,409","3.31","3.19","3,109"
"2014","Females","Washington","106","3,533,298","3.00","2.97","2,548"
"2014","Females","West Virginia","52","936,287","5.55","5.72","1,159"
"2014","Females","Wisconsin","64","2,895,122","2.21","2.25","1,579"
"2014","Females","Wyoming","17**","285,404","5.96**","6.03**","404"
"2013","Males","Alabama","722","2,343,135","30.81","30.83","16,752"
"2013","Males","Alaska","119","385,939","30.83","31.03","3,444"
"2013","Males","Arizona","793","3,297,562","24.05","24.00","16,432"
"2013","Males","Arkansas","426","1,453,888","29.30","29.15","9,669"
"2013","Males","California","2,671","18,996,586","14.06","13.93","63,793"
"2013","Males","Colorado","522","2,643,323","19.75","19.65","10,723"
"2013","Males","Connecticut","151","1,752,602","8.62","8.57","3,770"
"2013","Males","Delaware","84","447,252","18.78","18.33","1,803"
"2013","Males","District of Columbia","68","309,137","22.00","17.06","2,445"
"2013","Males","Florida","2,030","9,560,101","21.23","20.07","41,516"
"2013","Males","Georgia","1,051","4,865,905","21.60","21.95","25,322"
"2013","Males","Hawaii","31","707,258","4.38","4.10","508"
"2013","Males","Idaho","192","807,413","23.78","24.01","3,812"
"2013","Males","Illinois","994","6,329,266","15.71","15.47","27,838"
"2013","Males","Indiana","737","3,236,108","22.77","22.96","18,204"
"2013","Males","Iowa","221","1,535,373","14.39","14.23","4,452"
"2013","Males","Kansas","289","1,439,885","20.07","19.80","6,225"
"2013","Males","Kentucky","500","2,171,075","23.03","22.24","10,106"
"2013","Males","Louisiana","764","2,263,782","33.75","33.92","21,175"
"2013","Males","Maine","137","650,942","21.05","19.36","2,304"
"2013","Males","Maryland","515","2,870,851","17.94","17.78","14,045"
"2013","Males","Massachusetts","195","3,254,176","5.99","5.72","5,144"
"2013","Males","Michigan","1,044","4,869,738","21.44","21.43","25,051"
"2013","Males","Minnesota","375","2,690,446","13.94","13.63","8,107"
"2013","Males","Mississippi","428","1,452,993","29.46","29.75","10,642"
"2013","Males","Missouri","757","2,963,712","25.54","25.37","16,909"
"2013","Males","Montana","142","509,669","27.86","27.59","2,854"
"2013","Males","Nebraska","150","928,270","16.16","16.44","3,303"
"2013","Males","Nevada","329","1,397,895","23.54","23.06","6,493"
"2013","Males","New Hampshire","86","655,460","13.12","12.20","1,643"
"2013","Males","New Jersey","461","4,319,443","10.67","10.67","12,599"
"2013","Males","New Mexico","274","1,036,017","26.45","26.30","6,096"
"2013","Males","New York","782","9,515,522","8.22","7.89","18,655"
"2013","Males","North Carolina","1,036","4,795,806","21.60","21.36","23,749"
"2013","Males","North Dakota","81","369,328","21.93","21.07","2,087"
"2013","Males","Ohio","1,114","5,665,068","19.66","19.56","25,803"
"2013","Males","Oklahoma","515","1,909,004","26.98","27.31","11,813"
"2013","Males","Oregon","387","1,942,108","19.93","19.06","7,205"
"2013","Males","Pennsylvania","1,252","6,246,744","20.04","19.63","28,482"
"2013","Males","Rhode Island","46","511,425","8.99","8.84","1,079"
"2013","Males","South Carolina","606","2,316,061","26.17","25.76","13,568"
"2013","Males","South Dakota","74","423,958","17.46","18.10","1,781"
"2013","Males","Tennessee","864","3,167,856","27.27","26.83","18,602"
"2013","Males","Texas","2,331","13,142,117","17.74","18.28","54,042"
"2013","Males","Utah","289","1,457,715","19.83","21.62","6,358"
"2013","Males","Vermont","50","309,197","16.17","14.81","662"
"2013","Males","Virginia","723","4,058,106","17.82","17.52","15,668"
"2013","Males","Washington","542","3,475,313","15.60","15.28","10,924"
"2013","Males","West Virginia","249","916,456","27.17","25.92","4,476"
"2013","Males","Wisconsin","507","2,849,566","17.79","17.46","10,909"
"2013","Males","Wyoming","88","297,502","29.58","28.03","1,678"
"2013","Females","Alabama","138","2,488,451","5.55","5.41","2,832"
"2013","Females","Alaska","25","351,687","7.11","7.03","657"
"2013","Females","Arizona","148","3,337,128","4.44","4.29","3,025"
"2013","Females","Arkansas","75","1,506,571","4.98","4.92","1,493"
"2013","Females","California","355","19,257,182","1.84","1.76","7,815"
"2013","Females","Colorado","97","2,627,451","3.69","3.58","2,303"
"2013","Females","Connecticut","10**","1,843,190","0.54**","0.54**","227"
"2013","Females","Delaware","16**","476,810","3.36**","3.33**","337"
"2013","Females","District of Columbia","--","342,422","--","--","--"
"2013","Females","Florida","412","9,991,577","4.12","4.01","8,602"
"2013","Females","Georgia","211","5,109,687","4.13","4.00","4,306"
"2013","Females","Hawaii","--","701,564","--","--","--"
"2013","Females","Idaho","35","804,640","4.35","4.53","889"
"2013","Females","Illinois","123","6,566,512","1.87","1.83","3,053"
"2013","Females","Indiana","120","3,334,467","3.60","3.65","2,954"
"2013","Females","Iowa","32","1,558,562","2.05","2.18","684"
"2013","Females","Kansas","42","1,454,421","2.89","2.90","1,015"
"2013","Females","Kentucky","122","2,235,831","5.46","5.39","2,737"
"2013","Females","Louisiana","122","2,362,258","5.17","5.17","2,900"
"2013","Females","Maine","21","677,601","3.10","2.88","369"
"2013","Females","Maryland","63","3,054,346","2.06","2.04","1,702"
"2013","Females","Massachusetts","18**","3,460,982","0.52**","0.54**","446"
"2013","Females","Michigan","146","5,045,064","2.89","2.86","3,502"
"2013","Females","Minnesota","52","2,724,276","1.91","1.88","1,139"
"2013","Females","Mississippi","97","1,536,846","6.31","6.55","2,272"
"2013","Females","Missouri","123","3,079,277","3.99","3.98","3,078"
"2013","Females","Montana","30","504,489","5.95","5.99","773"
"2013","Females","Nebraska","18**","937,543","1.92**","1.98**","348"
"2013","Females","Nevada","66","1,379,061","4.79","4.75","1,232"
"2013","Females","New Hampshire","--","671,812","--","--","--"
"2013","Females","New Jersey","45","4,538,378","0.99","1.02","1,240"
"2013","Females","New Mexico","52","1,056,816","4.92","4.82","1,149"
"2013","Females","New York","81","10,110,966","0.80","0.75","1,689"
"2013","Females","North Carolina","187","5,050,911","3.70","3.55","3,605"
"2013","Females","North Dakota","--","353,821","--","--","--"
"2013","Females","Ohio","175","5,914,624","2.96","2.96","4,184"
"2013","Females","Oklahoma","117","1,944,887","6.02","6.10","2,473"
"2013","Females","Oregon","75","1,982,002","3.78","3.50","1,333"
"2013","Females","Pennsylvania","199","6,532,794","3.05","3.03","4,383"
"2013","Females","Rhode Island","10**","544,135","1.84**","1.96**","236"
"2013","Females","South Carolina","139","2,450,408","5.67","5.50","2,897"
"2013","Females","South Dakota","--","418,793","--","--","--"
"2013","Females","Tennessee","166","3,329,087","4.99","4.86","3,587"
"2013","Females","Texas","447","13,337,529","3.35","3.35","10,350"
"2013","Females","Utah","50","1,441,058","3.47","3.79","1,148"
"2013","Females","Vermont","15**","317,406","4.73**","4.71**","293"
"2013","Females","Virginia","141","4,197,755","3.36","3.29","2,836"
"2013","Females","Washington","90","3,490,939","2.58","2.43","1,797"
"2013","Females","West Virginia","31","938,312","3.30","3.26","589"
"2013","Females","Wisconsin","63","2,888,446","2.18","2.10","1,515"
"2013","Females","Wyoming","14**","285,118","4.91**","5.08**","298"
"2012","Males","Alabama","700","2,336,196","29.96","29.74","15,928"
"2012","Males","Alaska","114","381,032","29.92","29.56","3,074"
"2012","Males","Arizona","792","3,259,698","24.30","23.95","17,306"
"2012","Males","Arkansas","420","1,450,467","28.96","28.80","9,352"
"2012","Males","California","2,723","18,847,274","14.45","14.32","66,824"
"2012","Males","Colorado","577","2,603,488","22.16","21.65","12,311"
"2012","Males","Connecticut","185","1,751,542","10.56","10.56","4,728"
"2012","Males","Delaware","84","443,394","18.95","18.99","2,213"
"2012","Males","District of Columbia","64","301,023","21.26","18.34","2,137"
"2012","Males","Florida","2,045","9,437,047","21.67","20.58","42,323"
"2012","Males","Georgia","1,042","4,835,176","21.55","21.66","24,595"
"2012","Males","Hawaii","47","699,593","6.72","6.18","835"
"2012","Males","Idaho","179","799,097","22.40","22.94","3,941"
"2012","Males","Illinois","1,057","6,320,211","16.72","16.43","29,892"
"2012","Males","Indiana","680","3,219,531","21.12","21.27","15,592"
"2012","Males","Iowa","182","1,526,008","11.93","11.81","3,829"
"2012","Males","Kansas","330","1,434,229","23.01","23.08","7,454"
"2012","Males","Kentucky","539","2,160,319","24.95","24.87","11,517"
"2012","Males","Louisiana","710","2,251,808","31.53","31.66","19,885"
"2012","Males","Maine","115","650,263","17.69","16.71","2,057"
"2012","Males","Maryland","537","2,852,253","18.83","18.66","13,765"
"2012","Males","Massachusetts","207","3,228,809","6.41","6.20","4,663"
"2012","Males","Michigan","1,086","4,859,376","22.35","22.25","27,633"
"2012","Males","Minnesota","341","2,671,273","12.77","12.56","7,032"
"2012","Males","Mississippi","437","1,450,102","30.14","31.12","10,296"
"2012","Males","Missouri","762","2,953,531","25.80","25.72","18,163"
"2012","Males","Montana","147","504,199","29.16","28.21","2,927"
"2012","Males","Nebraska","157","921,143","17.04","17.34","3,668"
"2012","Males","Nevada","288","1,383,037","20.82","20.66","6,009"
"2012","Males","New Hampshire","99","653,766","15.14","14.23","1,891"
"2012","Males","New Jersey","406","4,311,083","9.42","9.51","11,231"
"2012","Males","New Mexico","284","1,032,898","27.50","27.59","6,118"
"2012","Males","New York","905","9,485,738","9.54","9.20","23,347"
"2012","Males","North Carolina","980","4,750,629","20.63","20.27","21,892"
"2012","Males","North Dakota","61","357,189","17.08","17.10","1,515"
"2012","Males","Ohio","1,073","5,646,833","19.00","18.89","24,176"
"2012","Males","Oklahoma","510","1,891,054","26.97","27.22","11,876"
"2012","Males","Oregon","375","1,930,147","19.43","18.78","6,916"
"2012","Males","Pennsylvania","1,282","6,235,679","20.56","20.06","31,564"
"2012","Males","Rhode Island","38","510,708","7.44","7.72","1,002"
"2012","Males","South Carolina","612","2,293,405","26.69","26.01","13,808"
"2012","Males","South Dakota","73","419,196","17.41","16.98","1,359"
"2012","Males","Tennessee","841","3,147,567","26.72","26.19","18,153"
"2012","Males","Texas","2,324","12,942,375","17.96","18.59","53,927"
"2012","Males","Utah","286","1,434,801","19.93","22.21","6,450"
"2012","Males","Vermont","55","308,870","17.81","17.77","1,230"
"2012","Males","Virginia","734","4,022,193","18.25","18.29","16,356"
"2012","Males","Washington","584","3,439,555","16.98","16.72","11,885"
"2012","Males","West Virginia","226","917,241","24.64","24.31","4,735"
"2012","Males","Wisconsin","440","2,840,515","15.49","15.19","10,176"
"2012","Males","Wyoming","103","294,466","34.98","35.48","2,267"
"2012","Females","Alabama","131","2,480,436","5.28","5.31","2,929"
"2012","Females","Alaska","18**","349,778","5.15**","5.13**","442"
"2012","Females","Arizona","154","3,296,646","4.67","4.49","2,973"
"2012","Females","Arkansas","70","1,502,409","4.66","5.00","1,878"
"2012","Females","California","345","19,097,277","1.81","1.77","7,574"
"2012","Females","Colorado","95","2,590,172","3.67","3.49","2,166"
"2012","Females","Connecticut","42","1,843,669","2.28","2.45","1,475"
"2012","Females","Delaware","12**","472,124","2.54**","2.61**","347"
"2012","Females","District of Columbia","--","334,714","--","--","--"
"2012","Females","Florida","428","9,864,969","4.34","4.16","8,195"
"2012","Females","Georgia","244","5,068,404","4.81","4.73","5,389"
"2012","Females","Hawaii","--","695,606","--","--","--"
"2012","Females","Idaho","28","796,813","3.51","3.48","510"
"2012","Females","Illinois","121","6,562,818","1.84","1.82","3,060"
"2012","Females","Indiana","120","3,319,458","3.62","3.67","2,872"
"2012","Females","Iowa","35","1,550,836","2.26","2.38","812"
"2012","Females","Kansas","47","1,451,795","3.24","3.44","1,076"
"2012","Females","Kentucky","116","2,227,546","5.21","5.25","2,764"
"2012","Females","Louisiana","135","2,350,259","5.74","5.88","3,306"
"2012","Females","Maine","15**","677,831","2.21**","1.86**","264"
"2012","Females","Maryland","52","3,036,122","1.71","1.67","1,426"
"2012","Females","Massachusetts","26","3,435,460","0.76","0.80","733"
"2012","Females","Michigan","136","5,038,913","2.70","2.66","3,675"
"2012","Females","Minnesota","41","2,706,227","1.52","1.53","1,001"
"2012","Females","Mississippi","98","1,534,497","6.39","6.73","2,301"
"2012","Females","Missouri","120","3,072,496","3.91","3.95","3,161"
"2012","Females","Montana","24","499,969","4.80","5.17","525"
"2012","Females","Nebraska","10**","932,548","1.07**","1.09**","308"
"2012","Females","Nevada","72","1,361,633","5.29","5.10","1,405"
"2012","Females","New Hampshire","18**","670,911","2.68**","2.40**","302"
"2012","Females","New Jersey","38","4,534,588","0.84","0.86","1,026"
"2012","Females","New Mexico","39","1,054,817","3.70","3.74","903"
"2012","Females","New York","72","10,088,624","0.71","0.70","1,780"
"2012","Females","North Carolina","195","5,001,181","3.90","3.83","4,310"
"2012","Females","North Dakota","12**","345,038","3.48**","3.39**","234"
"2012","Females","Ohio","190","5,904,138","3.22","3.30","4,582"
"2012","Females","Oklahoma","109","1,928,266","5.65","5.56","2,519"
"2012","Females","Oregon","68","1,969,955","3.45","3.28","1,486"
"2012","Females","Pennsylvania","171","6,533,444","2.62","2.53","3,706"
"2012","Females","Rhode Island","--","544,185","--","--","--"
"2012","Females","South Carolina","131","2,425,622","5.40","5.16","2,744"
"2012","Females","South Dakota","11**","414,663","2.65**","2.33**","166"
"2012","Females","Tennessee","154","3,308,185","4.66","4.60","3,421"
"2012","Females","Texas","419","13,141,745","3.19","3.21","9,819"
"2012","Females","Utah","38","1,419,345","2.68","2.85","1,024"
"2012","Females","Vermont","--","317,491","--","--","--"
"2012","Females","Virginia","106","4,165,263","2.55","2.52","2,307"
"2012","Females","Washington","97","3,459,044","2.80","2.74","2,224"
"2012","Females","West Virginia","52","940,205","5.53","5.75","1,244"
"2012","Females","Wisconsin","43","2,880,310","1.49","1.58","1,146"
"2012","Females","Wyoming","14**","282,190","4.96**","4.91**","292"
"2011","Males","Alabama","644","2,328,518","27.66","27.31","15,001"
"2011","Males","Alaska","102","375,929","27.13","27.33","2,701"
"2011","Males","Arizona","834","3,218,148","25.92","25.83","18,285"
"2011","Males","Arkansas","386","1,444,411","26.72","27.29","9,206"
"2011","Males","California","2,643","18,694,789","14.14","14.04","64,027"
"2011","Males","Colorado","494","2,566,778","19.25","19.06","10,728"
"2011","Males","Connecticut","193","1,747,728","11.04","10.99","4,898"
"2011","Males","Delaware","64","439,347","14.57","14.04","1,604"
"2011","Males","District of Columbia","81","293,695","27.58","23.39","2,957"
"2011","Males","Florida","2,012","9,319,031","21.59","20.58","42,299"
"2011","Males","Georgia","1,017","4,787,121","21.25","21.80","24,051"
"2011","Males","Hawaii","43","691,034","6.22","5.93","969"
"2011","Males","Idaho","165","793,303","20.80","21.66","3,581"
"2011","Males","Illinois","1,018","6,311,920","16.13","15.87","29,387"
"2011","Males","Indiana","544","3,206,957","16.96","17.08","12,692"
"2011","Males","Iowa","193","1,520,207","12.70","12.64","4,099"
"2011","Males","Kansas","273","1,424,226","19.17","19.02","6,250"
"2011","Males","Kentucky","522","2,150,213","24.28","24.20","10,817"
"2011","Males","Louisiana","723","2,239,686","32.28","32.17","19,887"
"2011","Males","Maine","113","650,466","17.37","16.48","1,933"
"2011","Males","Maryland","487","2,826,727","17.23","17.23","13,584"
"2011","Males","Massachusetts","231","3,201,390","7.22","6.94","5,940"
"2011","Males","Michigan","1,030","4,848,547","21.24","21.47","25,547"
"2011","Males","Minnesota","357","2,654,473","13.45","13.24","7,388"
"2011","Males","Mississippi","434","1,447,516","29.98","30.47","10,837"
"2011","Males","Missouri","726","2,945,437","24.65","24.40","16,729"
"2011","Males","Montana","138","500,509","27.57","27.12","2,901"
"2011","Males","Nebraska","141","914,129","15.43","15.82","3,070"
"2011","Males","Nevada","322","1,367,927","23.54","23.37","6,987"
"2011","Males","New Hampshire","79","651,509","12.13","11.15","1,673"
"2011","Males","New Jersey","446","4,300,909","10.37","10.40","12,665"
"2011","Males","New Mexico","263","1,028,317","25.58","26.17","6,066"
"2011","Males","New York","895","9,443,070","9.48","9.17","22,971"
"2011","Males","North Carolina","971","4,706,865","20.63","20.62","22,215"
"2011","Males","North Dakota","52","347,360","14.97","14.80","1,038"
"2011","Males","Ohio","1,057","5,639,710","18.74","18.65","25,396"
"2011","Males","Oklahoma","514","1,874,581","27.42","27.41","11,430"
