"Year","Sex","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2007","Females","Delaware","13**","449,398","2.89**","2.92**","242"
"2007","Females","District of Columbia","12**","302,949","3.96**","3.72**","419"
"2007","Females","Florida","339","9,378,587","3.62","3.57","7,703"
"2007","Females","Georgia","183","4,777,572","3.83","3.83","4,382"
"2007","Females","Hawaii","--","657,185","--","--","--"
"2007","Females","Idaho","18**","750,127","2.40**","2.59**","416"
"2007","Females","Illinois","102","6,467,577","1.58","1.59","2,934"
"2007","Females","Indiana","110","3,241,454","3.39","3.36","2,574"
"2007","Females","Iowa","12**","1,518,023","0.79**","0.81**","262"
"2007","Females","Kansas","32","1,405,705","2.28","2.30","950"
"2007","Females","Kentucky","98","2,164,210","4.53","4.50","2,199"
"2007","Females","Louisiana","128","2,239,125","5.72","5.89","3,270"
"2007","Females","Maine","12**","677,797","1.77**","1.78**","259"
"2007","Females","Maryland","68","2,920,109","2.33","2.28","1,664"
"2007","Females","Massachusetts","24","3,321,653","0.72","0.74","591"
"2007","Females","Michigan","128","5,091,035","2.51","2.55","3,311"
"2007","Females","Minnesota","37","2,622,551","1.41","1.37","921"
"2007","Females","Mississippi","87","1,507,071","5.77","5.90","1,986"
"2007","Females","Missouri","106","3,007,493","3.53","3.60","2,924"
"2007","Females","Montana","18**","480,939","3.74**","3.89**","444"
"2007","Females","Nebraska","23","900,106","2.56","2.57","541"
"2007","Females","Nevada","71","1,284,052","5.53","5.47","1,614"
"2007","Females","New Hampshire","10**","664,987","1.50**","1.59**","222"
"2007","Females","New Jersey","42","4,455,148","0.94","0.99","1,203"
"2007","Females","New Mexico","43","1,007,922","4.27","4.34","1,054"
"2007","Females","New York","91","9,881,510","0.92","0.93","2,520"
"2007","Females","North Carolina","177","4,677,313","3.78","3.80","3,996"
"2007","Females","North Dakota","--","324,066","--","--","--"
"2007","Females","Ohio","128","5,890,965","2.17","2.19","3,301"
"2007","Females","Oklahoma","83","1,837,175","4.52","4.35","1,724"
"2007","Females","Oregon","59","1,879,347","3.14","2.96","1,084"
"2007","Females","Pennsylvania","127","6,452,087","1.97","2.00","3,027"
"2007","Females","Rhode Island","--","546,859","--","--","--"
"2007","Females","South Carolina","97","2,280,792","4.25","4.21","2,348"
"2007","Females","South Dakota","--","396,650","--","--","--"
"2007","Females","Tennessee","156","3,162,280","4.93","4.79","3,162"
"2007","Females","Texas","368","12,010,572","3.06","3.11","8,984"
"2007","Females","Utah","38","1,292,672","2.94","3.18","1,012"
"2007","Females","Vermont","--","316,538","--","--","--"
"2007","Females","Virginia","132","3,947,966","3.34","3.28","3,244"
"2007","Females","Washington","65","3,247,800","2.00","1.96","1,437"
"2007","Females","West Virginia","34","932,683","3.65","3.66","720"
"2007","Females","Wisconsin","71","2,827,782","2.51","2.50","2,020"
"2007","Females","Wyoming","--","262,776","--","--","--"
"2006","Males","Alabama","658","2,243,501","29.33","29.62","16,521"
"2006","Males","Alaska","97","350,074","27.71","30.43","2,686"
"2006","Males","Arizona","843","3,003,007","28.07","28.11","21,709"
"2006","Males","Arkansas","373","1,383,333","26.96","27.31","8,700"
"2006","Males","California","2,997","17,923,731","16.72","16.58","86,297"
"2006","Males","Colorado","408","2,367,463","17.23","17.34","9,812"
"2006","Males","Connecticut","154","1,709,785","9.01","9.11","4,179"
"2006","Males","Delaware","68","416,502","16.33","16.52","1,766"
"2006","Males","District of Columbia","127","269,359","47.15","39.81","4,684"
"2006","Males","Florida","1,751","8,886,910","19.70","19.04","39,446"
"2006","Males","Georgia","960","4,485,207","21.40","22.21","24,549"
"2006","Males","Hawaii","27","657,380","4.11","3.96","540"
"2006","Males","Idaho","154","736,565","20.91","22.06","3,444"
"2006","Males","Illinois","937","6,203,933","15.10","14.86","28,320"
"2006","Males","Indiana","650","3,114,466","20.87","20.89","16,385"
"2006","Males","Iowa","163","1,471,520","11.08","10.85","3,707"
"2006","Males","Kansas","259","1,368,839","18.92","18.92","6,440"
"2006","Males","Kentucky","463","2,070,143","22.37","22.72","10,111"
"2006","Males","Louisiana","707","2,098,593","33.69","33.27","20,720"
"2006","Males","Maine","88","647,462","13.59","12.54","1,458"
"2006","Males","Maryland","618","2,719,404","22.73","22.95","18,404"
"2006","Males","Massachusetts","189","3,098,899","6.10","5.92","5,563"
"2006","Males","Michigan","1,021","4,929,460","20.71","20.94","25,786"
"2006","Males","Minnesota","293","2,562,604","11.43","11.45","6,853"
"2006","Males","Mississippi","394","1,408,665","27.97","28.81","10,221"
"2006","Males","Missouri","660","2,855,141","23.12","23.27","16,524"
"2006","Males","Montana","113","477,351","23.67","23.54","2,280"
"2006","Males","Nebraska","126","878,006","14.35","13.97","2,905"
"2006","Males","Nevada","348","1,278,665","27.22","28.45","8,089"
"2006","Males","New Hampshire","72","645,616","11.15","11.39","1,405"
"2006","Males","New Jersey","449","4,213,580","10.66","10.89","12,986"
"2006","Males","New Mexico","254","968,168","26.24","26.86","6,121"
"2006","Males","New York","914","9,233,230","9.90","9.68","26,514"
"2006","Males","North Carolina","954","4,354,118","21.91","22.03","23,668"
"2006","Males","North Dakota","42","326,839","12.85","11.82","1,119"
"2006","Males","Ohio","963","5,598,146","17.20","17.32","24,270"
"2006","Males","Oklahoma","402","1,775,397","22.64","22.75","9,556"
"2006","Males","Oregon","327","1,817,766","17.99","18.02","6,605"
"2006","Males","Pennsylvania","1,237","6,081,497","20.34","20.18","33,076"
"2006","Males","Rhode Island","39","512,962","7.60","7.16","1,085"
"2006","Males","South Carolina","490","2,120,192","23.11","23.05","12,179"
"2006","Males","South Dakota","68","390,613","17.41","17.29","1,558"
"2006","Males","Tennessee","792","2,967,311","26.69","26.86","19,118"
"2006","Males","Texas","2,012","11,588,337","17.36","17.92","52,255"
"2006","Males","Utah","188","1,267,516","14.83","16.64","4,455"
"2006","Males","Vermont","47","306,602","15.33","15.37","790"
"2006","Males","Virginia","687","3,765,250","18.25","18.25","16,431"
"2006","Males","Washington","481","3,170,058","15.17","15.14","10,618"
"2006","Males","West Virginia","200","897,307","22.29","21.62","3,908"
"2006","Males","Wisconsin","378","2,765,379","13.67","13.70","8,970"
"2006","Males","Wyoming","70","265,306","26.39","26.81","1,411"
"2006","Females","Alabama","122","2,385,480","5.11","5.06","2,928"
"2006","Females","Alaska","14**","325,076","4.31**","4.10**","395"
"2006","Females","Arizona","139","3,026,134","4.59","4.60","3,413"
"2006","Females","Arkansas","53","1,438,428","3.69","3.78","1,127"
"2006","Females","California","366","18,097,471","2.02","2.00","9,234"
"2006","Females","Colorado","89","2,352,960","3.78","3.67","2,225"
"2006","Females","Connecticut","19**","1,807,675","1.05**","1.10**","612"
"2006","Females","Delaware","11**","442,766","2.48**","2.38**","252"
"2006","Females","District of Columbia","--","301,322","--","--","--"
"2006","Females","Florida","332","9,280,080","3.58","3.52","7,148"
"2006","Females","Georgia","184","4,670,606","3.94","3.90","4,110"
"2006","Females","Hawaii","--","652,351","--","--","--"
"2006","Females","Idaho","26","732,104","3.55","3.77","730"
"2006","Females","Illinois","99","6,440,022","1.54","1.52","2,584"
"2006","Females","Indiana","92","3,218,203","2.86","2.90","2,316"
"2006","Females","Iowa","30","1,511,124","1.99","2.06","802"
"2006","Females","Kansas","40","1,394,092","2.87","3.00","931"
"2006","Females","Kentucky","68","2,149,096","3.16","3.03","1,345"
"2006","Females","Louisiana","124","2,204,072","5.63","5.62","3,039"
"2006","Females","Maine","17**","676,157","2.51**","2.53**","410"
"2006","Females","Maryland","60","2,907,963","2.06","2.02","1,583"
"2006","Females","Massachusetts","22","3,311,185","0.66","0.64","585"
"2006","Females","Michigan","136","5,106,621","2.66","2.67","3,537"
"2006","Females","Minnesota","36","2,600,951","1.38","1.38","917"
"2006","Females","Mississippi","81","1,496,313","5.41","5.62","2,144"
"2006","Females","Missouri","107","2,987,563","3.58","3.64","2,640"
"2006","Females","Montana","--","475,341","--","--","--"
"2006","Females","Nebraska","15**","894,687","1.68**","1.75**","305"
"2006","Females","Nevada","57","1,243,993","4.58","4.49","1,358"
"2006","Females","New Hampshire","10**","662,773","1.51**","1.53**","273"
"2006","Females","New Jersey","43","4,448,099","0.97","1.02","1,373"
"2006","Females","New Mexico","29","993,969","2.92","2.84","679"
"2006","Females","New York","88","9,871,401","0.89","0.88","2,321"
"2006","Females","North Carolina","179","4,563,152","3.92","3.88","4,513"
"2006","Females","North Dakota","--","322,583","--","--","--"
"2006","Females","Ohio","151","5,883,067","2.57","2.58","3,925"
"2006","Females","Oklahoma","80","1,818,693","4.40","4.37","1,931"
"2006","Females","Oregon","57","1,853,117","3.08","2.90","1,121"
"2006","Females","Pennsylvania","134","6,429,312","2.08","2.11","3,290"
"2006","Females","Rhode Island","--","550,134","--","--","--"
"2006","Females","South Carolina","126","2,237,655","5.63","5.50","2,924"
"2006","Females","South Dakota","--","392,420","--","--","--"
"2006","Females","Tennessee","151","3,121,455","4.84","4.74","3,170"
"2006","Females","Texas","410","11,771,243","3.48","3.50","10,264"
"2006","Females","Utah","36","1,257,991","2.86","3.25","863"
"2006","Females","Vermont","--","316,290","--","--","--"
"2006","Females","Virginia","129","3,908,475","3.30","3.16","2,702"
"2006","Females","Washington","65","3,200,695","2.03","2.02","1,408"
"2006","Females","West Virginia","53","930,605","5.70","5.51","1,003"
"2006","Females","Wisconsin","46","2,812,276","1.64","1.62","1,203"
"2006","Females","Wyoming","10**","257,361","3.89**","3.47**","191"
"2005","Males","Alabama","615","2,213,382","27.79","28.15","14,934"
"2005","Males","Alaska","98","345,930","28.33","29.47","2,745"
"2005","Males","Arizona","821","2,908,266","28.23","28.36","21,510"
"2005","Males","Arkansas","352","1,362,802","25.83","25.86","8,992"
"2005","Males","California","3,102","17,831,713","17.40","17.38","88,615"
"2005","Males","Colorado","461","2,323,650","19.84","20.46","10,996"
"2005","Males","Connecticut","170","1,704,888","9.97","10.05","4,079"
"2005","Males","Delaware","67","409,923","16.35","16.27","1,802"
"2005","Males","District of Columbia","144","267,523","53.83","46.22","5,279"
"2005","Males","Florida","1,548","8,724,088","17.74","17.24","33,760"
"2005","Males","Georgia","890","4,370,659","20.36","21.58","21,812"
"2005","Males","Hawaii","23","647,916","3.55","3.49","554"
"2005","Males","Idaho","172","716,258","24.01","25.42","3,706"
"2005","Males","Illinois","905","6,186,072","14.63","14.55","25,964"
"2005","Males","Indiana","618","3,087,135","20.02","20.16","15,119"
"2005","Males","Iowa","175","1,461,435","11.98","12.02","3,937"
"2005","Males","Kansas","230","1,357,341","16.95","16.97","5,061"
"2005","Males","Kentucky","452","2,053,084","22.02","22.15","10,246"
"2005","Males","Louisiana","726","2,227,187","32.60","32.13","21,920"
"2005","Males","Maine","98","644,683","15.20","15.00","1,480"
"2005","Males","Maryland","603","2,700,618","22.33","22.62","18,513"
"2005","Males","Massachusetts","202","3,094,280","6.53","6.49","5,261"
"2005","Males","Michigan","950","4,936,817","19.24","19.62","24,848"
"2005","Males","Minnesota","313","2,540,052","12.32","12.23","7,607"
"2005","Males","Mississippi","370","1,407,981","26.28","27.13","8,987"
"2005","Males","Missouri","665","2,827,430","23.52","23.54","16,708"
"2005","Males","Montana","140","470,322","29.77","29.51","3,016"
"2005","Males","Nebraska","120","872,029","13.76","13.71","3,098"
"2005","Males","Nevada","336","1,233,297","27.24","27.94","7,539"
"2005","Males","New Hampshire","78","640,560","12.18","12.43","1,200"
"2005","Males","New Jersey","395","4,208,429","9.39","9.61","11,752"
"2005","Males","New Mexico","233","953,754","24.43","25.19","5,344"
"2005","Males","New York","919","9,245,143","9.94","9.75","25,051"
"2005","Males","North Carolina","956","4,248,218","22.50","22.78","23,571"
"2005","Males","North Dakota","58","324,546","17.87","16.79","1,515"
"2005","Males","Ohio","981","5,586,617","17.56","17.67","23,646"
"2005","Males","Oklahoma","390","1,752,122","22.26","22.44","9,351"
"2005","Males","Oregon","350","1,789,755","19.56","19.40","6,627"
"2005","Males","Pennsylvania","1,207","6,044,937","19.97","19.85","30,302"
"2005","Males","Rhode Island","34","515,084","6.60","6.45","989"
"2005","Males","South Carolina","495","2,077,805","23.82","23.97","12,538"
"2005","Males","South Dakota","77","386,472","19.92","19.53","1,757"
"2005","Males","Tennessee","828","2,922,618","28.33","28.51","18,929"
"2005","Males","Texas","2,098","11,307,684","18.55","19.36","54,447"
"2005","Males","Utah","200","1,232,978","16.22","17.89","4,890"
"2005","Males","Vermont","38","305,793","12.43","12.43","735"
"2005","Males","Virginia","759","3,713,459","20.44","20.46","19,053"
"2005","Males","Washington","498","3,111,909","16.00","15.86","11,311"
"2005","Males","West Virginia","215","892,802","24.08","23.42","4,328"
"2005","Males","Wisconsin","428","2,749,105","15.57","15.50","11,093"
"2005","Males","Wyoming","54","260,431","20.74","21.27","1,079"
"2005","Females","Alabama","121","2,356,423","5.14","5.18","3,071"
"2005","Females","Alaska","18**","320,905","5.61**","5.37**","565"
"2005","Females","Arizona","113","2,930,811","3.86","3.97","2,844"
"2005","Females","Arkansas","87","1,418,295","6.13","6.13","2,074"
"2005","Females","California","351","17,996,230","1.95","1.94","8,308"
"2005","Females","Colorado","74","2,308,238","3.21","3.11","1,535"
"2005","Females","Connecticut","17**","1,802,068","0.94**","0.95**","435"
"2005","Females","Delaware","--","435,227","--","--","--"
"2005","Females","District of Columbia","10**","299,613","3.34**","3.08**","363"
"2005","Females","Florida","290","9,117,950","3.18","3.14","6,375"
"2005","Females","Georgia","174","4,555,263","3.82","3.76","3,997"
"2005","Females","Hawaii","--","644,813","--","--","--"
"2005","Females","Idaho","23","711,983","3.23","3.17","535"
"2005","Females","Illinois","114","6,423,831","1.78","1.76","2,517"
"2005","Females","Indiana","87","3,191,481","2.73","2.78","2,410"
"2005","Females","Iowa","26","1,503,019","1.73","1.73","576"
"2005","Females","Kansas","27","1,387,958","1.95","2.07","667"
"2005","Females","Kentucky","96","2,129,658","4.51","4.54","2,250"
"2005","Females","Louisiana","132","2,349,441","5.62","5.61","3,571"
"2005","Females","Maine","11**","674,104","1.63**","1.44**","177"
"2005","Females","Maryland","54","2,891,761","1.87","1.86","1,399"
"2005","Females","Massachusetts","22","3,309,010","0.67","0.65","452"
"2005","Females","Michigan","124","5,114,320","2.43","2.46","2,871"
"2005","Females","Minnesota","48","2,579,546","1.86","1.88","1,173"
"2005","Females","Mississippi","85","1,497,962","5.67","5.99","2,272"
"2005","Females","Missouri","87","2,962,870","2.94","2.92","1,985"
"2005","Females","Montana","21","469,780","4.47","4.68","497"
"2005","Females","Nebraska","15**","889,468","1.69**","1.86**","403"
"2005","Females","Nevada","54","1,198,846","4.50","4.51","1,346"
"2005","Females","New Hampshire","10**","657,932","1.52**","1.56**","270"
"2005","Females","New Jersey","39","4,443,545","0.88","0.89","1,022"
"2005","Females","New Mexico","34","978,520","3.48","3.51","904"
"2005","Females","New York","100","9,887,467","1.01","1.00","2,634"
"2005","Females","North Carolina","163","4,457,189","3.66","3.63","3,888"
"2005","Females","North Dakota","--","321,543","--","--","--"
"2005","Females","Ohio","135","5,876,703","2.30","2.26","3,203"
"2005","Females","Oklahoma","78","1,796,475","4.34","4.29","1,925"
"2005","Females","Oregon","52","1,823,447","2.85","2.69","981"
"2005","Females","Pennsylvania","145","6,405,053","2.26","2.30","3,695"
"2005","Females","Rhode Island","--","552,832","--","--","--"
"2005","Females","South Carolina","94","2,192,345","4.29","4.35","2,254"
"2005","Females","South Dakota","--","389,021","--","--","--"
"2005","Females","Tennessee","148","3,068,439","4.82","4.79","3,638"
"2005","Females","Texas","392","11,470,439","3.42","3.45","9,642"
"2005","Females","Utah","27","1,224,741","2.21","2.32","677"
"2005","Females","Vermont","--","315,422","--","--","--"
"2005","Females","Virginia","129","3,863,646","3.34","3.25","3,196"
"2005","Females","Washington","69","3,145,396","2.19","2.11","1,577"
"2005","Females","West Virginia","46","927,690","4.96","4.96","997"
"2005","Females","Wisconsin","46","2,797,061","1.65","1.68","1,063"
"2005","Females","Wyoming","17**","253,726","6.70**","6.15**","335"
"2004","Males","Alabama","562","2,192,872","25.63","25.72","13,257"
"2004","Males","Alaska","102","341,421","29.88","29.15","3,025"
"2004","Males","Arizona","787","2,816,798","27.94","28.07","19,843"
"2004","Males","Arkansas","347","1,346,638","25.77","26.22","7,550"
"2004","Males","California","2,953","17,703,161","16.68","16.82","83,214"
"2004","Males","Colorado","470","2,300,502","20.43","20.72","11,053"
"2004","Males","Connecticut","153","1,698,016","9.01","9.13","3,865"
"2004","Males","Delaware","64","403,483","15.86","15.49","1,656"
"2004","Males","District of Columbia","133","267,470","49.73","44.15","4,984"
"2004","Males","Florida","1,566","8,512,871","18.40","17.87","33,614"
"2004","Males","Georgia","882","4,305,728","20.48","21.48","22,206"
"2004","Males","Hawaii","36","636,705","5.65","5.52","709"
"2004","Males","Idaho","157","698,616","22.47","23.70","3,238"
"2004","Males","Illinois","879","6,175,564","14.23","14.10","25,789"
"2004","Males","Indiana","551","3,064,055","17.98","18.35","13,792"
"2004","Males","Iowa","181","1,454,747","12.44","12.36","4,076"
"2004","Males","Kansas","244","1,351,977","18.05","18.18","6,025"
"2004","Males","Kentucky","458","2,034,050","22.52","22.63","10,156"
"2004","Males","Louisiana","781","2,213,485","35.28","34.97","23,067"
"2004","Males","Maine","95","641,826","14.80","14.79","1,983"
"2004","Males","Maryland","595","2,676,892","22.23","22.58","17,812"
"2004","Males","Massachusetts","193","3,097,647","6.23","6.20","5,502"
"2004","Males","Michigan","912","4,937,386","18.47","18.81","24,374"
"2004","Males","Minnesota","320","2,523,676","12.68","12.71","8,250"
"2004","Males","Mississippi","410","1,398,895","29.31","29.97","10,584"
"2004","Males","Missouri","558","2,805,056","19.89","20.11","13,115"
"2004","Males","Montana","105","465,009","22.58","22.25","2,353"
"2004","Males","Nebraska","107","865,386","12.36","12.28","2,540"
"2004","Males","Nevada","338","1,189,636","28.41","29.24","7,307"
"2004","Males","New Hampshire","60","636,276","9.43","9.50","982"
"2004","Males","New Jersey","415","4,197,597","9.89","10.08","11,760"
"2004","Males","New Mexico","248","939,070","26.41","26.75","6,209"
"2004","Males","New York","884","9,258,040","9.55","9.38","24,500"
"2004","Males","North Carolina","888","4,177,082","21.26","21.42","22,763"
"2004","Males","North Dakota","45","323,697","13.90","13.39","1,267"
"2004","Males","Ohio","887","5,577,840","15.90","16.04","21,320"
"2004","Males","Oklahoma","384","1,740,562","22.06","22.33","8,581"
"2004","Males","Oregon","332","1,769,086","18.77","18.68","6,380"
"2004","Males","Pennsylvania","1,108","6,019,973","18.41","18.31","28,489"
"2004","Males","Rhode Island","36","518,204","6.95","6.58","1,016"
"2004","Males","South Carolina","479","2,048,616","23.38","23.59","11,923"
"2004","Males","South Dakota","68","383,719","17.72","17.54","1,777"
"2004","Males","Tennessee","728","2,882,878","25.25","25.51","17,390"
"2004","Males","Texas","1,959","11,115,621","17.62","18.52","49,680"
"2004","Males","Utah","200","1,204,831","16.60","18.50","4,784"
"2004","Males","Vermont","57","304,840","18.70","18.60","964"
"2004","Males","Virginia","684","3,661,265","18.68","19.18","16,477"
"2004","Males","Washington","478","3,070,830","15.57","16.11","10,221"
"2004","Males","West Virginia","215","889,411","24.17","24.05","4,399"
"2004","Males","Wisconsin","356","2,731,348","13.03","12.84","8,911"
"2004","Males","Wyoming","48","257,600","18.63","19.79","895"
"2004","Females","Alabama","117","2,337,857","5.01","5.03","2,789"
"2004","Females","Alaska","15**","317,778","4.72**","4.92**","431"
"2004","Females","Arizona","110","2,835,606","3.88","3.96","2,572"
"2004","Females","Arkansas","59","1,403,048","4.21","4.14","1,092"
"2004","Females","California","363","17,871,415","2.03","2.03","9,158"
"2004","Females","Colorado","83","2,274,511","3.65","3.61","1,752"
"2004","Females","Connecticut","20**","1,798,078","1.11**","1.14**","483"
"2004","Females","Delaware","11**","427,320","2.57**","2.58**","251"
"2004","Females","District of Columbia","10**","300,284","3.33**","3.26**","406"
"2004","Females","Florida","324","8,902,447","3.64","3.54","6,892"
"2004","Females","Georgia","180","4,463,524","4.03","3.99","4,289"
"2004","Females","Hawaii","--","636,864","--","--","--"
"2004","Females","Idaho","20**","693,186","2.89**","2.80**","319"
"2004","Females","Illinois","115","6,414,209","1.79","1.81","3,112"
"2004","Females","Indiana","88","3,168,952","2.78","2.84","2,163"
"2004","Females","Iowa","14**","1,498,888","0.93**","0.92**","447"
"2004","Females","Kansas","50","1,382,396","3.62","3.66","1,235"
"2004","Females","Kentucky","93","2,112,051","4.40","4.39","2,338"
"2004","Females","Louisiana","121","2,338,753","5.17","5.20","3,225"
"2004","Females","Maine","13**","671,862","1.94**","1.85**","292"
"2004","Females","Maryland","61","2,870,043","2.13","2.13","1,553"
"2004","Females","Massachusetts","13**","3,314,634","0.39**","0.40**","359"
"2004","Females","Michigan","136","5,117,929","2.66","2.67","3,692"
"2004","Females","Minnesota","43","2,564,037","1.68","1.66","1,160"
"2004","Females","Mississippi","61","1,490,115","4.09","4.11","1,389"
"2004","Females","Missouri","106","2,942,685","3.60","3.66","2,927"
"2004","Females","Montana","20**","465,000","4.30**","4.16**","369"
"2004","Females","Nebraska","12**","883,984","1.36**","1.31**","251"
"2004","Females","Nevada","54","1,156,586","4.67","4.69","1,152"
"2004","Females","New Hampshire","--","653,845","--","--","--"
"2004","Females","New Jersey","39","4,436,964","0.88","0.89","1,018"
"2004","Females","New Mexico","41","964,738","4.25","4.29","984"
"2004","Females","New York","67","9,913,527","0.68","0.67","1,911"
"2004","Females","North Carolina","167","4,376,070","3.82","3.74","3,540"
"2004","Females","North Dakota","--","321,008","--","--","--"
"2004","Females","Ohio","149","5,874,411","2.54","2.49","3,442"
"2004","Females","Oklahoma","73","1,784,671","4.09","4.07","1,559"
"2004","Females","Oregon","53","1,800,377","2.94","2.82","1,177"
"2004","Females","Pennsylvania","162","6,390,749","2.54","2.60","4,078"
"2004","Females","Rhode Island","--","556,375","--","--","--"
"2004","Females","South Carolina","95","2,162,305","4.39","4.29","2,074"
"2004","Females","South Dakota","--","386,677","--","--","--"
"2004","Females","Tennessee","141","3,027,931","4.66","4.62","3,337"
"2004","Females","Texas","383","11,278,402","3.40","3.44","8,781"
"2004","Females","Utah","25","1,196,749","2.09","2.26","604"
"2004","Females","Vermont","--","315,080","--","--","--"
"2004","Females","Virginia","133","3,814,310","3.49","3.40","3,255"
"2004","Females","Washington","91","3,107,815","2.93","2.88","2,197"
"2004","Females","West Virginia","38","927,027","4.10","4.16","945"
"2004","Females","Wisconsin","57","2,782,678","2.05","2.04","1,550"
"2004","Females","Wyoming","--","251,506","--","--","--"
"2003","Males","Alabama","633","2,179,422","29.04","29.08","15,985"
"2003","Males","Alaska","102","335,336","30.42","33.21","2,928"
"2003","Males","Arizona","727","2,746,287","26.47","26.53","18,210"
"2003","Males","Arkansas","359","1,333,293","26.93","27.05","8,484"
"2003","Males","California","3,089","17,543,650","17.61","17.76","86,742"
"2003","Males","Colorado","429","2,275,518","18.85","19.98","9,942"
"2003","Males","Connecticut","131","1,690,868","7.75","7.77","3,014"
"2003","Males","Delaware","57","397,201","14.35","14.89","1,468"
"2003","Males","District of Columbia","159","267,895","59.35","51.33","5,829"
"2003","Males","Florida","1,651","8,306,512","19.88","19.37","35,006"
"2003","Males","Georgia","978","4,227,841","23.13","24.35","24,556"
"2003","Males","Hawaii","31","627,401","4.94","4.86","631"
"2003","Males","Idaho","144","683,503","21.07","22.24","2,934"
"2003","Males","Illinois","1,046","6,153,147","17.00","16.80","31,834"
"2003","Males","Indiana","595","3,044,272","19.55","19.66","15,460"
"2003","Males","Iowa","184","1,448,092","12.71","12.64","3,849"
"2003","Males","Kansas","263","1,345,589","19.55","20.05","6,105"
"2003","Males","Kentucky","482","2,014,862","23.92","24.13","10,794"
"2003","Males","Louisiana","729","2,193,889","33.23","33.22","21,251"
"2003","Males","Maine","71","637,833","11.13","11.30","1,379"
"2003","Males","Maryland","589","2,652,422","22.21","22.70","17,743"
"2003","Males","Massachusetts","182","3,101,748","5.87","5.85","4,840"
"2003","Males","Michigan","900","4,930,631","18.25","18.48","24,224"
"2003","Males","Minnesota","295","2,506,573","11.77","11.82","7,576"
"2003","Males","Mississippi","386","1,388,701","27.80","28.84","9,198"
"2003","Males","Missouri","573","2,782,847","20.59","20.79","13,739"
"2003","Males","Montana","124","459,514","26.99","27.44","2,706"
"2003","Males","Nebraska","118","859,281","13.73","13.86","2,951"
"2003","Males","Nevada","315","1,140,715","27.61","29.40","7,176"
"2003","Males","New Hampshire","81","631,327","12.83","13.27","1,582"
"2003","Males","New Jersey","403","4,179,438","9.64","9.77","11,051"
"2003","Males","New Mexico","286","925,271","30.91","31.78","7,158"
"2003","Males","New York","946","9,258,129","10.22","10.10","28,121"
"2003","Males","North Carolina","897","4,108,600","21.83","21.97","23,035"
"2003","Males","North Dakota","50","319,921","15.63","15.24","1,202"
"2003","Males","Ohio","831","5,566,253","14.93","15.11","20,325"
"2003","Males","Oklahoma","386","1,727,169","22.35","22.54","9,388"
"2003","Males","Oregon","348","1,758,571","19.79","19.88","6,101"
"2003","Males","Pennsylvania","1,092","5,996,764","18.21","18.14","27,966"
"2003","Males","Rhode Island","32","515,752","6.21","5.84","997"
"2003","Males","South Carolina","484","2,016,330","24.00","24.26","11,903"
"2003","Males","South Dakota","66","380,096","17.36","17.27","1,705"
"2003","Males","Tennessee","694","2,846,829","24.38","24.64","16,934"
"2003","Males","Texas","2,042","10,934,978","18.67","19.51","52,322"
"2003","Males","Utah","202","1,184,270","17.06","19.04","5,092"
"2003","Males","Vermont","45","303,652","14.82","14.89","858"
"2003","Males","Virginia","692","3,609,197","19.17","19.26","18,435"
"2003","Males","Washington","485","3,038,376","15.96","16.36","10,433"
"2003","Males","West Virginia","223","886,460","25.16","24.40","4,555"
"2003","Males","Wisconsin","413","2,712,302","15.23","15.13","10,864"
"2003","Males","Wyoming","84","254,325","33.03","33.85","1,799"
"2003","Females","Alabama","132","2,324,069","5.68","5.56","2,731"
"2003","Females","Alaska","18**","312,990","5.75**","5.37**","574"
"2003","Females","Arizona","122","2,764,077","4.41","4.47","2,902"
"2003","Females","Arkansas","54","1,391,523","3.88","3.84","1,169"
"2003","Females","California","379","17,709,509","2.14","2.14","9,072"
"2003","Females","Colorado","72","2,253,214","3.20","3.16","1,579"
"2003","Females","Connecticut","22","1,793,468","1.23","1.22","584"
"2003","Females","Delaware","--","420,802","--","--","--"
"2003","Females","District of Columbia","--","300,607","--","--","--"
"2003","Females","Florida","289","8,697,573","3.32","3.31","6,430"
"2003","Females","Georgia","195","4,394,952","4.44","4.38","4,720"
"2003","Females","Hawaii","--","623,753","--","--","--"
"2003","Females","Idaho","20**","679,877","2.94**","2.96**","507"
"2003","Females","Illinois","100","6,402,859","1.56","1.54","2,465"
"2003","Females","Indiana","101","3,152,366","3.20","3.25","2,961"
"2003","Females","Iowa","24","1,493,907","1.61","1.56","493"
"2003","Females","Kansas","41","1,377,415","2.98","3.03","1,032"
"2003","Females","Kentucky","78","2,102,308","3.71","3.66","1,850"
"2003","Females","Louisiana","118","2,327,153","5.07","5.10","3,255"
"2003","Females","Maine","11**","668,680","1.65**","1.57**","227"
"2003","Females","Maryland","59","2,843,847","2.08","2.06","1,468"
"2003","Females","Massachusetts","22","3,320,817","0.66","0.65","459"
"2003","Females","Michigan","130","5,110,521","2.54","2.58","3,341"
"2003","Females","Minnesota","37","2,546,999","1.45","1.44","807"
"2003","Females","Mississippi","91","1,479,611","6.15","6.22","2,203"
"2003","Females","Missouri","84","2,926,556","2.87","2.88","1,967"
"2003","Females","Montana","21","460,116","4.56","4.71","578"
"2003","Females","Nebraska","16**","879,362","1.82**","1.88**","462"
"2003","Females","Nevada","59","1,108,135","5.32","5.34","1,317"
"2003","Females","New Hampshire","--","648,513","--","--","--"
