"Year","Ethnicity","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2014","Hispanic","New Hampshire","--","43,589","--","--","--"
"2014","Hispanic","New Jersey","56","1,693,690","3.31","3.20","1,881"
"2014","Hispanic","New Mexico","123","1,002,463","12.27","12.27","3,667"
"2014","Hispanic","New York","89","3,630,105","2.45","2.19","3,087"
"2014","Hispanic","North Carolina","45","874,981","5.14","5.60","1,415"
"2014","Hispanic","North Dakota","--","23,205","--","--","--"
"2014","Hispanic","Ohio","23","404,336","5.69","6.53","638"
"2014","Hispanic","Oklahoma","34","383,697","8.86","8.31","1,239"
"2014","Hispanic","Oregon","24","492,355","4.88","5.75","726"
"2014","Hispanic","Pennsylvania","70","841,525","8.32","7.85","2,428"
"2014","Hispanic","Rhode Island","--","149,361","--","--","--"
"2014","Hispanic","South Carolina","14**","256,459","5.46**","5.78**","473"
"2014","Hispanic","South Dakota","0**","29,949","0.00**","0.00**","--"
"2014","Hispanic","Tennessee","27","326,891","8.26","8.24","944"
"2014","Hispanic","Texas","616","10,409,360","5.92","6.01","19,059"
"2014","Hispanic","Utah","19**","393,482","4.83**","6.10**","540"
"2014","Hispanic","Vermont","--","10,881","--","--","--"
"2014","Hispanic","Virginia","24","722,616","3.32","3.62","770"
"2014","Hispanic","Washington","52","852,698","6.10","5.47","1,926"
"2014","Hispanic","West Virginia","--","26,778","--","--","--"
"2014","Hispanic","Wisconsin","17**","370,750","4.59**","4.07**","651"
"2014","Hispanic","Wyoming","--","56,426","--","--","--"
"2014","Unknown","Alabama","--","--","--","--","--"
"2014","Unknown","Arizona","15**","--","0.00**","0.00**","153"
"2014","Unknown","Arkansas","--","--","--","--","--"
"2014","Unknown","California","--","--","--","--","--"
"2014","Unknown","Colorado","--","--","--","--","--"
"2014","Unknown","District of Columbia","--","--","--","--","--"
"2014","Unknown","Florida","16**","--","0.00**","0.00**","189"
"2014","Unknown","Illinois","13**","--","0.00**","0.00**","345"
"2014","Unknown","Kansas","--","--","--","--","--"
"2014","Unknown","Kentucky","--","--","--","--","--"
"2014","Unknown","Maryland","--","--","--","--","--"
"2014","Unknown","Massachusetts","--","--","--","--","--"
"2014","Unknown","Mississippi","--","--","--","--","--"
"2014","Unknown","Montana","--","--","--","--","--"
"2014","Unknown","New Hampshire","--","--","--","--","--"
"2014","Unknown","New Mexico","--","--","--","--","--"
"2014","Unknown","New York","--","--","--","--","--"
"2014","Unknown","North Carolina","--","--","--","--","--"
"2014","Unknown","Oklahoma","--","--","--","--","--"
"2014","Unknown","Oregon","--","--","--","--","--"
"2014","Unknown","Pennsylvania","--","--","--","--","--"
"2014","Unknown","Rhode Island","--","--","--","--","--"
"2014","Unknown","South Carolina","--","--","--","--","--"
"2014","Unknown","Tennessee","--","--","--","--","--"
"2014","Unknown","Texas","--","--","--","--","--"
"2014","Unknown","Virginia","--","--","--","--","--"
"2014","Unknown","Washington","--","--","--","--","--"
"2013","Non-Hispanic","Alabama","843","4,639,498","18.17","17.79","19,001"
"2013","Non-Hispanic","Alaska","140","690,086","20.29","20.25","3,978"
"2013","Non-Hispanic","Arizona","747","4,621,631","16.16","15.35","13,471"
"2013","Non-Hispanic","Arkansas","491","2,757,043","17.81","17.47","10,831"
"2013","Non-Hispanic","California","2,170","23,624,361","9.19","8.44","43,166"
"2013","Non-Hispanic","Colorado","526","4,162,064","12.64","11.93","10,198"
"2013","Non-Hispanic","Connecticut","146","3,072,002","4.75","4.75","3,427"
"2013","Non-Hispanic","Delaware","99","844,542","11.72","11.17","2,121"
"2013","Non-Hispanic","District of Columbia","70","584,981","11.97","9.28","2,509"
"2013","Non-Hispanic","Florida","2,157","14,919,004","14.46","13.71","43,080"
"2013","Non-Hispanic","Georgia","1,217","9,081,200","13.40","13.21","28,295"
"2013","Non-Hispanic","Hawaii","38","1,270,181","2.99","2.81","682"
"2013","Non-Hispanic","Idaho","221","1,420,672","15.56","15.33","4,456"
"2013","Non-Hispanic","Illinois","1,015","10,790,911","9.41","9.26","26,962"
"2013","Non-Hispanic","Indiana","827","6,151,527","13.44","13.35","20,185"
"2013","Non-Hispanic","Iowa","248","2,925,361","8.48","8.24","4,964"
"2013","Non-Hispanic","Kansas","310","2,572,299","12.05","11.57","6,477"
"2013","Non-Hispanic","Kentucky","615","4,259,176","14.44","13.78","12,589"
"2013","Non-Hispanic","Louisiana","869","4,410,395","19.70","19.65","23,523"
"2013","Non-Hispanic","Maine","156","1,309,383","11.91","10.82","2,648"
"2013","Non-Hispanic","Maryland","563","5,399,705","10.43","10.40","15,247"
"2013","Non-Hispanic","Massachusetts","176","6,006,904","2.93","2.79","4,207"
"2013","Non-Hispanic","Michigan","1,162","9,446,085","12.30","12.20","27,704"
"2013","Non-Hispanic","Minnesota","414","5,144,350","8.05","7.73","8,798"
"2013","Non-Hispanic","Mississippi","517","2,903,885","17.80","17.88","12,630"
"2013","Non-Hispanic","Missouri","865","5,812,908","14.88","14.59","19,478"
"2013","Non-Hispanic","Montana","164","980,418","16.73","16.58","3,404"
"2013","Non-Hispanic","Nebraska","159","1,679,801","9.47","9.41","3,298"
"2013","Non-Hispanic","Nevada","353","2,015,171","17.52","16.25","6,514"
"2013","Non-Hispanic","New Hampshire","92","1,285,374","7.16","6.55","1,733"
"2013","Non-Hispanic","New Jersey","445","7,194,457","6.19","6.31","11,858"
"2013","Non-Hispanic","New Mexico","191","1,096,724","17.42","16.18","3,381"
"2013","Non-Hispanic","New York","786","16,033,207","4.90","4.64","17,862"
"2013","Non-Hispanic","North Carolina","1,189","8,990,806","13.23","12.79","26,175"
"2013","Non-Hispanic","North Dakota","82","702,494","11.67","11.35","2,122"
"2013","Non-Hispanic","Ohio","1,276","11,187,937","11.41","11.22","29,573"
"2013","Non-Hispanic","Oklahoma","606","3,482,355","17.40","17.27","13,361"
"2013","Non-Hispanic","Oregon","441","3,443,491","12.81","11.71","7,886"
"2013","Non-Hispanic","Pennsylvania","1,374","11,967,307","11.48","11.16","30,390"
"2013","Non-Hispanic","Rhode Island","43","910,521","4.72","4.53","804"
"2013","Non-Hispanic","South Carolina","732","4,517,484","16.20","15.72","15,955"
"2013","Non-Hispanic","South Dakota","77","813,979","9.46","10.03","1,892"
"2013","Non-Hispanic","Tennessee","1,019","6,179,574","16.49","15.94","21,836"
"2013","Non-Hispanic","Texas","2,222","16,301,015","13.63","13.07","47,080"
"2013","Non-Hispanic","Utah","309","2,513,811","12.29","13.04","6,490"
"2013","Non-Hispanic","Vermont","65","615,951","10.55","9.60","955"
"2013","Non-Hispanic","Virginia","842","7,551,668","11.15","10.71","17,961"
"2013","Non-Hispanic","Washington","587","6,138,419","9.56","8.87","11,221"
"2013","Non-Hispanic","West Virginia","280","1,829,032","15.31","14.53","5,065"
"2013","Non-Hispanic","Wisconsin","559","5,374,921","10.40","10.03","11,996"
"2013","Non-Hispanic","Wyoming","100","527,066","18.97","17.63","1,886"
"2013","Hispanic","Alabama","16**","192,088","8.33**","9.30**","546"
"2013","Hispanic","Alaska","--","47,540","--","--","--"
"2013","Hispanic","Arizona","182","2,013,059","9.04","8.78","5,970"
"2013","Hispanic","Arkansas","--","203,416","--","--","--"
"2013","Hispanic","California","852","14,629,407","5.82","5.52","28,363"
"2013","Hispanic","Colorado","91","1,108,710","8.21","8.19","2,806"
"2013","Hispanic","Connecticut","15**","523,790","2.86**","2.36**","570"
"2013","Hispanic","Delaware","--","79,520","--","--","--"
"2013","Hispanic","District of Columbia","--","66,578","--","--","--"
"2013","Hispanic","Florida","274","4,632,674","5.92","5.84","6,936"
"2013","Hispanic","Georgia","44","894,392","4.92","5.50","1,302"
"2013","Hispanic","Hawaii","0**","138,641","0.00**","0.00**","--"
"2013","Hispanic","Idaho","--","191,381","--","--","--"
"2013","Hispanic","Illinois","99","2,104,867","4.70","4.19","3,877"
"2013","Hispanic","Indiana","30","419,048","7.16","7.53","973"
"2013","Hispanic","Iowa","--","168,574","--","--","--"
"2013","Hispanic","Kansas","19**","322,007","5.90**","5.46**","679"
"2013","Hispanic","Kentucky","--","147,730","--","--","--"
"2013","Hispanic","Louisiana","17**","215,645","7.88**","7.29**","552"
"2013","Hispanic","Maine","--","19,160","--","--","--"
"2013","Hispanic","Maryland","11**","525,492","2.09**","1.69**","422"
"2013","Hispanic","Massachusetts","37","708,254","5.22","4.21","1,383"
"2013","Hispanic","Michigan","27","468,717","5.76","6.10","849"
"2013","Hispanic","Minnesota","12**","270,372","4.44**","4.56**","403"
"2013","Hispanic","Mississippi","--","85,954","--","--","--"
"2013","Hispanic","Missouri","15**","230,081","6.52**","6.18**","509"
"2013","Hispanic","Montana","--","33,740","--","--","--"
"2013","Hispanic","Nebraska","--","186,012","--","--","--"
"2013","Hispanic","Nevada","42","761,785","5.51","6.15","1,211"
"2013","Hispanic","New Hampshire","--","41,898","--","--","--"
"2013","Hispanic","New Jersey","61","1,663,364","3.67","3.47","1,981"
"2013","Hispanic","New Mexico","129","996,109","12.95","13.05","3,774"
"2013","Hispanic","New York","70","3,593,281","1.95","1.79","2,297"
"2013","Hispanic","North Carolina","31","855,911","3.62","3.54","1,053"
"2013","Hispanic","North Dakota","--","20,655","--","--","--"
"2013","Hispanic","Ohio","12**","391,755","3.06**","2.74**","414"
"2013","Hispanic","Oklahoma","25","371,536","6.73","6.18","925"
"2013","Hispanic","Oregon","19**","480,619","3.95**","3.79**","636"
"2013","Hispanic","Pennsylvania","66","812,231","8.13","7.64","2,243"
"2013","Hispanic","Rhode Island","12**","145,039","8.27**","6.90**","466"
"2013","Hispanic","South Carolina","13**","248,985","5.22**","4.37**","510"
"2013","Hispanic","South Dakota","--","28,772","--","--","--"
"2013","Hispanic","Tennessee","10**","317,369","3.15**","3.15**","343"
"2013","Hispanic","Texas","551","10,178,631","5.41","5.47","17,172"
"2013","Hispanic","Utah","30","384,962","7.79","7.30","1,016"
"2013","Hispanic","Vermont","0**","10,652","0.00**","0.00**","--"
"2013","Hispanic","Virginia","20**","704,193","2.84**","2.97**","527"
"2013","Hispanic","Washington","43","827,833","5.19","5.54","1,445"
"2013","Hispanic","West Virginia","0**","25,736","0.00**","0.00**","--"
"2013","Hispanic","Wisconsin","11**","363,091","3.03**","2.76**","428"
"2013","Hispanic","Wyoming","--","55,554","--","--","--"
"2013","Unknown","Alabama","--","--","--","--","--"
"2013","Unknown","Alaska","--","--","--","--","--"
"2013","Unknown","Arizona","12**","--","0.00**","0.00**","16"
"2013","Unknown","Arkansas","--","--","--","--","--"
"2013","Unknown","California","--","--","--","--","--"
"2013","Unknown","Colorado","--","--","--","--","--"
"2013","Unknown","Florida","11**","--","0.00**","0.00**","102"
"2013","Unknown","Georgia","--","--","--","--","--"
"2013","Unknown","Illinois","--","--","--","--","--"
"2013","Unknown","Kansas","--","--","--","--","--"
"2013","Unknown","Maine","--","--","--","--","--"
"2013","Unknown","Maryland","--","--","--","--","--"
"2013","Unknown","Michigan","--","--","--","--","--"
"2013","Unknown","Minnesota","--","--","--","--","--"
"2013","Unknown","Montana","--","--","--","--","--"
"2013","Unknown","New Mexico","--","--","--","--","--"
"2013","Unknown","New York","--","--","--","--","--"
"2013","Unknown","North Carolina","--","--","--","--","--"
"2013","Unknown","North Dakota","--","--","--","--","--"
"2013","Unknown","Ohio","--","--","--","--","--"
"2013","Unknown","Oklahoma","--","--","--","--","--"
"2013","Unknown","Oregon","--","--","--","--","--"
"2013","Unknown","Pennsylvania","11**","--","0.00**","0.00**","232"
"2013","Unknown","Rhode Island","--","--","--","--","--"
"2013","Unknown","Tennessee","--","--","--","--","--"
"2013","Unknown","Texas","--","--","--","--","--"
"2013","Unknown","Virginia","--","--","--","--","--"
"2013","Unknown","Washington","--","--","--","--","--"
"2012","Non-Hispanic","Alabama","821","4,626,743","17.75","17.41","18,524"
"2012","Non-Hispanic","Alaska","128","685,689","18.67","18.35","3,418"
"2012","Non-Hispanic","Arizona","772","4,582,020","16.85","15.71","14,646"
"2012","Non-Hispanic","Arkansas","479","2,754,116","17.39","17.21","10,875"
"2012","Non-Hispanic","California","2,201","23,495,176","9.37","8.67","44,568"
"2012","Non-Hispanic","Colorado","584","4,105,216","14.23","13.11","11,601"
"2012","Non-Hispanic","Connecticut","198","3,084,216","6.42","6.53","5,260"
"2012","Non-Hispanic","Delaware","88","837,619","10.51","10.47","2,343"
"2012","Non-Hispanic","District of Columbia","68","572,788","11.87","10.16","2,245"
"2012","Non-Hispanic","Florida","2,181","14,808,727","14.73","14.06","43,796"
"2012","Non-Hispanic","Georgia","1,246","9,019,633","13.81","13.48","28,839"
"2012","Non-Hispanic","Hawaii","46","1,261,935","3.65","3.28","749"
"2012","Non-Hispanic","Idaho","191","1,410,217","13.54","13.39","3,977"
"2012","Non-Hispanic","Illinois","1,066","10,798,376","9.87","9.68","28,859"
"2012","Non-Hispanic","Indiana","776","6,130,458","12.66","12.48","17,730"
"2012","Non-Hispanic","Iowa","215","2,914,030","7.38","7.24","4,574"
"2012","Non-Hispanic","Kansas","350","2,570,190","13.62","13.36","7,671"
"2012","Non-Hispanic","Kentucky","647","4,245,058","15.24","14.91","13,987"
"2012","Non-Hispanic","Louisiana","834","4,394,407","18.98","19.12","22,856"
"2012","Non-Hispanic","Maine","128","1,309,850","9.77","9.01","2,274"
"2012","Non-Hispanic","Maryland","564","5,379,111","10.49","10.31","14,255"
"2012","Non-Hispanic","Massachusetts","207","5,980,857","3.46","3.31","4,471"
"2012","Non-Hispanic","Michigan","1,186","9,439,276","12.57","12.42","30,092"
"2012","Non-Hispanic","Minnesota","375","5,114,467","7.33","7.11","7,759"
"2012","Non-Hispanic","Mississippi","524","2,900,641","18.07","18.47","12,297"
"2012","Non-Hispanic","Missouri","857","5,801,498","14.77","14.57","20,458"
"2012","Non-Hispanic","Montana","167","972,149","17.18","16.69","3,350"
"2012","Non-Hispanic","Nebraska","153","1,673,695","9.14","9.11","3,573"
"2012","Non-Hispanic","Nevada","322","2,000,079","16.10","15.16","6,215"
"2012","Non-Hispanic","New Hampshire","115","1,284,273","8.95","8.16","2,147"
"2012","Non-Hispanic","New Jersey","375","7,212,361","5.20","5.35","9,887"
"2012","Non-Hispanic","New Mexico","191","1,102,808","17.32","16.11","3,250"
"2012","Non-Hispanic","New York","874","16,027,760","5.45","5.24","21,488"
"2012","Non-Hispanic","North Carolina","1,134","8,913,369","12.72","12.17","24,842"
"2012","Non-Hispanic","North Dakota","71","684,669","10.37","10.34","1,678"
"2012","Non-Hispanic","Ohio","1,246","11,171,811","11.15","10.98","28,251"
"2012","Non-Hispanic","Oklahoma","584","3,460,544","16.88","16.55","13,128"
"2012","Non-Hispanic","Oregon","417","3,428,880","12.16","11.20","7,523"
"2012","Non-Hispanic","Pennsylvania","1,350","11,982,321","11.27","10.96","31,759"
"2012","Non-Hispanic","Rhode Island","34","913,833","3.72","3.81","846"
"2012","Non-Hispanic","South Carolina","733","4,474,976","16.38","15.73","16,170"
"2012","Non-Hispanic","South Dakota","83","806,824","10.29","9.76","1,517"
"2012","Non-Hispanic","Tennessee","970","6,146,347","15.78","15.23","20,969"
"2012","Non-Hispanic","Texas","2,161","16,116,572","13.41","12.89","45,278"
"2012","Non-Hispanic","Utah","307","2,478,455","12.39","13.33","6,945"
"2012","Non-Hispanic","Vermont","55","616,184","8.93","8.89","1,225"
"2012","Non-Hispanic","Virginia","817","7,504,626","10.89","10.60","17,973"
"2012","Non-Hispanic","Washington","637","6,092,669","10.46","9.82","12,557"
"2012","Non-Hispanic","West Virginia","278","1,832,666","15.17","15.03","5,979"
"2012","Non-Hispanic","Wisconsin","474","5,365,775","8.83","8.61","10,969"
"2012","Non-Hispanic","Wyoming","116","522,474","22.20","21.75","2,532"
"2012","Hispanic","Alabama","10**","189,889","5.27**","5.17**","333"
"2012","Hispanic","Alaska","--","45,121","--","--","--"
"2012","Hispanic","Arizona","167","1,974,324","8.46","8.34","5,565"
"2012","Hispanic","Arkansas","11**","198,760","5.53**","5.54**","355"
"2012","Hispanic","California","867","14,449,375","6.00","5.65","29,830"
"2012","Hispanic","Colorado","88","1,088,444","8.09","8.14","2,876"
"2012","Hispanic","Connecticut","29","510,995","5.68","5.67","943"
"2012","Hispanic","Delaware","--","77,899","--","--","--"
"2012","Hispanic","District of Columbia","0**","62,949","0.00**","0.00**","--"
"2012","Hispanic","Florida","268","4,493,289","5.96","5.89","6,482"
"2012","Hispanic","Georgia","36","883,947","4.07","4.43","1,074"
"2012","Hispanic","Hawaii","--","133,264","--","--","--"
"2012","Hispanic","Idaho","16**","185,693","8.62**","9.74**","474"
"2012","Hispanic","Illinois","109","2,084,653","5.23","4.71","4,045"
"2012","Hispanic","Indiana","23","408,531","5.63","6.55","690"
"2012","Hispanic","Iowa","--","162,814","--","--","--"
"2012","Hispanic","Kansas","25","315,834","7.92","8.86","822"
"2012","Hispanic","Kentucky","--","142,807","--","--","--"
"2012","Hispanic","Louisiana","11**","207,660","5.30**","4.86**","335"
"2012","Hispanic","Maine","0**","18,244","0.00**","0.00**","--"
"2012","Hispanic","Maryland","24","509,264","4.71","4.12","892"
"2012","Hispanic","Massachusetts","26","683,412","3.80","3.54","925"
"2012","Hispanic","Michigan","36","459,013","7.84","7.69","1,216"
"2012","Hispanic","Minnesota","--","263,033","--","--","--"
"2012","Hispanic","Mississippi","10**","83,958","11.91**","12.69**","278"
"2012","Hispanic","Missouri","24","224,529","10.69","10.69","858"
"2012","Hispanic","Montana","--","32,019","--","--","--"
"2012","Hispanic","Nebraska","14**","179,996","7.78**","9.28**","403"
"2012","Hispanic","Nevada","38","744,591","5.10","5.20","1,199"
"2012","Hispanic","New Hampshire","--","40,404","--","--","--"
