Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Age Group,Age Group Code,Deaths,Population,Crude Rate
,2006,2006,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,26,467085,5.6
,2006,2006,Cervix Uteri,27010,Pennsylvania,42,60-64 years ,60-64,26,315517,8.2
,2006,2006,Cervix Uteri,27010,Texas,48,35-39 years,35-39,27,837317,3.2
,2006,2006,Cervix Uteri,27010,Texas,48,40-44 years,40-44,32,856934,3.7
,2006,2006,Cervix Uteri,27010,Texas,48,45-49 years,45-49,40,849988,4.7
,2006,2006,Cervix Uteri,27010,Texas,48,50-54 years,50-54,48,755537,6.4
,2006,2006,Cervix Uteri,27010,Texas,48,55-59 years,55-59,51,655562,7.8
,2006,2006,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,21,477575,4.4
,2007,2007,Cervix Uteri,27010,California,06,35-39 years,35-39,33,1324022,2.5
,2007,2007,Cervix Uteri,27010,California,06,40-44 years,40-44,42,1324229,3.2
,2007,2007,Cervix Uteri,27010,California,06,45-49 years,45-49,50,1336611,3.7
,2007,2007,Cervix Uteri,27010,California,06,50-54 years,50-54,59,1227037,4.8
,2007,2007,Cervix Uteri,27010,California,06,55-59 years,55-59,61,1051975,5.8
,2007,2007,Cervix Uteri,27010,California,06,60-64 years ,60-64,38,821115,4.6
,2007,2007,Cervix Uteri,27010,Florida,12,35-39 years,35-39,19,615417,3.1
,2007,2007,Cervix Uteri,27010,Florida,12,40-44 years,40-44,27,670131,4
,2007,2007,Cervix Uteri,27010,Florida,12,45-49 years,45-49,28,696883,4
,2007,2007,Cervix Uteri,27010,Florida,12,50-54 years,50-54,40,648702,6.2
,2007,2007,Cervix Uteri,27010,Florida,12,55-59 years,55-59,33,605250,5.5
,2007,2007,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,27,540353,5
,2007,2007,Cervix Uteri,27010,Georgia,13,35-39 years,35-39,16,361126,4.4
,2007,2007,Cervix Uteri,27010,Georgia,13,40-44 years,40-44,17,362054,4.7
,2007,2007,Cervix Uteri,27010,Georgia,13,60-64 years ,60-64,18,221927,8.1
,2007,2007,Cervix Uteri,27010,Illinois,17,40-44 years,40-44,18,460521,3.9
,2007,2007,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,19,488062,3.9
,2007,2007,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,25,451820,5.5
,2007,2007,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,25,389679,6.4
,2007,2007,Cervix Uteri,27010,Illinois,17,60-64 years ,60-64,20,306384,6.5
,2007,2007,Cervix Uteri,27010,New Jersey,34,50-54 years,50-54,22,322976,6.8
,2007,2007,Cervix Uteri,27010,New York,36,35-39 years,35-39,16,689503,2.3
,2007,2007,Cervix Uteri,27010,New York,36,40-44 years,40-44,24,734997,3.3
,2007,2007,Cervix Uteri,27010,New York,36,45-49 years,45-49,21,753120,2.8
,2007,2007,Cervix Uteri,27010,New York,36,50-54 years,50-54,35,695359,5
,2007,2007,Cervix Uteri,27010,New York,36,55-59 years,55-59,35,623115,5.6
,2007,2007,Cervix Uteri,27010,New York,36,60-64 years ,60-64,31,505574,6.1
,2007,2007,Cervix Uteri,27010,Ohio,39,35-39 years,35-39,18,387199,4.6
,2007,2007,Cervix Uteri,27010,Ohio,39,45-49 years,45-49,18,455897,3.9
,2007,2007,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,27,434549,6.2
,2007,2007,Cervix Uteri,27010,Ohio,39,55-59 years,55-59,23,383177,6
,2007,2007,Cervix Uteri,27010,Pennsylvania,42,40-44 years,40-44,18,458892,3.9
,2007,2007,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,17,478516,3.6
,2007,2007,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,19,421415,4.5
,2007,2007,Cervix Uteri,27010,Pennsylvania,42,60-64 years ,60-64,16,341414,4.7
,2007,2007,Cervix Uteri,27010,Tennessee,47,45-49 years,45-49,17,236271,7.2
,2007,2007,Cervix Uteri,27010,Texas,48,30-34 years,30-34,23,831034,2.8
,2007,2007,Cervix Uteri,27010,Texas,48,35-39 years,35-39,25,861877,2.9
,2007,2007,Cervix Uteri,27010,Texas,48,40-44 years,40-44,35,847886,4.1
,2007,2007,Cervix Uteri,27010,Texas,48,45-49 years,45-49,44,861714,5.1
,2007,2007,Cervix Uteri,27010,Texas,48,50-54 years,50-54,47,786113,6
,2007,2007,Cervix Uteri,27010,Texas,48,55-59 years,55-59,43,666115,6.5
,2007,2007,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,30,520691,5.8
,2007,2007,Cervix Uteri,27010,Virginia,51,45-49 years,45-49,16,310810,5.1
,2008,2008,Cervix Uteri,27010,California,06,35-39 years,35-39,24,1315297,1.8
,2008,2008,Cervix Uteri,27010,California,06,40-44 years,40-44,40,1305301,3.1
,2008,2008,Cervix Uteri,27010,California,06,45-49 years,45-49,47,1343565,3.5
,2008,2008,Cervix Uteri,27010,California,06,50-54 years,50-54,55,1254760,4.4
,2008,2008,Cervix Uteri,27010,California,06,55-59 years,55-59,62,1079136,5.7
,2008,2008,Cervix Uteri,27010,California,06,60-64 years ,60-64,47,860661,5.5
,2008,2008,Cervix Uteri,27010,Florida,12,35-39 years,35-39,18,610846,2.9
,2008,2008,Cervix Uteri,27010,Florida,12,40-44 years,40-44,33,653223,5.1
,2008,2008,Cervix Uteri,27010,Florida,12,45-49 years,45-49,29,702862,4.1
,2008,2008,Cervix Uteri,27010,Florida,12,50-54 years,50-54,42,664919,6.3
,2008,2008,Cervix Uteri,27010,Florida,12,55-59 years,55-59,28,610741,4.6
,2008,2008,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,36,559556,6.4
,2008,2008,Cervix Uteri,27010,Georgia,13,50-54 years,50-54,17,330455,5.1
,2008,2008,Cervix Uteri,27010,Georgia,13,55-59 years,55-59,18,289224,6.2
,2008,2008,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,26,484652,5.4
,2008,2008,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,20,461740,4.3
,2008,2008,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,28,397862,7
,2008,2008,Cervix Uteri,27010,Illinois,17,60-64 years ,60-64,24,317043,7.6
,2008,2008,Cervix Uteri,27010,Michigan,26,50-54 years,50-54,17,384613,4.4
,2008,2008,Cervix Uteri,27010,New Jersey,34,50-54 years,50-54,19,331620,5.7
,2008,2008,Cervix Uteri,27010,New York,36,45-49 years,45-49,32,752999,4.2
,2008,2008,Cervix Uteri,27010,New York,36,50-54 years,50-54,23,708866,3.2
,2008,2008,Cervix Uteri,27010,New York,36,55-59 years,55-59,28,629434,4.4
,2008,2008,Cervix Uteri,27010,New York,36,60-64 years ,60-64,34,520332,6.5
,2008,2008,Cervix Uteri,27010,North Carolina,37,60-64 years ,60-64,22,258388,8.5
,2008,2008,Cervix Uteri,27010,Ohio,39,40-44 years,40-44,18,398969,4.5
,2008,2008,Cervix Uteri,27010,Ohio,39,45-49 years,45-49,24,448490,5.4
,2008,2008,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,22,443900,5
,2008,2008,Cervix Uteri,27010,Ohio,39,60-64 years ,60-64,19,311445,6.1
,2008,2008,Cervix Uteri,27010,Pennsylvania,42,40-44 years,40-44,16,447314,3.6
,2008,2008,Cervix Uteri,27010,Pennsylvania,42,45-49 years,45-49,23,495755,4.6
,2008,2008,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,26,488792,5.3
,2008,2008,Cervix Uteri,27010,Pennsylvania,42,60-64 years ,60-64,23,353725,6.5
,2008,2008,Cervix Uteri,27010,Texas,48,35-39 years,35-39,28,878126,3.2
,2008,2008,Cervix Uteri,27010,Texas,48,40-44 years,40-44,39,840021,4.6
,2008,2008,Cervix Uteri,27010,Texas,48,45-49 years,45-49,50,873014,5.7
,2008,2008,Cervix Uteri,27010,Texas,48,50-54 years,50-54,37,810070,4.6
,2008,2008,Cervix Uteri,27010,Texas,48,55-59 years,55-59,35,687559,5.1
,2008,2008,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,27,551578,4.9
,2009,2009,Cervix Uteri,27010,California,06,30-34 years,30-34,22,1249089,1.8
,2009,2009,Cervix Uteri,27010,California,06,35-39 years,35-39,25,1300076,1.9
,2009,2009,Cervix Uteri,27010,California,06,40-44 years,40-44,43,1290939,3.3
,2009,2009,Cervix Uteri,27010,California,06,45-49 years,45-49,53,1353380,3.9
,2009,2009,Cervix Uteri,27010,California,06,50-54 years,50-54,53,1274949,4.2
,2009,2009,Cervix Uteri,27010,California,06,55-59 years,55-59,50,1110331,4.5
,2009,2009,Cervix Uteri,27010,California,06,60-64 years ,60-64,57,911010,6.3
,2009,2009,Cervix Uteri,27010,Florida,12,35-39 years,35-39,23,602090,3.8
,2009,2009,Cervix Uteri,27010,Florida,12,40-44 years,40-44,24,634780,3.8
,2009,2009,Cervix Uteri,27010,Florida,12,45-49 years,45-49,35,709933,4.9
,2009,2009,Cervix Uteri,27010,Florida,12,50-54 years,50-54,34,678203,5
,2009,2009,Cervix Uteri,27010,Florida,12,55-59 years,55-59,34,621274,5.5
,2009,2009,Cervix Uteri,27010,Florida,12,60-64 years ,60-64,29,579869,5
,2009,2009,Cervix Uteri,27010,Georgia,13,45-49 years,45-49,22,367182,6
,2009,2009,Cervix Uteri,27010,Georgia,13,50-54 years,50-54,19,337883,5.6
,2009,2009,Cervix Uteri,27010,Georgia,13,55-59 years,55-59,22,296053,7.4
,2009,2009,Cervix Uteri,27010,Illinois,17,45-49 years,45-49,24,482302,5
,2009,2009,Cervix Uteri,27010,Illinois,17,50-54 years,50-54,26,469093,5.5
,2009,2009,Cervix Uteri,27010,Illinois,17,55-59 years,55-59,20,407665,4.9
,2009,2009,Cervix Uteri,27010,Illinois,17,60-64 years ,60-64,25,332095,7.5
,2009,2009,Cervix Uteri,27010,New Jersey,34,45-49 years,45-49,19,361102,5.3
,2009,2009,Cervix Uteri,27010,New Jersey,34,55-59 years,55-59,21,287772,7.3
,2009,2009,Cervix Uteri,27010,New York,36,40-44 years,40-44,16,699158,2.3
,2009,2009,Cervix Uteri,27010,New York,36,45-49 years,45-49,29,754411,3.8
,2009,2009,Cervix Uteri,27010,New York,36,50-54 years,50-54,28,722301,3.9
,2009,2009,Cervix Uteri,27010,New York,36,55-59 years,55-59,28,637530,4.4
,2009,2009,Cervix Uteri,27010,New York,36,60-64 years ,60-64,39,545124,7.2
,2009,2009,Cervix Uteri,27010,North Carolina,37,50-54 years,50-54,23,341228,6.7
,2009,2009,Cervix Uteri,27010,Ohio,39,45-49 years,45-49,29,441400,6.6
,2009,2009,Cervix Uteri,27010,Ohio,39,50-54 years,50-54,26,449934,5.8
,2009,2009,Cervix Uteri,27010,Ohio,39,55-59 years,55-59,23,396505,5.8
,2009,2009,Cervix Uteri,27010,Ohio,39,60-64 years ,60-64,20,329265,6.1
,2009,2009,Cervix Uteri,27010,Pennsylvania,42,45-49 years,45-49,19,490652,3.9
,2009,2009,Cervix Uteri,27010,Pennsylvania,42,50-54 years,50-54,26,496700,5.2
,2009,2009,Cervix Uteri,27010,Pennsylvania,42,55-59 years,55-59,26,440195,5.9
