state_fips,state_name,sex,age,population
55,Wisconsin,All,30-39,745409.0
55,Wisconsin,All,40-49,690582.0
55,Wisconsin,All,50-59,791881.0
55,Wisconsin,All,60-69,756118.0
55,Wisconsin,All,70-79,446795.0
55,Wisconsin,All,80+,246873.0
55,Wisconsin,All,All,5882128.0
55,Wisconsin,Female,0-9,325677.0
55,Wisconsin,Female,10-19,371135.0
55,Wisconsin,Female,20-29,377430.0
55,Wisconsin,Female,30-39,363293.0
55,Wisconsin,Female,40-49,338237.0
55,Wisconsin,Female,50-59,392571.0
55,Wisconsin,Female,60-69,380344.0
55,Wisconsin,Female,70-79,233634.0
55,Wisconsin,Female,80+,151045.0
55,Wisconsin,Female,All,2933366.0
55,Wisconsin,Male,0-9,341686.0
55,Wisconsin,Male,10-19,391510.0
55,Wisconsin,Male,20-29,397032.0
55,Wisconsin,Male,30-39,382116.0
55,Wisconsin,Male,40-49,352345.0
55,Wisconsin,Male,50-59,399310.0
55,Wisconsin,Male,60-69,375774.0
55,Wisconsin,Male,70-79,213161.0
55,Wisconsin,Male,80+,95828.0
55,Wisconsin,Male,All,2948762.0
56,Wyoming,All,0-9,69778.0
56,Wyoming,All,10-19,77958.0
56,Wyoming,All,20-29,74499.0
56,Wyoming,All,30-39,77825.0
56,Wyoming,All,40-49,68551.0
56,Wyoming,All,50-59,69278.0
56,Wyoming,All,60-69,75194.0
56,Wyoming,All,70-79,44545.0
56,Wyoming,All,80+,20301.0
56,Wyoming,All,All,577929.0
56,Wyoming,Female,0-9,33587.0
56,Wyoming,Female,10-19,37867.0
56,Wyoming,Female,20-29,35354.0
56,Wyoming,Female,30-39,37465.0
56,Wyoming,Female,40-49,32796.0
56,Wyoming,Female,50-59,33659.0
56,Wyoming,Female,60-69,37503.0
56,Wyoming,Female,70-79,22219.0
56,Wyoming,Female,80+,11644.0
56,Wyoming,Female,All,282094.0
56,Wyoming,Male,0-9,36191.0
56,Wyoming,Male,10-19,40091.0
56,Wyoming,Male,20-29,39145.0
56,Wyoming,Male,30-39,40360.0
56,Wyoming,Male,40-49,35755.0
56,Wyoming,Male,50-59,35619.0
56,Wyoming,Male,60-69,37691.0
56,Wyoming,Male,70-79,22326.0
56,Wyoming,Male,80+,8657.0
56,Wyoming,Male,All,295835.0
72,Puerto Rico,All,0-9,264105.0
72,Puerto Rico,All,10-19,386511.0
72,Puerto Rico,All,20-29,443711.0
72,Puerto Rico,All,30-39,385061.0
72,Puerto Rico,All,40-49,413076.0
72,Puerto Rico,All,50-59,435411.0
72,Puerto Rico,All,60-69,419251.0
72,Puerto Rico,All,70-79,329213.0
72,Puerto Rico,All,80+,196043.0
72,Puerto Rico,All,All,3272382.0
72,Puerto Rico,Female,0-9,128866.0
72,Puerto Rico,Female,10-19,189611.0
72,Puerto Rico,Female,20-29,219898.0
72,Puerto Rico,Female,30-39,200187.0
72,Puerto Rico,Female,40-49,217671.0
72,Puerto Rico,Female,50-59,233698.0
72,Puerto Rico,Female,60-69,227103.0
72,Puerto Rico,Female,70-79,186975.0
72,Puerto Rico,Female,80+,116705.0
72,Puerto Rico,Female,All,1720714.0
72,Puerto Rico,Male,0-9,135239.0
72,Puerto Rico,Male,10-19,196900.0
72,Puerto Rico,Male,20-29,223813.0
72,Puerto Rico,Male,30-39,184874.0
72,Puerto Rico,Male,40-49,195405.0
72,Puerto Rico,Male,50-59,201713.0
72,Puerto Rico,Male,60-69,192148.0
72,Puerto Rico,Male,70-79,142238.0
72,Puerto Rico,Male,80+,79338.0
72,Puerto Rico,Male,All,1551668.0
