state_fips,state_name,age,population,population_pct
18,Indiana,35-44,847513.0,12.5
18,Indiana,40-44,412868.0,6.1
18,Indiana,40-49,821312.0,12.1
18,Indiana,40-64,2115814.0,31.2
18,Indiana,45-49,408444.0,6.0
18,Indiana,45-54,828210.0,12.2
18,Indiana,45-64,1702946.0,25.1
18,Indiana,50-54,419766.0,6.2
18,Indiana,50-59,861541.0,12.7
18,Indiana,55-59,441775.0,6.5
18,Indiana,55-64,874736.0,12.9
18,Indiana,60-64,432961.0,6.4
18,Indiana,60-69,796046.0,11.7
18,Indiana,65+,1097201.0,16.2
18,Indiana,65-69,363085.0,5.4
18,Indiana,65-74,652439.0,9.6
18,Indiana,70-74,289354.0,4.3
18,Indiana,70-79,481166.0,7.1
18,Indiana,75-79,191812.0,2.8
18,Indiana,75-84,313359.0,4.6
18,Indiana,80+,252950.0,3.7
18,Indiana,80-84,121547.0,1.8
18,Indiana,85+,131403.0,1.9
18,Indiana,All,6784403.0,100.0
19,Iowa,0-14,602898.0,18.9
19,Iowa,0-17,730318.0,22.9
19,Iowa,0-9,392464.0,12.3
19,Iowa,10-19,433541.0,13.6
19,Iowa,15+,2585938.0,81.1
19,Iowa,15-24,454736.0,14.3
19,Iowa,18+,2458518.0,77.1
19,Iowa,18-19,95687.0,3.0
19,Iowa,18-24,327316.0,10.3
19,Iowa,18-39,930579.0,29.2
19,Iowa,18-44,1118947.0,35.1
19,Iowa,20-24,231629.0,7.3
19,Iowa,20-29,431457.0,13.5
19,Iowa,25-29,199828.0,6.3
19,Iowa,25-34,395334.0,12.4
19,Iowa,30-34,195506.0,6.1
19,Iowa,30-39,403435.0,12.7
19,Iowa,35-39,207929.0,6.5
19,Iowa,35-44,396297.0,12.4
19,Iowa,40-44,188368.0,5.9
19,Iowa,40-49,366770.0,11.5
19,Iowa,40-64,967814.0,30.4
19,Iowa,45-49,178402.0,5.6
19,Iowa,45-54,365161.0,11.5
19,Iowa,45-64,779446.0,24.4
19,Iowa,50-54,186759.0,5.9
19,Iowa,50-59,389436.0,12.2
19,Iowa,55-59,202677.0,6.4
19,Iowa,55-64,414285.0,13.0
19,Iowa,60-64,211608.0,6.6
19,Iowa,60-69,391848.0,12.3
19,Iowa,65+,560125.0,17.6
19,Iowa,65-69,180240.0,5.7
19,Iowa,65-74,321302.0,10.1
19,Iowa,70-74,141062.0,4.4
19,Iowa,70-79,236254.0,7.4
19,Iowa,75-79,95192.0,3.0
19,Iowa,75-84,162126.0,5.1
19,Iowa,80+,143631.0,4.5
19,Iowa,80-84,66934.0,2.1
19,Iowa,85+,76697.0,2.4
19,Iowa,All,3188836.0,100.0
20,Kansas,0-14,579706.0,19.7
20,Kansas,0-17,701412.0,23.9
20,Kansas,0-9,375941.0,12.8
20,Kansas,10-19,414112.0,14.1
20,Kansas,15+,2356216.0,80.3
20,Kansas,15-24,429696.0,14.6
20,Kansas,18+,2234510.0,76.1
20,Kansas,18-19,88641.0,3.0
20,Kansas,18-24,307990.0,10.5
20,Kansas,18-39,881332.0,30.0
20,Kansas,18-44,1055445.0,35.9
20,Kansas,20-24,219349.0,7.5
20,Kansas,20-29,408738.0,13.9
20,Kansas,25-29,189389.0,6.5
20,Kansas,25-34,376961.0,12.8
20,Kansas,30-34,187572.0,6.4
20,Kansas,30-39,383953.0,13.1
20,Kansas,35-39,196381.0,6.7
