Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Age Groups,Age Groups Code,Count,Population,Crude Rate
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,65-69 years,65-69,48,266625,18
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,70-74 years,70-74,34,282239,12
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,75-79 years,75-79,32,252038,12.7
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,80-84 years,80-84,21,185077,11.3
,1999,1999,Cervix Uteri,27010,Pennsylvania,42,85+ years,85+,21,168803,12.4
,1999,1999,Cervix Uteri,27010,South Carolina,45,30-34 years,30-34,26,142930,18.2
,1999,1999,Cervix Uteri,27010,South Carolina,45,35-39 years,35-39,30,159873,18.8
,1999,1999,Cervix Uteri,27010,South Carolina,45,40-44 years,40-44,29,157860,18.4
,1999,1999,Cervix Uteri,27010,South Carolina,45,45-49 years,45-49,28,145817,19.2
,1999,1999,Cervix Uteri,27010,South Carolina,45,50-54 years,50-54,21,130374,16.1
,1999,1999,Cervix Uteri,27010,South Carolina,45,55-59 years,55-59,21,103814,20.2
,1999,1999,Cervix Uteri,27010,South Carolina,45,60-64 years ,60-64,31,86531,35.8
,1999,1999,Cervix Uteri,27010,Tennessee,47,30-34 years,30-34,20,206922,9.7
,1999,1999,Cervix Uteri,27010,Tennessee,47,35-39 years,35-39,29,230518,12.6
,1999,1999,Cervix Uteri,27010,Tennessee,47,40-44 years,40-44,43,227827,18.9
,1999,1999,Cervix Uteri,27010,Tennessee,47,45-49 years,45-49,30,207699,14.4
,1999,1999,Cervix Uteri,27010,Tennessee,47,50-54 years,50-54,25,184470,13.6
,1999,1999,Cervix Uteri,27010,Tennessee,47,55-59 years,55-59,35,148077,23.6
,1999,1999,Cervix Uteri,27010,Tennessee,47,60-64 years ,60-64,16,124839,12.8
,1999,1999,Cervix Uteri,27010,Tennessee,47,65-69 years,65-69,22,110759,19.9
,1999,1999,Cervix Uteri,27010,Tennessee,47,75-79 years,75-79,16,87442,18.3
,1999,1999,Cervix Uteri,27010,Texas,48,20-24 years,20-24,19,725660,2.6
,1999,1999,Cervix Uteri,27010,Texas,48,25-29 years,25-29,74,773408,9.6
,1999,1999,Cervix Uteri,27010,Texas,48,30-34 years,30-34,111,771770,14.4
,1999,1999,Cervix Uteri,27010,Texas,48,35-39 years,35-39,162,843958,19.2
,1999,1999,Cervix Uteri,27010,Texas,48,40-44 years,40-44,140,800286,17.5
,1999,1999,Cervix Uteri,27010,Texas,48,45-49 years,45-49,129,693432,18.6
,1999,1999,Cervix Uteri,27010,Texas,48,50-54 years,50-54,99,583232,17
,1999,1999,Cervix Uteri,27010,Texas,48,55-59 years,55-59,95,443651,21.4
,1999,1999,Cervix Uteri,27010,Texas,48,60-64 years ,60-64,64,362968,17.6
,1999,1999,Cervix Uteri,27010,Texas,48,65-69 years,65-69,71,324351,21.9
,1999,1999,Cervix Uteri,27010,Texas,48,70-74 years,70-74,42,296860,14.1
,1999,1999,Cervix Uteri,27010,Texas,48,75-79 years,75-79,48,244968,19.6
,1999,1999,Cervix Uteri,27010,Texas,48,80-84 years,80-84,34,167615,20.3
,1999,1999,Cervix Uteri,27010,Texas,48,85+ years,85+,36,167430,21.5
,1999,1999,Cervix Uteri,27010,Virginia,51,30-34 years,30-34,28,272539,10.3
,1999,1999,Cervix Uteri,27010,Virginia,51,35-39 years,35-39,37,307074,12
,1999,1999,Cervix Uteri,27010,Virginia,51,40-44 years,40-44,51,294842,17.3
,1999,1999,Cervix Uteri,27010,Virginia,51,45-49 years,45-49,36,263653,13.7
,1999,1999,Cervix Uteri,27010,Virginia,51,50-54 years,50-54,41,233595,17.6
,1999,1999,Cervix Uteri,27010,Virginia,51,55-59 years,55-59,25,177845,14.1
,1999,1999,Cervix Uteri,27010,Virginia,51,60-64 years ,60-64,20,139504,14.3
,1999,1999,Cervix Uteri,27010,Virginia,51,65-69 years,65-69,23,123615,18.6
,1999,1999,Cervix Uteri,27010,Virginia,51,70-74 years,70-74,18,114972,15.7
,1999,1999,Cervix Uteri,27010,Virginia,51,80-84 years,80-84,16,66896,23.9
,1999,1999,Cervix Uteri,27010,Washington,53,30-34 years,30-34,24,215109,11.2
,1999,1999,Cervix Uteri,27010,Washington,53,35-39 years,35-39,32,243413,13.1
,1999,1999,Cervix Uteri,27010,Washington,53,40-44 years,40-44,46,244681,18.8
