Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Count,Population,Crude Rate
,2006,2006,Prostate,28010,Illinois,17,9084,6203933,146.4
,2006,2006,Prostate,28010,Indiana,18,4241,3114466,136.2
,2006,2006,Prostate,28010,Iowa,19,2299,1471520,156.2
,2006,2006,Prostate,28010,Kansas,20,2048,1368839,149.6
,2006,2006,Prostate,28010,Kentucky,21,3138,2070143,151.6
,2006,2006,Prostate,28010,Louisiana,22,3293,2098593,156.9
,2006,2006,Prostate,28010,Maine,23,1297,647462,200.3
,2006,2006,Prostate,28010,Maryland,24,4201,2719404,154.5
,2006,2006,Prostate,28010,Massachusetts,25,5238,3098899,169
,2006,2006,Prostate,28010,Michigan,26,8485,4929460,172.1
,2006,2006,Prostate,28010,Minnesota,27,4588,2562604,179
,2006,2006,Prostate,28010,Mississippi,28,2440,1408665,173.2
,2006,2006,Prostate,28010,Missouri,29,4002,2855141,140.2
,2006,2006,Prostate,28010,Montana,30,949,477351,198.8
,2006,2006,Prostate,28010,Nebraska,31,1378,878006,156.9
,2006,2006,Prostate,28010,Nevada,32,1715,1278665,134.1
,2006,2006,Prostate,28010,New Hampshire,33,1094,645616,169.5
,2006,2006,Prostate,28010,New Jersey,34,7580,4213580,179.9
,2006,2006,Prostate,28010,New Mexico,35,1447,968168,149.5
,2006,2006,Prostate,28010,New York,36,16136,9233230,174.8
,2006,2006,Prostate,28010,North Carolina,37,6980,4354118,160.3
,2006,2006,Prostate,28010,North Dakota,38,626,326839,191.5
,2006,2006,Prostate,28010,Ohio,39,8633,5598146,154.2
,2006,2006,Prostate,28010,Oklahoma,40,2745,1775397,154.6
,2006,2006,Prostate,28010,Oregon,41,2811,1817766,154.6
,2006,2006,Prostate,28010,Pennsylvania,42,11182,6081497,183.9
,2006,2006,Prostate,28010,Rhode Island,44,827,512962,161.2
,2006,2006,Prostate,28010,South Carolina,45,3664,2120192,172.8
,2006,2006,Prostate,28010,South Dakota,46,625,390613,160
,2006,2006,Prostate,28010,Tennessee,47,4244,2967311,143
,2006,2006,Prostate,28010,Texas,48,13600,11588337,117.4
,2006,2006,Prostate,28010,Utah,49,1633,1267516,128.8
,2006,2006,Prostate,28010,Vermont,50,533,306602,173.8
,2006,2006,Prostate,28010,Virginia,51,5619,3765250,149.2
,2006,2006,Prostate,28010,Washington,53,4988,3170058,157.3
,2006,2006,Prostate,28010,West Virginia,54,1560,897307,173.9
,2006,2006,Prostate,28010,Wisconsin,55,4302,2765379,155.6
,2006,2006,Prostate,28010,Wyoming,56,467,265306,176
,2007,2007,Prostate,28010,Alabama,1,3925,2265565,173.2
,2007,2007,Prostate,28010,Alaska,2,413,353162,116.9
,2007,2007,Prostate,28010,Arizona,4,4253,3070683,138.5
,2007,2007,Prostate,28010,Arkansas,5,2336,1397292,167.2
,2007,2007,Prostate,28010,California,6,24064,18035385,133.4
,2007,2007,Prostate,28010,Colorado,8,3828,2407435,159
,2007,2007,Prostate,28010,Connecticut,9,3182,1715653,185.5
,2007,2007,Prostate,28010,Delaware,10,963,422351,228
