age_group,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
_70_75,Vermont,50,919,158,1077,84.1054522098883,80.8455279508545,87.3653764689221,.,.,.
_45_49,Virginia,51,233,348,581,36.2604866426227,31.3504041325953,41.1705691526501,.,.,.
_50_54,Virginia,51,420,281,701,59.5913386205119,54.6940305281653,64.4886467128585,.,.,.
_55_59,Virginia,51,600,174,774,77.0522331401145,73.065542971549,81.03892330868,.,.,.
_60_64,Virginia,51,780,210,990,79.0897748768513,75.4947725828241,82.6847771708785,.,.,.
_65_69,Virginia,51,837,191,1028,80.0494605121997,76.5578361485089,83.5410848758905,.,.,.
_70_75,Virginia,51,1038,182,1220,85.9772308014841,83.4955674141814,88.4588941887868,.,.,.
_45_49,Washington,53,430,1168,1598,26.7379115499184,24.2363274381586,29.2394956616782,.,.,.
_50_54,Washington,53,979,742,1721,55.6671844127415,52.8443719484397,58.4899968770434,.,.,.
_55_59,Washington,53,1385,435,1820,75.0337367064574,72.4067603387278,77.660713074187,.,.,.
_60_64,Washington,53,1879,536,2415,77.1778722469513,74.925272269123,79.4304722247797,.,.,.
_65_69,Washington,53,2171,466,2637,82.3527794341264,80.3935157142758,84.312043153977,.,.,.
_70_75,Washington,53,2580,463,3043,84.9882678068133,83.1887515859309,86.7877840276956,.,.,.
_45_49,"West Virginia",54,114,203,317,35.0932671704134,29.1374890687907,41.049045272036,.,.,.
_50_54,"West Virginia",54,241,178,419,57.3060933741431,51.8818645590305,62.7303221892558,.,.,.
_55_59,"West Virginia",54,278,104,382,70.0535113344697,64.5555832182883,75.551439450651,.,.,.
_60_64,"West Virginia",54,393,121,514,73.9253314655803,69.4703577748981,78.3803051562625,.,.,.
_65_69,"West Virginia",54,447,103,550,79.6595358992725,75.361694074351,83.957377724194,.,.,.
_70_75,"West Virginia",54,535,106,641,83.2212047627259,79.8229232438269,86.6194862816249,.,.,.
_45_49,Wisconsin,55,200,432,632,33.2017024861849,28.7002562976915,37.7031486746782,.,.,.
_50_54,Wisconsin,55,502,291,793,63.8280454392293,59.6490766589269,68.0070142195316,.,.,.
_55_59,Wisconsin,55,700,214,914,75.8968101619647,72.3797725335925,79.4138477903369,.,.,.
_60_64,Wisconsin,55,845,233,1078,79.0269933834278,75.8903661863344,82.1636205805211,.,.,.
_65_69,Wisconsin,55,1013,200,1213,82.9714390062479,80.1682214344193,85.7746565780766,.,.,.
_70_75,Wisconsin,55,1110,196,1306,85.4692053421061,82.9989159359048,87.9394947483075,.,.,.
_45_49,Wyoming,56,58,162,220,27.2904409110926,20.7362797076191,33.8446021145661,.,.,.
_50_54,Wyoming,56,139,130,269,48.7839558649315,42.2276510272241,55.3402607026389,.,.,.
_55_59,Wyoming,56,188,124,312,60.3764428633913,54.4433181610788,66.3095675657038,.,.,.
_60_64,Wyoming,56,267,137,404,65.2207622602216,60.0461948776886,70.3953296427546,.,.,.
_65_69,Wyoming,56,328,127,455,70.3085556695837,65.3865986293189,75.2305127098485,.,.,.
_70_75,Wyoming,56,406,118,524,78.0689778221359,73.9931536230845,82.1448020211872,.,.,.
