Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States and Puerto Rico,States and Puerto Rico Code,Sex,Sex Code,Deaths,Population,Crude Rate
,2011,2011,Breast,26000,South Carolina,45,Female,F,717,2393964,30
,2011,2011,Breast,26000,South Dakota,46,Female,F,125,409600,30.5
,2011,2011,Breast,26000,Tennessee,47,Female,F,867,3279699,26.4
,2011,2011,Breast,26000,Texas,48,Female,F,2630,12905916,20.4
,2011,2011,Breast,26000,Texas,48,Male,M,22,12724921,0.2
,2011,2011,Breast,26000,Utah,49,Female,F,244,1401407,17.4
,2011,2011,Breast,26000,Vermont,50,Female,F,81,318842,25.4
,2011,2011,Breast,26000,Virginia,51,Female,F,1084,4123279,26.3
,2011,2011,Breast,26000,Virginia,51,Male,M,16,3984928,0.4
,2011,2011,Breast,26000,Washington,53,Female,F,827,3422815,24.2
,2011,2011,Breast,26000,West Virginia,54,Female,F,303,939889,32.2
,2011,2011,Breast,26000,Wisconsin,55,Female,F,783,2874721,27.2
,2011,2011,Breast,26000,Wyoming,56,Female,F,70,277595,25.2
,2011,2011,Breast,26000,Puerto Rico,72,Female,F,432,1915291,22.6
,2012,2012,Breast,26000,Alabama,01,Female,F,691,2487610,27.8
,2012,2012,Breast,26000,Alaska,02,Female,F,58,349169,16.6
,2012,2012,Breast,26000,Arizona,04,Female,F,750,3266750,23
,2012,2012,Breast,26000,Arkansas,05,Female,F,444,1497794,29.6
,2012,2012,Breast,26000,California,06,Female,F,4479,19077032,23.5
,2012,2012,Breast,26000,California,06,Male,M,29,18897402,0.2
,2012,2012,Breast,26000,Colorado,08,Female,F,579,2583360,22.4
,2012,2012,Breast,26000,Connecticut,09,Female,F,479,1846774,25.9
,2012,2012,Breast,26000,Delaware,10,Female,F,136,472129,28.8
,2012,2012,Breast,26000,District of Columbia,11,Female,F,107,331676,32.3
,2012,2012,Breast,26000,Florida,12,Female,F,2848,9834712,29
,2012,2012,Breast,26000,Florida,12,Male,M,24,9439434,0.3
,2012,2012,Breast,26000,Georgia,13,Female,F,1175,5062271,23.2
,2012,2012,Breast,26000,Georgia,13,Male,M,16,4845215,0.3
,2012,2012,Breast,26000,Hawaii,15,Female,F,138,699196,19.7
,2012,2012,Breast,26000,Idaho,16,Female,F,144,798162,18
,2012,2012,Breast,26000,Illinois,17,Female,F,1810,6574841,27.5
,2012,2012,Breast,26000,Illinois,17,Male,M,17,6354390,0.3
,2012,2012,Breast,26000,Indiana,18,Female,F,876,3318043,26.4
,2012,2012,Breast,26000,Iowa,19,Female,F,417,1551369,26.9
,2012,2012,Breast,26000,Kansas,20,Female,F,397,1451660,27.3
,2012,2012,Breast,26000,Kentucky,21,Female,F,646,2226794,29
,2012,2012,Breast,26000,Louisiana,22,Female,F,660,2348128,28.1
,2012,2012,Breast,26000,Maine,23,Female,F,168,678086,24.8
,2012,2012,Breast,26000,Maryland,24,Female,F,857,3044964,28.1
,2012,2012,Breast,26000,Massachusetts,25,Female,F,860,3443879,25
,2012,2012,Breast,26000,Massachusetts,25,Male,M,18,3249619,0.6
,2012,2012,Breast,26000,Michigan,26,Female,F,1425,5041164,28.3
,2012,2012,Breast,26000,Michigan,26,Male,M,21,4880852,0.4
,2012,2012,Breast,26000,Minnesota,27,Female,F,604,2706995,22.3
,2012,2012,Breast,26000,Mississippi,28,Female,F,455,1531597,29.7
,2012,2012,Breast,26000,Missouri,29,Female,F,861,3067177,28.1
,2012,2012,Breast,26000,Montana,30,Female,F,133,499615,26.6
,2012,2012,Breast,26000,Nebraska,31,Female,F,245,933563,26.2
,2012,2012,Breast,26000,Nevada,32,Female,F,328,1356928,24.2
,2012,2012,Breast,26000,New Hampshire,33,Female,F,164,671028,24.4
,2012,2012,Breast,26000,New Jersey,34,Female,F,1312,4571544,28.7
,2012,2012,Breast,26000,New Mexico,35,Female,F,231,1054531,21.9
,2012,2012,Breast,26000,New York,36,Female,F,2632,10165827,25.9
,2012,2012,Breast,26000,New York,36,Male,M,23,9592200,0.2
,2012,2012,Breast,26000,North Carolina,37,Female,F,1287,4975627,25.9
,2012,2012,Breast,26000,North Dakota,38,Female,F,79,345917,22.8
,2012,2012,Breast,26000,Ohio,39,Female,F,1741,5905557,29.5
,2012,2012,Breast,26000,Ohio,39,Male,M,16,5668963,0.3
,2012,2012,Breast,26000,Oklahoma,40,Female,F,539,1922539,28
,2012,2012,Breast,26000,Oregon,41,Female,F,510,1966615,25.9
,2012,2012,Breast,26000,Pennsylvania,42,Female,F,2029,6547211,31
,2012,2012,Breast,26000,Pennsylvania,42,Male,M,18,6269630,0.3
,2012,2012,Breast,26000,Rhode Island,44,Female,F,132,547752,24.1
,2012,2012,Breast,26000,South Carolina,45,Female,F,670,2412213,27.8
,2012,2012,Breast,26000,South Dakota,46,Female,F,107,413373,25.9
,2012,2012,Breast,26000,Tennessee,47,Female,F,920,3305766,27.8
,2012,2012,Breast,26000,Texas,48,Female,F,2821,13105039,21.5
,2012,2012,Breast,26000,Texas,48,Male,M,24,12951833,0.2
,2012,2012,Breast,26000,Utah,49,Female,F,249,1420482,17.5
,2012,2012,Breast,26000,Vermont,50,Female,F,85,319119,26.6
,2012,2012,Breast,26000,Virginia,51,Female,F,1032,4164376,24.8
,2012,2012,Breast,26000,Washington,53,Female,F,731,3455933,21.2
,2012,2012,Breast,26000,West Virginia,54,Female,F,294,939094,31.3
,2012,2012,Breast,26000,Wisconsin,55,Female,F,763,2882241,26.5
,2012,2012,Breast,26000,Wyoming,56,Female,F,52,281187,18.5
,2012,2012,Breast,26000,Puerto Rico,72,Female,F,438,1895416,23.1
,2013,2013,Breast,26000,Alabama,01,Female,F,661,2498831,26.5
,2013,2013,Breast,26000,Alaska,02,Female,F,61,350800,17.4
,2013,2013,Breast,26000,Arizona,04,Female,F,839,3293421,25.5
,2013,2013,Breast,26000,Arkansas,05,Female,F,400,1499855,26.7
,2013,2013,Breast,26000,California,06,Female,F,4371,19227118,22.7
,2013,2013,Breast,26000,California,06,Male,M,47,19068920,0.2
,2013,2013,Breast,26000,Colorado,08,Female,F,531,2617360,20.3
,2013,2013,Breast,26000,Connecticut,09,Female,F,454,1847613,24.6
,2013,2013,Breast,26000,Delaware,10,Female,F,131,476794,27.5
,2013,2013,Breast,26000,District of Columbia,11,Female,F,108,337928,32
,2013,2013,Breast,26000,Florida,12,Female,F,2778,9947169,27.9
,2013,2013,Breast,26000,Florida,12,Male,M,41,9563196,0.4
,2013,2013,Breast,26000,Georgia,13,Female,F,1245,5100707,24.4
,2013,2013,Breast,26000,Hawaii,15,Female,F,138,706802,19.5
,2013,2013,Breast,26000,Idaho,16,Female,F,205,806571,25.4
,2013,2013,Breast,26000,Illinois,17,Female,F,1761,6583704,26.7
,2013,2013,Breast,26000,Illinois,17,Male,M,22,6378540,0.3
,2013,2013,Breast,26000,Indiana,18,Female,F,887,3332296,26.6
,2013,2013,Breast,26000,Iowa,19,Female,F,385,1559290,24.7
,2013,2013,Breast,26000,Kansas,20,Female,F,334,1454161,23
,2013,2013,Breast,26000,Kentucky,21,Female,F,585,2234638,26.2
,2013,2013,Breast,26000,Louisiana,22,Female,F,652,2359037,27.6
,2013,2013,Breast,26000,Maine,23,Female,F,186,677953,27.4
,2013,2013,Breast,26000,Maryland,24,Female,F,783,3067149,25.5
,2013,2013,Breast,26000,Massachusetts,25,Female,F,832,3473095,24
,2013,2013,Breast,26000,Michigan,26,Female,F,1382,5048110,27.4
,2013,2013,Breast,26000,Minnesota,27,Female,F,665,2725276,24.4
,2013,2013,Breast,26000,Mississippi,28,Female,F,418,1532638,27.3
,2013,2013,Breast,26000,Missouri,29,Female,F,858,3071514,27.9
,2013,2013,Breast,26000,Montana,30,Female,F,137,503977,27.2
,2013,2013,Breast,26000,Nebraska,31,Female,F,245,939014,26.1
,2013,2013,Breast,26000,Nevada,32,Female,F,352,1372045,25.7
,2013,2013,Breast,26000,New Hampshire,33,Female,F,176,671966,26.2
,2013,2013,Breast,26000,New Jersey,34,Female,F,1356,4591767,29.5
,2013,2013,Breast,26000,New Mexico,35,Female,F,224,1056366,21.2
,2013,2013,Breast,26000,New York,36,Female,F,2632,10223005,25.7
,2013,2013,Breast,26000,New York,36,Male,M,32,9669996,0.3
,2013,2013,Breast,26000,North Carolina,37,Female,F,1254,5013715,25
,2013,2013,Breast,26000,North Dakota,38,Female,F,79,355135,22.2
,2013,2013,Breast,26000,Ohio,39,Female,F,1780,5916447,30.1
,2013,2013,Breast,26000,Ohio,39,Male,M,16,5696852,0.3
,2013,2013,Breast,26000,Oklahoma,40,Female,F,542,1936576,28
,2013,2013,Breast,26000,Oregon,41,Female,F,519,1977017,26.3
,2013,2013,Breast,26000,Pennsylvania,42,Female,F,2001,6552518,30.5
,2013,2013,Breast,26000,Pennsylvania,42,Male,M,19,6295578,0.3
,2013,2013,Breast,26000,Rhode Island,44,Female,F,143,549259,26
,2013,2013,Breast,26000,South Carolina,45,Female,F,638,2430737,26.2
,2013,2013,Breast,26000,South Dakota,46,Female,F,110,416885,26.4
,2013,2013,Breast,26000,Tennessee,47,Female,F,928,3325545,27.9
,2013,2013,Breast,26000,Texas,48,Female,F,2746,13283423,20.7
,2013,2013,Breast,26000,Texas,48,Male,M,27,13155525,0.2
,2013,2013,Breast,26000,Utah,49,Female,F,255,1442635,17.7
,2013,2013,Breast,26000,Vermont,50,Female,F,79,319736,24.7
,2013,2013,Breast,26000,Virginia,51,Female,F,1049,4196363,25
,2013,2013,Breast,26000,Virginia,51,Male,M,19,4074140,0.5
,2013,2013,Breast,26000,Washington,53,Female,F,854,3486285,24.5
,2013,2013,Breast,26000,West Virginia,54,Female,F,277,936692,29.6
,2013,2013,Breast,26000,Wisconsin,55,Female,F,762,2891099,26.4
,2013,2013,Breast,26000,Wyoming,56,Female,F,72,283658,25.4
,2013,2013,Breast,26000,Puerto Rico,72,Female,F,416,1872797,22.2
,2014,2014,Breast,26000,Alabama,01,Female,F,666,2509291,26.5
,2014,2014,Breast,26000,Alaska,02,Female,F,74,349894,21.1
,2014,2014,Breast,26000,Arizona,04,Female,F,793,3327508,23.8
,2014,2014,Breast,26000,Arkansas,05,Female,F,424,1501997,28.2
,2014,2014,Breast,26000,California,06,Female,F,4451,19381496,23
,2014,2014,Breast,26000,California,06,Male,M,33,19258992,0.2
,2014,2014,Breast,26000,Colorado,08,Female,F,554,2651999,20.9
,2014,2014,Breast,26000,Connecticut,09,Female,F,439,1847943,23.8
,2014,2014,Breast,26000,Delaware,10,Female,F,134,481382,27.8
,2014,2014,Breast,26000,District of Columbia,11,Female,F,103,342405,30.1
,2014,2014,Breast,26000,Florida,12,Female,F,2904,10086932,28.8
,2014,2014,Breast,26000,Florida,12,Male,M,27,9711136,0.3
,2014,2014,Breast,26000,Georgia,13,Female,F,1286,5150295,25
,2014,2014,Breast,26000,Hawaii,15,Female,F,158,711127,22.2
,2014,2014,Breast,26000,Idaho,16,Female,F,191,816970,23.4
,2014,2014,Breast,26000,Illinois,17,Female,F,1756,6582714,26.7
,2014,2014,Breast,26000,Indiana,18,Female,F,863,3343628,25.8
,2014,2014,Breast,26000,Iowa,19,Female,F,398,1566770,25.4
,2014,2014,Breast,26000,Kansas,20,Female,F,357,1456414,24.5
,2014,2014,Breast,26000,Kentucky,21,Female,F,579,2239722,25.9
,2014,2014,Breast,26000,Louisiana,22,Female,F,671,2367996,28.3
,2014,2014,Breast,26000,Maine,23,Female,F,173,679733,25.5
,2014,2014,Breast,26000,Maryland,24,Female,F,862,3089281,27.9
,2014,2014,Breast,26000,Massachusetts,25,Female,F,818,3500750,23.4
,2014,2014,Breast,26000,Michigan,26,Female,F,1470,5054742,29.1
,2014,2014,Breast,26000,Michigan,26,Male,M,22,4921116,0.4
,2014,2014,Breast,26000,Minnesota,27,Female,F,592,2743392,21.6
,2014,2014,Breast,26000,Mississippi,28,Female,F,439,1533332,28.6
,2014,2014,Breast,26000,Missouri,29,Female,F,882,3076556,28.7
,2014,2014,Breast,26000,Montana,30,Female,F,134,507667,26.4
,2014,2014,Breast,26000,Nebraska,31,Female,F,251,945685,26.5
,2014,2014,Breast,26000,Nevada,32,Female,F,351,1391879,25.2
,2014,2014,Breast,26000,New Hampshire,33,Female,F,194,674768,28.8
,2014,2014,Breast,26000,New Jersey,34,Female,F,1280,4611073,27.8
,2014,2014,Breast,26000,New Jersey,34,Male,M,17,4423168,0.4
,2014,2014,Breast,26000,New Mexico,35,Female,F,246,1054567,23.3
,2014,2014,Breast,26000,New York,36,Female,F,2500,10269627,24.3
,2014,2014,Breast,26000,New York,36,Male,M,38,9733293,0.4
,2014,2014,Breast,26000,North Carolina,37,Female,F,1311,5050713,26
,2014,2014,Breast,26000,North Carolina,37,Male,M,23,4827489,0.5
,2014,2014,Breast,26000,North Dakota,38,Female,F,66,361928,18.2
,2014,2014,Breast,26000,Ohio,39,Female,F,1756,5927891,29.6
,2014,2014,Breast,26000,Ohio,39,Male,M,17,5722035,0.3
,2014,2014,Breast,26000,Oklahoma,40,Female,F,520,1946388,26.7
,2014,2014,Breast,26000,Oregon,41,Female,F,539,1995721,27
,2014,2014,Breast,26000,Pennsylvania,42,Female,F,1931,6562320,29.4
,2014,2014,Breast,26000,Pennsylvania,42,Male,M,20,6319206,0.3
,2014,2014,Breast,26000,Rhode Island,44,Female,F,132,550777,24
,2014,2014,Breast,26000,South Carolina,45,Female,F,725,2456206,29.5
,2014,2014,Breast,26000,South Dakota,46,Female,F,102,419422,24.3
,2014,2014,Breast,26000,Tennessee,47,Female,F,909,3347826,27.2
,2014,2014,Breast,26000,Tennessee,47,Male,M,18,3210782,0.6
,2014,2014,Breast,26000,Texas,48,Female,F,2783,13504837,20.6
,2014,2014,Breast,26000,Texas,48,Male,M,31,13403175,0.2
,2014,2014,Breast,26000,Utah,49,Female,F,263,1462500,18
,2014,2014,Breast,26000,Vermont,50,Female,F,79,319953,24.7
,2014,2014,Breast,26000,Virginia,51,Female,F,1145,4224407,27.1
,2014,2014,Breast,26000,Washington,53,Female,F,866,3526973,24.6
,2014,2014,Breast,26000,West Virginia,54,Female,F,300,934129,32.1
,2014,2014,Breast,26000,Wisconsin,55,Female,F,739,2898447,25.5
,2014,2014,Breast,26000,Wyoming,56,Female,F,52,283505,18.3
,2014,2014,Breast,26000,Puerto Rico,72,Female,F,458,1845988,24.8
,2015,2015,Breast,26000,Alabama,01,Female,F,729,2518825,28.9
,2015,2015,Breast,26000,Alaska,02,Female,F,60,350220,17.1
,2015,2015,Breast,26000,Arizona,04,Female,F,823,3362624,24.5
,2015,2015,Breast,26000,Arkansas,05,Female,F,394,1504935,26.2
,2015,2015,Breast,26000,California,06,Female,F,4472,19524913,22.9
,2015,2015,Breast,26000,California,06,Male,M,43,19444856,0.2
,2015,2015,Breast,26000,Colorado,08,Female,F,582,2695909,21.6
,2015,2015,Breast,26000,Connecticut,09,Female,F,432,1845155,23.4
,2015,2015,Breast,26000,Delaware,10,Female,F,143,485933,29.4
,2015,2015,Breast,26000,District of Columbia,11,Female,F,102,348303,29.3
,2015,2015,Breast,26000,Florida,12,Female,F,2856,10256144,27.8
,2015,2015,Breast,26000,Florida,12,Male,M,34,9892000,0.3
,2015,2015,Breast,26000,Georgia,13,Female,F,1241,5207959,23.8
,2015,2015,Breast,26000,Hawaii,15,Female,F,180,716277,25.1
,2015,2015,Breast,26000,Idaho,16,Female,F,208,827747,25.1
,2015,2015,Breast,26000,Illinois,17,Female,F,1781,6572651,27.1
,2015,2015,Breast,26000,Illinois,17,Male,M,25,6393009,0.4
,2015,2015,Breast,26000,Indiana,18,Female,F,856,3349378,25.6
,2015,2015,Breast,26000,Iowa,19,Female,F,388,1571511,24.7
,2015,2015,Breast,26000,Kansas,20,Female,F,366,1459985,25.1
,2015,2015,Breast,26000,Kentucky,21,Female,F,593,2244717,26.4
,2015,2015,Breast,26000,Louisiana,22,Female,F,615,2377687,25.9
,2015,2015,Breast,26000,Maine,23,Female,F,210,678908,30.9
,2015,2015,Breast,26000,Maryland,24,Female,F,825,3107460,26.5
,2015,2015,Breast,26000,Massachusetts,25,Female,F,818,3520533,23.2
,2015,2015,Breast,26000,Michigan,26,Female,F,1378,5053304,27.3
,2015,2015,Breast,26000,Michigan,26,Male,M,20,4934904,0.4
,2015,2015,Breast,26000,Minnesota,27,Female,F,680,2757409,24.7
,2015,2015,Breast,26000,Mississippi,28,Female,F,424,1532685,27.7
,2015,2015,Breast,26000,Missouri,29,Female,F,867,3081424,28.1
,2015,2015,Breast,26000,Montana,30,Female,F,146,511431,28.5
,2015,2015,Breast,26000,Nebraska,31,Female,F,233,951405,24.5
,2015,2015,Breast,26000,Nevada,32,Female,F,358,1415530,25.3
,2015,2015,Breast,26000,New Hampshire,33,Female,F,173,675675,25.6
,2015,2015,Breast,26000,New Jersey,34,Female,F,1272,4628790,27.5
,2015,2015,Breast,26000,New Jersey,34,Male,M,18,4448063,0.4
,2015,2015,Breast,26000,New Mexico,35,Female,F,264,1054606,25
,2015,2015,Breast,26000,New York,36,Female,F,2524,10303136,24.5
,2015,2015,Breast,26000,New York,36,Male,M,34,9787010,0.3
,2015,2015,Breast,26000,North Carolina,37,Female,F,1397,5089261,27.4
,2015,2015,Breast,26000,North Dakota,38,Female,F,91,369697,24.6
,2015,2015,Breast,26000,Ohio,39,Female,F,1803,5933635,30.4
,2015,2015,Breast,26000,Oklahoma,40,Female,F,540,1959452,27.6
,2015,2015,Breast,26000,Oregon,41,Female,F,550,2019842,27.2
,2015,2015,Breast,26000,Pennsylvania,42,Female,F,2036,6562415,31
,2015,2015,Breast,26000,Pennsylvania,42,Male,M,27,6337068,0.4
,2015,2015,Breast,26000,Rhode Island,44,Female,F,137,551905,24.8
,2015,2015,Breast,26000,South Carolina,45,Female,F,654,2485357,26.3
,2015,2015,Breast,26000,South Dakota,46,Female,F,104,420991,24.7
,2015,2015,Breast,26000,Tennessee,47,Female,F,941,3372628,27.9
,2015,2015,Breast,26000,Texas,48,Female,F,2857,13734747,20.8
,2015,2015,Breast,26000,Texas,48,Male,M,32,13663862,0.2
,2015,2015,Breast,26000,Utah,49,Female,F,268,1484774,18
,2015,2015,Breast,26000,Vermont,50,Female,F,96,320566,29.9
,2015,2015,Breast,26000,Virginia,51,Female,F,1117,4248255,26.3
,2015,2015,Breast,26000,Washington,53,Female,F,873,3578562,24.4
,2015,2015,Breast,26000,West Virginia,54,Female,F,279,929173,30
,2015,2015,Breast,26000,Wisconsin,55,Female,F,717,2902460,24.7
,2015,2015,Breast,26000,Wyoming,56,Female,F,70,284365,24.6
,2015,2015,Breast,26000,Puerto Rico,72,Female,F,434,1816871,23.9
,2016,2016,Breast,26000,Alabama,01,Female,F,678,2529744,26.8
,2016,2016,Breast,26000,Alaska,02,Female,F,68,352134,19.3
,2016,2016,Breast,26000,Arizona,04,Female,F,850,3404276,25
,2016,2016,Breast,26000,Arkansas,05,Female,F,400,1508822,26.5
,2016,2016,Breast,26000,California,06,Female,F,4308,19633747,21.9
,2016,2016,Breast,26000,California,06,Male,M,43,19591636,0.2
,2016,2016,Breast,26000,Colorado,08,Female,F,613,2734236,22.4
,2016,2016,Breast,26000,Connecticut,09,Female,F,465,1842071,25.2
,2016,2016,Breast,26000,Delaware,10,Female,F,142,490294,29
,2016,2016,Breast,26000,District of Columbia,11,Female,F,89,351947,25.3
,2016,2016,Breast,26000,Florida,12,Female,F,2908,10449033,27.8
,2016,2016,Breast,26000,Florida,12,Male,M,28,10090810,0.3
,2016,2016,Breast,26000,Georgia,13,Female,F,1273,5272372,24.1
,2016,2016,Breast,26000,Hawaii,15,Female,F,141,720842,19.6
,2016,2016,Breast,26000,Idaho,16,Female,F,215,844274,25.5
,2016,2016,Breast,26000,Illinois,17,Female,F,1700,6555785,25.9
,2016,2016,Breast,26000,Indiana,18,Female,F,874,3361316,26
,2016,2016,Breast,26000,Indiana,18,Male,M,18,3297098,0.5
,2016,2016,Breast,26000,Iowa,19,Female,F,414,1576365,26.3
,2016,2016,Breast,26000,Kansas,20,Female,F,401,1460885,27.4
,2016,2016,Breast,26000,Kentucky,21,Female,F,623,2250442,27.7
,2016,2016,Breast,26000,Louisiana,22,Female,F,636,2385408,26.7
,2016,2016,Breast,26000,Maine,23,Female,F,198,680683,29.1
,2016,2016,Breast,26000,Maryland,24,Female,F,829,3120260,26.6
,2016,2016,Breast,26000,Massachusetts,25,Female,F,777,3538138,22
,2016,2016,Breast,26000,Michigan,26,Female,F,1383,5060667,27.3
,2016,2016,Breast,26000,Michigan,26,Male,M,22,4956926,0.4
,2016,2016,Breast,26000,Minnesota,27,Female,F,599,2776949,21.6
,2016,2016,Breast,26000,Mississippi,28,Female,F,440,1531886,28.7
,2016,2016,Breast,26000,Missouri,29,Female,F,871,3086364,28.2
,2016,2016,Breast,26000,Montana,30,Female,F,137,516361,26.5
,2016,2016,Breast,26000,Nebraska,31,Female,F,244,958507,25.5
,2016,2016,Breast,26000,Nevada,32,Female,F,369,1439208,25.6
,2016,2016,Breast,26000,New Hampshire,33,Female,F,177,678542,26.1
,2016,2016,Breast,26000,New Jersey,34,Female,F,1289,4644574,27.8
,2016,2016,Breast,26000,New Jersey,34,Male,M,23,4475315,0.5
,2016,2016,Breast,26000,New Mexico,35,Female,F,278,1055582,26.3
,2016,2016,Breast,26000,New York,36,Female,F,2622,10321565,25.4
,2016,2016,Breast,26000,New York,36,Male,M,24,9830441,0.2
,2016,2016,Breast,26000,North Carolina,37,Female,F,1317,5142122,25.6
,2016,2016,Breast,26000,North Dakota,38,Female,F,83,370699,22.4
,2016,2016,Breast,26000,Ohio,39,Female,F,1711,5940202,28.8
,2016,2016,Breast,26000,Ohio,39,Male,M,18,5762460,0.3
,2016,2016,Breast,26000,Oklahoma,40,Female,F,531,1966014,27
,2016,2016,Breast,26000,Oregon,41,Female,F,585,2054775,28.5
,2016,2016,Breast,26000,Pennsylvania,42,Female,F,1985,6564175,30.2
,2016,2016,Breast,26000,Pennsylvania,42,Male,M,22,6354299,0.3
,2016,2016,Breast,26000,Rhode Island,44,Female,F,137,553481,24.8
,2016,2016,Breast,26000,South Carolina,45,Female,F,742,2514029,29.5
,2016,2016,Breast,26000,South Dakota,46,Female,F,112,424538,26.4
,2016,2016,Breast,26000,Tennessee,47,Female,F,958,3399928,28.2
,2016,2016,Breast,26000,Texas,48,Female,F,2918,13938319,20.9
,2016,2016,Breast,26000,Texas,48,Male,M,26,13890317,0.2
,2016,2016,Breast,26000,Utah,49,Female,F,260,1514751,17.2
,2016,2016,Breast,26000,Vermont,50,Female,F,62,320476,19.3
,2016,2016,Breast,26000,Virginia,51,Female,F,1110,4273094,26
,2016,2016,Breast,26000,Washington,53,Female,F,870,3640190,23.9
,2016,2016,Breast,26000,West Virginia,54,Female,F,290,922809,31.4
,2016,2016,Breast,26000,Wisconsin,55,Female,F,735,2908196,25.3
,2016,2016,Breast,26000,Wyoming,56,Female,F,70,283480,24.7
,2016,2016,Breast,26000,Puerto Rico,72,Female,F,439,1786406,24.6
,2017,2017,Breast,26000,Alabama,01,Female,F,695,2540935,27.4
,2017,2017,Breast,26000,Alaska,02,Female,F,60,351866,17.1
,2017,2017,Breast,26000,Arizona,04,Female,F,830,3441337,24.1
,2017,2017,Breast,26000,Arkansas,05,Female,F,414,1512745,27.4
,2017,2017,Breast,26000,California,06,Female,F,4588,19709744,23.3
,2017,2017,Breast,26000,California,06,Male,M,37,19713651,0.2
,2017,2017,Breast,26000,Colorado,08,Female,F,629,2764979,22.7
,2017,2017,Breast,26000,Connecticut,09,Female,F,466,1840849,25.3
,2017,2017,Breast,26000,Delaware,10,Female,F,150,494305,30.3
,2017,2017,Breast,26000,District of Columbia,11,Female,F,92,355633,25.9
,2017,2017,Breast,26000,Florida,12,Female,F,2952,10612637,27.8
,2017,2017,Breast,26000,Florida,12,Male,M,41,10259731,0.4
,2017,2017,Breast,26000,Georgia,13,Female,F,1334,5327591,25
,2017,2017,Breast,26000,Georgia,13,Male,M,24,5100318,0.5
,2017,2017,Breast,26000,Hawaii,15,Female,F,155,721904,21.5
,2017,2017,Breast,26000,Idaho,16,Female,F,222,862655,25.7
,2017,2017,Breast,26000,Illinois,17,Female,F,1708,6537770,26.1
,2017,2017,Breast,26000,Illinois,17,Male,M,22,6386254,0.3
,2017,2017,Breast,26000,Indiana,18,Female,F,902,3372470,26.7
,2017,2017,Breast,26000,Iowa,19,Female,F,390,1581112,24.7
,2017,2017,Breast,26000,Kansas,20,Female,F,345,1459459,23.6
,2017,2017,Breast,26000,Kentucky,21,Female,F,633,2257061,28
,2017,2017,Breast,26000,Louisiana,22,Female,F,692,2382875,29
,2017,2017,Breast,26000,Maine,23,Female,F,186,682289,27.3
,2017,2017,Breast,26000,Maryland,24,Female,F,857,3135449,27.3
,2017,2017,Breast,26000,Massachusetts,25,Female,F,893,3559308,25.1
,2017,2017,Breast,26000,Michigan,26,Female,F,1311,5070303,25.9
,2017,2017,Breast,26000,Michigan,26,Male,M,23,4979450,0.5
,2017,2017,Breast,26000,Minnesota,27,Female,F,612,2798230,21.9
,2017,2017,Breast,26000,Mississippi,28,Female,F,489,1530044,32
,2017,2017,Breast,26000,Missouri,29,Female,F,867,3093708,28
,2017,2017,Breast,26000,Montana,30,Female,F,130,522119,24.9
,2017,2017,Breast,26000,Nebraska,31,Female,F,243,963584,25.2
,2017,2017,Breast,26000,Nevada,32,Female,F,368,1463548,25.1
,2017,2017,Breast,26000,New Hampshire,33,Female,F,160,681886,23.5
,2017,2017,Breast,26000,New Jersey,34,Female,F,1239,4667011,26.5
,2017,2017,Breast,26000,New Mexico,35,Female,F,281,1055583,26.6
,2017,2017,Breast,26000,New York,36,Female,F,2457,10331213,23.8
,2017,2017,Breast,26000,New York,36,Male,M,22,9859208,0.2
,2017,2017,Breast,26000,North Carolina,37,Female,F,1451,5189613,28
,2017,2017,Breast,26000,North Dakota,38,Female,F,95,372148,25.5
,2017,2017,Breast,26000,Ohio,39,Female,F,1758,5951752,29.5
,2017,2017,Breast,26000,Ohio,39,Male,M,22,5785689,0.4
,2017,2017,Breast,26000,Oklahoma,40,Female,F,556,1966193,28.3
,2017,2017,Breast,26000,Oregon,41,Female,F,506,2079085,24.3
,2017,2017,Breast,26000,Pennsylvania,42,Female,F,1984,6571270,30.2
,2017,2017,Breast,26000,Pennsylvania,42,Male,M,28,6373442,0.4
,2017,2017,Breast,26000,Rhode Island,44,Female,F,125,554212,22.6
,2017,2017,Breast,26000,South Carolina,45,Female,F,695,2541479,27.3
,2017,2017,Breast,26000,South Dakota,46,Female,F,102,428604,23.8
,2017,2017,Breast,26000,Tennessee,47,Female,F,934,3429898,27.2
,2017,2017,Breast,26000,Texas,48,Female,F,2984,14107443,21.2
,2017,2017,Breast,26000,Texas,48,Male,M,33,14081747,0.2
,2017,2017,Breast,26000,Utah,49,Female,F,280,1543822,18.1
,2017,2017,Breast,26000,Vermont,50,Female,F,80,321580,24.9
,2017,2017,Breast,26000,Virginia,51,Female,F,1175,4298313,27.3
,2017,2017,Breast,26000,Washington,53,Female,F,888,3700580,24
,2017,2017,Breast,26000,West Virginia,54,Female,F,300,914720,32.8
,2017,2017,Breast,26000,Wisconsin,55,Female,F,679,2917256,23.3
,2017,2017,Breast,26000,Wyoming,56,Female,F,58,280857,20.7
,2017,2017,Breast,26000,Puerto Rico,72,Female,F,455,1744505,26.1
,2018,2018,Breast,26000,Alabama,01,Female,F,731,2553156,28.6
,2018,2018,Breast,26000,Alaska,02,Female,F,58,349910,16.6
,2018,2018,Breast,26000,Arizona,04,Female,F,805,3483806,23.1
,2018,2018,Breast,26000,Arkansas,05,Female,F,368,1515761,24.3
,2018,2018,Breast,26000,California,06,Female,F,4572,19744172,23.2
